"REG","ESS","famille","typo_B","typo_B_det","nb_etab","nb_ent","eff_31","eff_EQTP","rem_brut"
"Nouvelle-Aquitaine","Hors ESS","Privé Hors ESS","Ensemble des secteurs d'activité","Aide par le travail","9","4","s","s","s"
"Nouvelle-Aquitaine","Hors ESS","Privé Hors ESS","Ensemble des secteurs d'activité","Autres actions sociales","61","40","617","498","14440625"
"Nouvelle-Aquitaine","Hors ESS","Privé Hors ESS","Ensemble des secteurs d'activité","Autres enseignements","648","604","1596","1414","44598211"
"Nouvelle-Aquitaine","Hors ESS","Privé Hors ESS","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","73","58","1122","890","31505581"
"Nouvelle-Aquitaine","Hors ESS","Privé Hors ESS","Ensemble des secteurs d'activité","Formation d adulte","1226","979","4035","3599","100875955"
"Nouvelle-Aquitaine","Hors ESS","Privé Hors ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","368","284","13260","11872","319958938"
"Nouvelle-Aquitaine","Hors ESS","Public","Ensemble des secteurs d'activité","Accueil des jeunes enfants","61","14","s","s","s"
"Nouvelle-Aquitaine","Hors ESS","Public","Ensemble des secteurs d'activité","Aide a domicile","92","30","3608","2985","65401948"
"Nouvelle-Aquitaine","Hors ESS","Public","Ensemble des secteurs d'activité","Aide par le travail","17","4","s","s","s"
"Nouvelle-Aquitaine","Hors ESS","Public","Ensemble des secteurs d'activité","Autres actions sociales","472","379","12886","11573","303416634"
"Nouvelle-Aquitaine","Hors ESS","Public","Ensemble des secteurs d'activité","Autres enseignements","27","11","1586","1393","48152857"
"Nouvelle-Aquitaine","Hors ESS","Public","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","5529","863","98697","93195","3285688638"
"Nouvelle-Aquitaine","Hors ESS","Public","Ensemble des secteurs d'activité","Formation d adulte","84","7","4230","3568","118385127"
"Nouvelle-Aquitaine","Hors ESS","Public","Ensemble des secteurs d'activité","Hebergement medico-social et social","411","266","24815","22933","607936138"
"Occitanie","ESS","1. Coopérative","Ensemble des secteurs d'activité","Aide a domicile","5","5","130","88","1930773"
"Occitanie","ESS","1. Coopérative","Ensemble des secteurs d'activité","Autres actions sociales","1","1","s","s","s"
"Occitanie","ESS","1. Coopérative","Ensemble des secteurs d'activité","Autres enseignements","2","2","s","s","s"
"Occitanie","ESS","1. Coopérative","Ensemble des secteurs d'activité","Formation d adulte","18","16","195","143","s"
"Occitanie","ESS","1. Coopérative","Ensemble des secteurs d'activité","Hebergement medico-social et social","1","1","s","s","s"
"Occitanie","ESS","2. Mutuelle","Ensemble des secteurs d'activité","Accueil des jeunes enfants","31","0","346","315","6900717"
"Occitanie","ESS","2. Mutuelle","Ensemble des secteurs d'activité","Aide a domicile","5","0","108","68","1628507"
"Occitanie","ESS","2. Mutuelle","Ensemble des secteurs d'activité","Autres actions sociales","3","1","s","s","s"
"Occitanie","ESS","2. Mutuelle","Ensemble des secteurs d'activité","Formation d adulte","1","0","s","s","s"
"Occitanie","ESS","2. Mutuelle","Ensemble des secteurs d'activité","Hebergement medico-social et social","32","1","s","s","s"
"Occitanie","ESS","3. Association","Ensemble des secteurs d'activité","Accueil des jeunes enfants","365","276","4127","3461","81444341"
"Occitanie","ESS","3. Association","Ensemble des secteurs d'activité","Aide a domicile","504","430","20122","14853","329055844"
"Occitanie","ESS","3. Association","Ensemble des secteurs d'activité","Aide par le travail","197","45","11824","10274","174803089"
"Occitanie","ESS","3. Association","Ensemble des secteurs d'activité","Autres actions sociales","887","528","12606","10324","275836315"
"Occitanie","ESS","3. Association","Ensemble des secteurs d'activité","Autres enseignements","826","770","3539","2799","84461913"
"Occitanie","ESS","3. Association","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","655","471","15528","13966","460431928"
"Occitanie","ESS","3. Association","Ensemble des secteurs d'activité","Formation d adulte","359","257","2627","2274","73079014"
"Occitanie","ESS","3. Association","Ensemble des secteurs d'activité","Hebergement medico-social et social","1072","392","41910","36494","1038025428"
"Occitanie","ESS","4. Fondation","Ensemble des secteurs d'activité","Autres actions sociales","2","1","s","s","s"
"Occitanie","ESS","4. Fondation","Ensemble des secteurs d'activité","Autres enseignements","2","0","s","s","s"
"Occitanie","ESS","4. Fondation","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","7","0","295","256","8124002"
"Occitanie","ESS","4. Fondation","Ensemble des secteurs d'activité","Formation d adulte","6","0","s","s","s"
"Occitanie","ESS","4. Fondation","Ensemble des secteurs d'activité","Hebergement medico-social et social","29","4","s","s","s"
"Occitanie","Hors ESS","Privé Hors ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","233","143","1978","1642","36735423"
"Occitanie","Hors ESS","Privé Hors ESS","Ensemble des secteurs d'activité","Aide a domicile","428","334","7548","5243","108581722"
"Occitanie","Hors ESS","Privé Hors ESS","Ensemble des secteurs d'activité","Aide par le travail","10","5","191","154","3348046"
"Occitanie","Hors ESS","Privé Hors ESS","Ensemble des secteurs d'activité","Autres actions sociales","51","33","542","422","12901404"
"Occitanie","Hors ESS","Privé Hors ESS","Ensemble des secteurs d'activité","Autres enseignements","588","547","1801","1490","62737817"
"Occitanie","Hors ESS","Privé Hors ESS","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","105","80","1443","1104","38778336"
"Occitanie","Hors ESS","Privé Hors ESS","Ensemble des secteurs d'activité","Formation d adulte","1516","1249","5225","4405","130360052"
"Occitanie","Hors ESS","Privé Hors ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","210","173","9209","8303","223049770"
"Occitanie","Hors ESS","Public","Ensemble des secteurs d'activité","Accueil des jeunes enfants","33","7","987","836","21201080"
"Occitanie","Hors ESS","Public","Ensemble des secteurs d'activité","Aide a domicile","51","14","2537","1992","43763053"
"Occitanie","Hors ESS","Public","Ensemble des secteurs d'activité","Aide par le travail","11","3","613","417","11679710"
"Occitanie","Hors ESS","Public","Ensemble des secteurs d'activité","Autres actions sociales","356","256","11480","10289","276893221"
"Occitanie","Hors ESS","Public","Ensemble des secteurs d'activité","Autres enseignements","26","10","765","733","23927153"
"Occitanie","Hors ESS","Public","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","5143","763","105683","97335","3476003038"
"Occitanie","Hors ESS","Public","Ensemble des secteurs d'activité","Formation d adulte","82","7","4022","3249","108094213"
"Occitanie","Hors ESS","Public","Ensemble des secteurs d'activité","Hebergement medico-social et social","361","200","20953","19068","522404546"
"Pays de la Loire","ESS","1. Coopérative","Ensemble des secteurs d'activité","Aide a domicile","2","2","s","s","s"
"Pays de la Loire","ESS","1. Coopérative","Ensemble des secteurs d'activité","Autres enseignements","1","1","s","s","s"
"Pays de la Loire","ESS","1. Coopérative","Ensemble des secteurs d'activité","Formation d adulte","19","4","s","s","s"
"Pays de la Loire","ESS","2. Mutuelle","Ensemble des secteurs d'activité","Accueil des jeunes enfants","42","0","s","s","s"
"Pays de la Loire","ESS","2. Mutuelle","Ensemble des secteurs d'activité","Aide a domicile","4","0","109","73","2000180"
"Pays de la Loire","ESS","2. Mutuelle","Ensemble des secteurs d'activité","Aide par le travail","1","0","s","s","s"
"Pays de la Loire","ESS","2. Mutuelle","Ensemble des secteurs d'activité","Autres actions sociales","5","0","s","s","s"
"Pays de la Loire","ESS","2. Mutuelle","Ensemble des secteurs d'activité","Hebergement medico-social et social","59","1","s","s","s"
"Pays de la Loire","ESS","3. Association","Ensemble des secteurs d'activité","Accueil des jeunes enfants","224","174","s","s","s"
"Pays de la Loire","ESS","3. Association","Ensemble des secteurs d'activité","Aide a domicile","319","278","9227","s","152619602"
"Pays de la Loire","ESS","3. Association","Ensemble des secteurs d'activité","Aide par le travail","123","29","s","7597","s"
"Pays de la Loire","ESS","3. Association","Ensemble des secteurs d'activité","Autres actions sociales","580","313","10392","7961","215339719"
"Pays de la Loire","ESS","3. Association","Ensemble des secteurs d'activité","Autres enseignements","390","369","s","s","s"
"Pays de la Loire","ESS","3. Association","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","1566","1073","s","s","s"
"Pays de la Loire","ESS","3. Association","Ensemble des secteurs d'activité","Formation d adulte","180","110","1758","1614","51834037"
"Pays de la Loire","ESS","3. Association","Ensemble des secteurs d'activité","Hebergement medico-social et social","710","266","25646","21600","601254742"
"Pays de la Loire","ESS","4. Fondation","Ensemble des secteurs d'activité","Aide a domicile","1","0","s","s","s"
"Pays de la Loire","ESS","4. Fondation","Ensemble des secteurs d'activité","Aide par le travail","6","1","s","s","s"
"Pays de la Loire","ESS","4. Fondation","Ensemble des secteurs d'activité","Autres actions sociales","5","1","s","s","s"
"Pays de la Loire","ESS","4. Fondation","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","7","1","s","s","s"
"Pays de la Loire","ESS","4. Fondation","Ensemble des secteurs d'activité","Formation d adulte","1","0","s","s","s"
"Pays de la Loire","ESS","4. Fondation","Ensemble des secteurs d'activité","Hebergement medico-social et social","18","1","s","s","s"
"Pays de la Loire","Hors ESS","Privé Hors ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","180","122","s","s","s"
"Pays de la Loire","Hors ESS","Privé Hors ESS","Ensemble des secteurs d'activité","Aide a domicile","199","155","s","s","s"
"Pays de la Loire","Hors ESS","Privé Hors ESS","Ensemble des secteurs d'activité","Aide par le travail","14","7","900","811","17535445"
"Pays de la Loire","Hors ESS","Privé Hors ESS","Ensemble des secteurs d'activité","Autres actions sociales","22","18","212","182","5179739"
"Pays de la Loire","Hors ESS","Privé Hors ESS","Ensemble des secteurs d'activité","Autres enseignements","349","327","s","s","s"
"Pays de la Loire","Hors ESS","Privé Hors ESS","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","67","46","s","s","s"
"Pays de la Loire","Hors ESS","Privé Hors ESS","Ensemble des secteurs d'activité","Formation d adulte","882","676","s","s","s"
"Pays de la Loire","Hors ESS","Privé Hors ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","97","75","3582","3157","88665830"
"Pays de la Loire","Hors ESS","Public","Ensemble des secteurs d'activité","Accueil des jeunes enfants","14","6","s","s","s"
"Pays de la Loire","Hors ESS","Public","Ensemble des secteurs d'activité","Aide a domicile","9","2","s","s","s"
"Pays de la Loire","Hors ESS","Public","Ensemble des secteurs d'activité","Aide par le travail","3","3","634","392","10636689"
"Pays de la Loire","Hors ESS","Public","Ensemble des secteurs d'activité","Autres actions sociales","164","137","4902","4376","117086975"
"Pays de la Loire","Hors ESS","Public","Ensemble des secteurs d'activité","Autres enseignements","12","6","s","s","s"
"Pays de la Loire","Hors ESS","Public","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","2401","468","s","s","s"
"Pays de la Loire","Hors ESS","Public","Ensemble des secteurs d'activité","Formation d adulte","33","1","s","s","s"
"Pays de la Loire","Hors ESS","Public","Ensemble des secteurs d'activité","Hebergement medico-social et social","304","190","16638","14801","386817505"
"Provence-Alpes-Côte d'Azur","ESS","1. Coopérative","Ensemble des secteurs d'activité","Accueil des jeunes enfants","2","2","s","s","s"
"Provence-Alpes-Côte d'Azur","ESS","1. Coopérative","Ensemble des secteurs d'activité","Aide a domicile","5","3","s","s","s"
"Provence-Alpes-Côte d'Azur","ESS","1. Coopérative","Ensemble des secteurs d'activité","Autres actions sociales","2","2","s","s","s"
"Provence-Alpes-Côte d'Azur","ESS","1. Coopérative","Ensemble des secteurs d'activité","Autres enseignements","2","2","s","s","s"
"Provence-Alpes-Côte d'Azur","ESS","1. Coopérative","Ensemble des secteurs d'activité","Formation d adulte","33","16","s","s","s"
"Provence-Alpes-Côte d'Azur","ESS","1. Coopérative","Ensemble des secteurs d'activité","Hebergement medico-social et social","1","1","s","s","s"
"Provence-Alpes-Côte d'Azur","ESS","2. Mutuelle","Ensemble des secteurs d'activité","Accueil des jeunes enfants","15","1","s","s","s"
"Provence-Alpes-Côte d'Azur","ESS","2. Mutuelle","Ensemble des secteurs d'activité","Aide a domicile","5","0","s","s","s"
"Provence-Alpes-Côte d'Azur","ESS","2. Mutuelle","Ensemble des secteurs d'activité","Aide par le travail","1","0","s","s","s"
"Provence-Alpes-Côte d'Azur","ESS","2. Mutuelle","Ensemble des secteurs d'activité","Autres actions sociales","2","0","s","s","s"
"Provence-Alpes-Côte d'Azur","ESS","2. Mutuelle","Ensemble des secteurs d'activité","Hebergement medico-social et social","8","1","s","s","s"
"Provence-Alpes-Côte d'Azur","ESS","3. Association","Ensemble des secteurs d'activité","Accueil des jeunes enfants","349","229","s","s","s"
"Provence-Alpes-Côte d'Azur","ESS","3. Association","Ensemble des secteurs d'activité","Aide a domicile","330","272","13258","9369","206967116"
"Provence-Alpes-Côte d'Azur","ESS","3. Association","Ensemble des secteurs d'activité","Aide par le travail","124","38","s","s","s"
"Provence-Alpes-Côte d'Azur","ESS","3. Association","Ensemble des secteurs d'activité","Autres actions sociales","856","459","12941","10965","297419095"
"Provence-Alpes-Côte d'Azur","ESS","3. Association","Ensemble des secteurs d'activité","Autres enseignements","554","529","2167","1711","52607575"
"Provence-Alpes-Côte d'Azur","ESS","3. Association","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","444","280","14301","12899","449622334"
"Provence-Alpes-Côte d'Azur","ESS","3. Association","Ensemble des secteurs d'activité","Formation d adulte","335","248","2825","2640","80926873"
"Provence-Alpes-Côte d'Azur","ESS","3. Association","Ensemble des secteurs d'activité","Hebergement medico-social et social","673","222","22985","19980","571737249"
"Provence-Alpes-Côte d'Azur","ESS","4. Fondation","Ensemble des secteurs d'activité","Autres actions sociales","1","0","s","s","s"
"Provence-Alpes-Côte d'Azur","ESS","4. Fondation","Ensemble des secteurs d'activité","Autres enseignements","1","0","s","s","s"
"Provence-Alpes-Côte d'Azur","ESS","4. Fondation","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","7","3","444","427","15231713"
"Provence-Alpes-Côte d'Azur","ESS","4. Fondation","Ensemble des secteurs d'activité","Formation d adulte","3","0","s","s","s"
"Provence-Alpes-Côte d'Azur","ESS","4. Fondation","Ensemble des secteurs d'activité","Hebergement medico-social et social","19","5","s","s","s"
"Provence-Alpes-Côte d'Azur","Hors ESS","Privé Hors ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","285","128","s","2013","44541134"
"Provence-Alpes-Côte d'Azur","Hors ESS","Privé Hors ESS","Ensemble des secteurs d'activité","Aide a domicile","422","310","s","s","s"
"Provence-Alpes-Côte d'Azur","Hors ESS","Privé Hors ESS","Ensemble des secteurs d'activité","Aide par le travail","5","5","s","s","s"
"Provence-Alpes-Côte d'Azur","Hors ESS","Privé Hors ESS","Ensemble des secteurs d'activité","Autres actions sociales","26","21","282","240","6401835"
"Provence-Alpes-Côte d'Azur","Hors ESS","Privé Hors ESS","Ensemble des secteurs d'activité","Autres enseignements","628","580","s","s","s"
"Provence-Alpes-Côte d'Azur","Hors ESS","Privé Hors ESS","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","125","102","1723","1296","50726268"
"Provence-Alpes-Côte d'Azur","Hors ESS","Privé Hors ESS","Ensemble des secteurs d'activité","Formation d adulte","1546","1292","s","s","s"
"Provence-Alpes-Côte d'Azur","Hors ESS","Privé Hors ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","363","285","16680","14842","415778005"
"Provence-Alpes-Côte d'Azur","Hors ESS","Public","Ensemble des secteurs d'activité","Accueil des jeunes enfants","31","7","s","384","10448859"
"Provence-Alpes-Côte d'Azur","Hors ESS","Public","Ensemble des secteurs d'activité","Aide a domicile","21","2","s","s","s"
"Provence-Alpes-Côte d'Azur","Hors ESS","Public","Ensemble des secteurs d'activité","Aide par le travail","4","3","s","s","s"
"Provence-Alpes-Côte d'Azur","Hors ESS","Public","Ensemble des secteurs d'activité","Autres actions sociales","251","200","8583","7931","210341240"
"Provence-Alpes-Côte d'Azur","Hors ESS","Public","Ensemble des secteurs d'activité","Autres enseignements","22","12","s","s","s"
"Provence-Alpes-Côte d'Azur","Hors ESS","Public","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","3521","571","86205","79664","2853432457"
"Provence-Alpes-Côte d'Azur","Hors ESS","Public","Ensemble des secteurs d'activité","Formation d adulte","43","2","s","s","s"
"Provence-Alpes-Côte d'Azur","Hors ESS","Public","Ensemble des secteurs d'activité","Hebergement medico-social et social","146","93","8846","8217","222955920"
"Auvergne-Rhône-Alpes","ESS","1. Coopérative","ACTION SOCIALE (QB)","Ensemble","18","14","219","186","4242225"
"Auvergne-Rhône-Alpes","ESS","1. Coopérative","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","1304","79","22113","21737","1015168557"
"Auvergne-Rhône-Alpes","ESS","1. Coopérative","AGRICULTURE, SYLVICULTURE ET PECHE (AZ)","Ensemble","81","73","960","890","30174946"
"Auvergne-Rhône-Alpes","ESS","1. Coopérative","ARTS SPECTACLES (RZ1)","Ensemble","23","21","269","326","11221968"
"Auvergne-Rhône-Alpes","ESS","1. Coopérative","COMMERCE (GZ)","Ensemble","367","146","4444","4272","137943478"
"Auvergne-Rhône-Alpes","ESS","1. Coopérative","ENSEIGNEMENT (PZ)","Ensemble","39","24","s","s","s"
"Auvergne-Rhône-Alpes","ESS","1. Coopérative","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","35","28","184","156","3568262"
"Auvergne-Rhône-Alpes","ESS","1. Coopérative","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","257","218","3922","3664","119468273"
"Auvergne-Rhône-Alpes","ESS","1. Coopérative","NON-CLASSES (94.99Z)","Ensemble","5","5","s","s","s"
"Auvergne-Rhône-Alpes","ESS","1. Coopérative","SANTE HUMAINE (QA)","Ensemble","4","3","s","s","s"
"Auvergne-Rhône-Alpes","ESS","1. Coopérative","SERVICES DIVERS","Ensemble","107","75","1147","1108","37668380"
"Auvergne-Rhône-Alpes","ESS","1. Coopérative","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","234","192","2367","1949","67238920"
"Auvergne-Rhône-Alpes","ESS","1. Coopérative","SPORTS ET LOISIRS (RZ2)","Ensemble","4","4","45","s","1199711"
"Auvergne-Rhône-Alpes","ESS","2. Mutuelle","ACTION SOCIALE (QB)","Ensemble","139","25","4824","4011","110079734"
"Auvergne-Rhône-Alpes","ESS","2. Mutuelle","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","660","59","s","s","s"
"Auvergne-Rhône-Alpes","ESS","2. Mutuelle","COMMERCE (GZ)","Ensemble","111","4","440","412","s"
"Auvergne-Rhône-Alpes","ESS","2. Mutuelle","ENSEIGNEMENT (PZ)","Ensemble","1","0","s","s","s"
"Auvergne-Rhône-Alpes","ESS","2. Mutuelle","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","11","1","s","s","s"
"Auvergne-Rhône-Alpes","ESS","2. Mutuelle","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","3","0","22","22","559488"
"Auvergne-Rhône-Alpes","ESS","2. Mutuelle","NON-CLASSES (94.99Z)","Ensemble","8","1","s","s","s"
"Auvergne-Rhône-Alpes","ESS","2. Mutuelle","SANTE HUMAINE (QA)","Ensemble","120","4","3494","2949","128186799"
"Auvergne-Rhône-Alpes","ESS","2. Mutuelle","SERVICES DIVERS","Ensemble","3","2","s","s","s"
"Auvergne-Rhône-Alpes","ESS","2. Mutuelle","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","7","0","201","167","6298587"
"Auvergne-Rhône-Alpes","ESS","3. Association","ACTION SOCIALE (QB)","Ensemble","4240","2209","112162","92314","2313773147"
"Auvergne-Rhône-Alpes","ESS","3. Association","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","30","15","s","s","s"
"Auvergne-Rhône-Alpes","ESS","3. Association","AGRICULTURE, SYLVICULTURE ET PECHE (AZ)","Ensemble","82","73","s","s","s"
"Auvergne-Rhône-Alpes","ESS","3. Association","ARTS SPECTACLES (RZ1)","Ensemble","2812","2682","3896","4476","138351272"
"Auvergne-Rhône-Alpes","ESS","3. Association","COMMERCE (GZ)","Ensemble","39","33","156","127","s"
"Auvergne-Rhône-Alpes","ESS","3. Association","ENSEIGNEMENT (PZ)","Ensemble","2575","2088","42015","36257","1206565620"
"Auvergne-Rhône-Alpes","ESS","3. Association","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","670","459","4235","4335","112986344"
"Auvergne-Rhône-Alpes","ESS","3. Association","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","23","20","248","225","5100892"
"Auvergne-Rhône-Alpes","ESS","3. Association","NON-CLASSES (94.99Z)","Ensemble","5551","5112","19874","16446","466374290"
"Auvergne-Rhône-Alpes","ESS","3. Association","SANTE HUMAINE (QA)","Ensemble","507","221","19489","16785","613559573"
"Auvergne-Rhône-Alpes","ESS","3. Association","SERVICES DIVERS","Ensemble","1120","1013","4887","4066","112707059"
"Auvergne-Rhône-Alpes","ESS","3. Association","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","1322","1077","14174","12456","357682611"
"Auvergne-Rhône-Alpes","ESS","3. Association","SPORTS ET LOISIRS (RZ2)","Ensemble","5030","4859","10409","s","210175412"
"Auvergne-Rhône-Alpes","ESS","4. Fondation","ACTION SOCIALE (QB)","Ensemble","133","14","4909","4129","117378364"
"Auvergne-Rhône-Alpes","ESS","4. Fondation","AGRICULTURE, SYLVICULTURE ET PECHE (AZ)","Ensemble","1","0","s","s","s"
"Auvergne-Rhône-Alpes","ESS","4. Fondation","ARTS SPECTACLES (RZ1)","Ensemble","6","5","34","29","941626"
"Auvergne-Rhône-Alpes","ESS","4. Fondation","ENSEIGNEMENT (PZ)","Ensemble","19","4","669","648","23035582"
"Auvergne-Rhône-Alpes","ESS","4. Fondation","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","2","1","s","s","s"
"Auvergne-Rhône-Alpes","ESS","4. Fondation","NON-CLASSES (94.99Z)","Ensemble","22","13","190","180","7683950"
"Auvergne-Rhône-Alpes","ESS","4. Fondation","SANTE HUMAINE (QA)","Ensemble","12","4","s","s","s"
"Auvergne-Rhône-Alpes","ESS","4. Fondation","SERVICES DIVERS","Ensemble","2","2","s","s","s"
"Auvergne-Rhône-Alpes","ESS","4. Fondation","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","12","10","164","151","7351046"
"Auvergne-Rhône-Alpes","Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Ensemble","1282","823","23021","18223","444897394"
"Auvergne-Rhône-Alpes","Hors ESS","Privé Hors ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","10767","8179","s","s","s"
"Auvergne-Rhône-Alpes","Hors ESS","Privé Hors ESS","AGRICULTURE, SYLVICULTURE ET PECHE (AZ)","Ensemble","7564","7436","s","s","s"
"Auvergne-Rhône-Alpes","Hors ESS","Privé Hors ESS","ARTS SPECTACLES (RZ1)","Ensemble","525","464","4240","4608","159422418"
"Auvergne-Rhône-Alpes","Hors ESS","Privé Hors ESS","COMMERCE (GZ)","Ensemble","56425","41052","362469","331583","s"
"Auvergne-Rhône-Alpes","Hors ESS","Privé Hors ESS","ENSEIGNEMENT (PZ)","Ensemble","3017","2466","11222","9390","298326662"
"Auvergne-Rhône-Alpes","Hors ESS","Privé Hors ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","25223","22352","106470","99243","2508039655"
"Auvergne-Rhône-Alpes","Hors ESS","Privé Hors ESS","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","54945","47942","649212","626159","24422975184"
"Auvergne-Rhône-Alpes","Hors ESS","Privé Hors ESS","NON-CLASSES (94.99Z)","Ensemble","61","42","561","573","19818516"
"Auvergne-Rhône-Alpes","Hors ESS","Privé Hors ESS","SANTE HUMAINE (QA)","Ensemble","8900","8086","40084","35448","1114291378"
"Auvergne-Rhône-Alpes","Hors ESS","Privé Hors ESS","SERVICES DIVERS","Ensemble","29286","23241","281777","261841","9275945147"
"Auvergne-Rhône-Alpes","Hors ESS","Privé Hors ESS","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","39580","32728","262102","234455","8770245828"
"Auvergne-Rhône-Alpes","Hors ESS","Privé Hors ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","1688","1511","6416","s","293244721"
"Auvergne-Rhône-Alpes","Hors ESS","Public","ACTION SOCIALE (QB)","Ensemble","978","577","45500","40834","1128338473"
"Auvergne-Rhône-Alpes","Hors ESS","Public","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","26","1","s","s","s"
"Auvergne-Rhône-Alpes","Hors ESS","Public","AGRICULTURE, SYLVICULTURE ET PECHE (AZ)","Ensemble","26","1","s","s","s"
"Auvergne-Rhône-Alpes","Hors ESS","Public","ARTS SPECTACLES (RZ1)","Ensemble","103","41","1552","1634","53056445"
"Auvergne-Rhône-Alpes","Hors ESS","Public","COMMERCE (GZ)","Ensemble","4","0","74","70","s"
"Auvergne-Rhône-Alpes","Hors ESS","Public","ENSEIGNEMENT (PZ)","Ensemble","6693","1035","143451","133795","4735150284"
"Auvergne-Rhône-Alpes","Hors ESS","Public","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","141","8","1890","1957","46574595"
"Auvergne-Rhône-Alpes","Hors ESS","Public","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","483","378","5822","5622","182976124"
"Auvergne-Rhône-Alpes","Hors ESS","Public","SANTE HUMAINE (QA)","Ensemble","443","118","122348","112070","3693431383"
"Auvergne-Rhône-Alpes","Hors ESS","Public","SERVICES DIVERS","Ensemble","7319","5022","292467","268116","8511638044"
"Auvergne-Rhône-Alpes","Hors ESS","Public","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","183","93","14054","13398","610456772"
"Auvergne-Rhône-Alpes","Hors ESS","Public","SPORTS ET LOISIRS (RZ2)","Ensemble","54","29","720","s","19092364"
"Bourgogne-Franche-Comté","ESS","1. Coopérative","ACTION SOCIALE (QB)","Ensemble","2","2","s","s","s"
"Bourgogne-Franche-Comté","ESS","1. Coopérative","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","627","119","8389","8271","384279482"
"Bourgogne-Franche-Comté","ESS","1. Coopérative","AGRICULTURE, SYLVICULTURE ET PECHE (AZ)","Ensemble","29","25","s","s","s"
"Bourgogne-Franche-Comté","ESS","1. Coopérative","ARTS SPECTACLES (RZ1)","Ensemble","4","3","s","s","s"
"Bourgogne-Franche-Comté","ESS","1. Coopérative","COMMERCE (GZ)","Ensemble","145","53","1797","1766","64748424"
"Bourgogne-Franche-Comté","ESS","1. Coopérative","ENSEIGNEMENT (PZ)","Ensemble","6","3","s","s","s"
"Bourgogne-Franche-Comté","ESS","1. Coopérative","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","2","2","s","s","s"
"Bourgogne-Franche-Comté","ESS","1. Coopérative","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","213","181","2717","2528","85548042"
"Bourgogne-Franche-Comté","ESS","1. Coopérative","NON-CLASSES (94.99Z)","Ensemble","1","1","s","s","s"
"Bourgogne-Franche-Comté","ESS","1. Coopérative","SANTE HUMAINE (QA)","Ensemble","1","1","s","s","s"
"Bourgogne-Franche-Comté","ESS","1. Coopérative","SERVICES DIVERS","Ensemble","63","23","s","s","s"
"Bourgogne-Franche-Comté","ESS","1. Coopérative","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","53","41","318","288","10277428"
"Bourgogne-Franche-Comté","ESS","2. Mutuelle","ACTION SOCIALE (QB)","Ensemble","99","2","s","s","s"
