"DEP","typo_Asso","typo_Asso_det","type_emploi","nb_poste"
"11","ENSEIGNEMENT (PZ)","Autres enseignements","Aides","s"
"11","ENSEIGNEMENT (PZ)","Autres enseignements","Ordinaires","s"
"11","ENSEIGNEMENT (PZ)","Enseignement culturel","Aides","s"
"11","ENSEIGNEMENT (PZ)","Enseignement culturel","Ordinaires","s"
"11","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","Aides","s"
"11","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","Apprentis","s"
"11","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","Ordinaires","675"
"11","ENSEIGNEMENT (PZ)","Formation continue d adultes","Aides","17"
"11","ENSEIGNEMENT (PZ)","Formation continue d adultes","Ordinaires","169"
"11","SPORTS ET LOISIRS (RZ2)","Loisirs","Aides","16"
"11","SPORTS ET LOISIRS (RZ2)","Loisirs","Ordinaires","43"
"11","SPORTS ET LOISIRS (RZ2)","Sports","Aides","29"
"11","SPORTS ET LOISIRS (RZ2)","Sports","Apprentis","12"
"11","SPORTS ET LOISIRS (RZ2)","Sports","Ordinaires","272"
"12","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","Ordinaires","s"
"12","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","Ordinaires","s"
"12","ACTION SOCIALE (QB)","Accueil d enfants handicapes","Aides","s"
"12","ACTION SOCIALE (QB)","Accueil d enfants handicapes","Ordinaires","s"
"12","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Aides","s"
"12","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Apprentis","s"
"12","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Ordinaires","93"
"12","ACTION SOCIALE (QB)","Action sociale NCA","Aides","s"
"12","ACTION SOCIALE (QB)","Action sociale NCA","Ordinaires","445"
"12","ACTION SOCIALE (QB)","Action sociale NCA","Stagiaires","s"
"12","ACTION SOCIALE (QB)","Aide a domicile","Aides","16"
"12","ACTION SOCIALE (QB)","Aide a domicile","Ordinaires","1518"
"12","ACTION SOCIALE (QB)","Aide par le travail","Aides","446"
"12","ACTION SOCIALE (QB)","Aide par le travail","Ordinaires","197"
"12","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","Aides","72"
"12","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","Apprentis","s"
"12","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","Ordinaires","1573"
"12","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","Stagiaires","s"
"12","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","Aides","s"
"12","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","Apprentis","s"
"12","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","Ordinaires","285"
"12","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","Aides","136"
"12","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","Apprentis","s"
"12","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","Ordinaires","1435"
"12","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","Stagiaires","s"
"12","ENSEIGNEMENT (PZ)","Autres enseignements","Aides","8"
"12","ENSEIGNEMENT (PZ)","Autres enseignements","Ordinaires","96"
"12","ENSEIGNEMENT (PZ)","Enseignement culturel","Aides","s"
"12","ENSEIGNEMENT (PZ)","Enseignement culturel","Ordinaires","s"
"12","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","Aides","s"
"12","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","Apprentis","s"
"12","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","Ordinaires","1279"
"12","ENSEIGNEMENT (PZ)","Formation continue d adultes","Aides","s"
"12","ENSEIGNEMENT (PZ)","Formation continue d adultes","Ordinaires","s"
"12","SPORTS ET LOISIRS (RZ2)","Loisirs","Aides","12"
"12","SPORTS ET LOISIRS (RZ2)","Loisirs","Ordinaires","73"
"12","SPORTS ET LOISIRS (RZ2)","Sports","Aides","s"
"12","SPORTS ET LOISIRS (RZ2)","Sports","Apprentis","s"
"12","SPORTS ET LOISIRS (RZ2)","Sports","Ordinaires","182"
"13","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","Aides","6"
"13","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","Apprentis","s"
"13","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","Ordinaires","s"
"13","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","Stagiaires","s"
"13","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","Aides","s"
"13","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","Ordinaires","s"
"13","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","Stagiaires","s"
"13","ACTION SOCIALE (QB)","Accueil d enfants handicapes","Aides","s"
"13","ACTION SOCIALE (QB)","Accueil d enfants handicapes","Apprentis","s"
"13","ACTION SOCIALE (QB)","Accueil d enfants handicapes","Ordinaires","376"
"13","ACTION SOCIALE (QB)","Accueil d enfants handicapes","Stagiaires","6"
"13","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Aides","220"
"13","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Apprentis","15"
"13","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Ordinaires","1659"
"13","ACTION SOCIALE (QB)","Action sociale NCA","Aides","992"
"13","ACTION SOCIALE (QB)","Action sociale NCA","Apprentis","26"
"13","ACTION SOCIALE (QB)","Action sociale NCA","Ordinaires","4371"
"13","ACTION SOCIALE (QB)","Action sociale NCA","Stagiaires","12"
"13","ACTION SOCIALE (QB)","Aide a domicile","Aides","480"
"13","ACTION SOCIALE (QB)","Aide a domicile","Apprentis","s"
"13","ACTION SOCIALE (QB)","Aide a domicile","Ordinaires","6116"
"13","ACTION SOCIALE (QB)","Aide a domicile","Stagiaires","s"
"13","ACTION SOCIALE (QB)","Aide par le travail","Aides","1180"
"13","ACTION SOCIALE (QB)","Aide par le travail","Apprentis","s"
"13","ACTION SOCIALE (QB)","Aide par le travail","Ordinaires","2158"
"13","ACTION SOCIALE (QB)","Aide par le travail","Stagiaires","s"
"13","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","Aides","52"
"13","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","Apprentis","s"
"13","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","Ordinaires","2015"
"13","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","Stagiaires","s"
"13","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","Aides","69"
"13","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","Apprentis","39"
"13","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","Ordinaires","2706"
"13","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","Stagiaires","27"
"13","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","Aides","109"
"13","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","Apprentis","28"
"13","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","Ordinaires","4665"
"13","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","Stagiaires","36"
"13","ENSEIGNEMENT (PZ)","Autres enseignements","Aides","s"
"13","ENSEIGNEMENT (PZ)","Autres enseignements","Apprentis","s"
"13","ENSEIGNEMENT (PZ)","Autres enseignements","Ordinaires","725"
"13","ENSEIGNEMENT (PZ)","Enseignement culturel","Aides","s"
"13","ENSEIGNEMENT (PZ)","Enseignement culturel","Ordinaires","s"
"13","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","Aides","265"
"13","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","Apprentis","s"
"13","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","Ordinaires","7168"
"13","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","Stagiaires","s"
"13","ENSEIGNEMENT (PZ)","Formation continue d adultes","Aides","166"
"13","ENSEIGNEMENT (PZ)","Formation continue d adultes","Apprentis","27"
"13","ENSEIGNEMENT (PZ)","Formation continue d adultes","Ordinaires","1684"
"13","SPORTS ET LOISIRS (RZ2)","Loisirs","Aides","s"
"13","SPORTS ET LOISIRS (RZ2)","Loisirs","Apprentis","s"
"13","SPORTS ET LOISIRS (RZ2)","Loisirs","Ordinaires","669"
"13","SPORTS ET LOISIRS (RZ2)","Sports","Aides","s"
"13","SPORTS ET LOISIRS (RZ2)","Sports","Apprentis","s"
"13","SPORTS ET LOISIRS (RZ2)","Sports","Ordinaires","1784"
"13","SPORTS ET LOISIRS (RZ2)","Sports","Stagiaires","s"
"14","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","Aides","6"
"14","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","Ordinaires","158"
"14","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","Aides","5"
"14","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","Ordinaires","50"
"14","ACTION SOCIALE (QB)","Accueil d enfants handicapes","Aides","s"
"14","ACTION SOCIALE (QB)","Accueil d enfants handicapes","Apprentis","s"
"14","ACTION SOCIALE (QB)","Accueil d enfants handicapes","Ordinaires","249"
"14","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Aides","35"
"14","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Apprentis","s"
"14","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Ordinaires","151"
"14","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Stagiaires","s"
"14","ACTION SOCIALE (QB)","Action sociale NCA","Aides","s"
"14","ACTION SOCIALE (QB)","Action sociale NCA","Apprentis","s"
"14","ACTION SOCIALE (QB)","Action sociale NCA","Ordinaires","1889"
"14","ACTION SOCIALE (QB)","Action sociale NCA","Stagiaires","s"
"14","ACTION SOCIALE (QB)","Aide a domicile","Aides","102"
"14","ACTION SOCIALE (QB)","Aide a domicile","Ordinaires","2111"
"14","ACTION SOCIALE (QB)","Aide par le travail","Aides","s"
"14","ACTION SOCIALE (QB)","Aide par le travail","Ordinaires","1247"
"14","ACTION SOCIALE (QB)","Aide par le travail","Stagiaires","s"
"14","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","Aides","33"
"14","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","Apprentis","5"
"14","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","Ordinaires","501"
"14","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","Aides","79"
"14","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","Apprentis","s"
"14","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","Ordinaires","781"
"14","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","Stagiaires","s"
"14","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","Aides","64"
"14","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","Apprentis","7"
"14","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","Ordinaires","1688"
"14","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","Stagiaires","9"
"14","ENSEIGNEMENT (PZ)","Autres enseignements","Aides","58"
"14","ENSEIGNEMENT (PZ)","Autres enseignements","Ordinaires","365"
"14","ENSEIGNEMENT (PZ)","Enseignement culturel","Aides","6"
"14","ENSEIGNEMENT (PZ)","Enseignement culturel","Ordinaires","62"
"14","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","Aides","151"
"14","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","Apprentis","s"
"14","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","Ordinaires","2512"
"14","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","Stagiaires","s"
"14","ENSEIGNEMENT (PZ)","Formation continue d adultes","Aides","s"
"14","ENSEIGNEMENT (PZ)","Formation continue d adultes","Apprentis","s"
"14","ENSEIGNEMENT (PZ)","Formation continue d adultes","Ordinaires","591"
"14","SPORTS ET LOISIRS (RZ2)","Loisirs","Aides","34"
"14","SPORTS ET LOISIRS (RZ2)","Loisirs","Ordinaires","130"
"14","SPORTS ET LOISIRS (RZ2)","Sports","Aides","95"
"14","SPORTS ET LOISIRS (RZ2)","Sports","Apprentis","36"
"14","SPORTS ET LOISIRS (RZ2)","Sports","Ordinaires","673"
"15","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","Aides","s"
"15","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","Ordinaires","s"
"15","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","Ordinaires","49"
"15","ACTION SOCIALE (QB)","Accueil d enfants handicapes","Ordinaires","s"
"15","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Aides","s"
"15","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Ordinaires","s"
"15","ACTION SOCIALE (QB)","Action sociale NCA","Aides","108"
"15","ACTION SOCIALE (QB)","Action sociale NCA","Apprentis","s"
"15","ACTION SOCIALE (QB)","Action sociale NCA","Ordinaires","855"
"15","ACTION SOCIALE (QB)","Action sociale NCA","Stagiaires","s"
"15","ACTION SOCIALE (QB)","Aide a domicile","Aides","7"
"15","ACTION SOCIALE (QB)","Aide a domicile","Ordinaires","564"
"15","ACTION SOCIALE (QB)","Aide par le travail","Aides","211"
"15","ACTION SOCIALE (QB)","Aide par le travail","Ordinaires","146"
"15","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","Aides","s"
"15","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","Apprentis","s"
"15","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","Ordinaires","669"
"15","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","Aides","s"
"15","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","Apprentis","s"
"15","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","Ordinaires","237"
"15","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","Stagiaires","s"
"15","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","Aides","66"
"15","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","Apprentis","s"
"15","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","Ordinaires","868"
"15","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","Stagiaires","s"
"15","ENSEIGNEMENT (PZ)","Autres enseignements","Aides","s"
"15","ENSEIGNEMENT (PZ)","Autres enseignements","Ordinaires","s"
"15","ENSEIGNEMENT (PZ)","Enseignement culturel","Aides","s"
"15","ENSEIGNEMENT (PZ)","Enseignement culturel","Ordinaires","s"
"15","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","Aides","21"
"15","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","Ordinaires","356"
"15","ENSEIGNEMENT (PZ)","Formation continue d adultes","Aides","s"
"15","ENSEIGNEMENT (PZ)","Formation continue d adultes","Ordinaires","s"
"15","SPORTS ET LOISIRS (RZ2)","Loisirs","Aides","s"
"15","SPORTS ET LOISIRS (RZ2)","Loisirs","Ordinaires","s"
"15","SPORTS ET LOISIRS (RZ2)","Sports","Aides","s"
"15","SPORTS ET LOISIRS (RZ2)","Sports","Apprentis","5"
"15","SPORTS ET LOISIRS (RZ2)","Sports","Ordinaires","s"
"16","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","Aides","s"
"16","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","Ordinaires","s"
"16","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","Aides","s"
"16","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","Apprentis","s"
"16","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","Ordinaires","117"
"16","ACTION SOCIALE (QB)","Accueil d enfants handicapes","Aides","s"
"16","ACTION SOCIALE (QB)","Accueil d enfants handicapes","Ordinaires","258"
"16","ACTION SOCIALE (QB)","Accueil d enfants handicapes","Stagiaires","s"
"16","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Aides","s"
"16","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Apprentis","s"
"16","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Ordinaires","s"
"16","ACTION SOCIALE (QB)","Action sociale NCA","Aides","168"
"16","ACTION SOCIALE (QB)","Action sociale NCA","Apprentis","s"
"16","ACTION SOCIALE (QB)","Action sociale NCA","Ordinaires","641"
"16","ACTION SOCIALE (QB)","Action sociale NCA","Stagiaires","s"
"16","ACTION SOCIALE (QB)","Aide a domicile","Aides","s"
"16","ACTION SOCIALE (QB)","Aide a domicile","Apprentis","s"
"16","ACTION SOCIALE (QB)","Aide a domicile","Ordinaires","1502"
"16","ACTION SOCIALE (QB)","Aide par le travail","Aides","s"
"16","ACTION SOCIALE (QB)","Aide par le travail","Ordinaires","741"
"16","ACTION SOCIALE (QB)","Aide par le travail","Stagiaires","s"
"16","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","Aides","35"
"16","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","Ordinaires","563"
"16","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","Aides","s"
"16","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","Apprentis","s"
"16","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","Ordinaires","194"
"16","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","Stagiaires","s"
"16","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","Aides","24"
"16","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","Ordinaires","833"
"16","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","Stagiaires","9"
"16","ENSEIGNEMENT (PZ)","Autres enseignements","Aides","s"
"16","ENSEIGNEMENT (PZ)","Autres enseignements","Ordinaires","s"
"16","ENSEIGNEMENT (PZ)","Enseignement culturel","Ordinaires","s"
"16","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","Aides","s"
"16","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","Apprentis","s"
"16","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","Ordinaires","835"
"16","ENSEIGNEMENT (PZ)","Formation continue d adultes","Aides","s"
"16","ENSEIGNEMENT (PZ)","Formation continue d adultes","Ordinaires","95"
"16","ENSEIGNEMENT (PZ)","Formation continue d adultes","Stagiaires","s"
"16","SPORTS ET LOISIRS (RZ2)","Loisirs","Aides","74"
"16","SPORTS ET LOISIRS (RZ2)","Loisirs","Ordinaires","135"
"16","SPORTS ET LOISIRS (RZ2)","Sports","Aides","39"
"16","SPORTS ET LOISIRS (RZ2)","Sports","Apprentis","13"
"16","SPORTS ET LOISIRS (RZ2)","Sports","Ordinaires","287"
"17","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","Ordinaires","280"
"17","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","Aides","s"
"17","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","Ordinaires","s"
"17","ACTION SOCIALE (QB)","Accueil d enfants handicapes","Ordinaires","s"
"17","ACTION SOCIALE (QB)","Accueil d enfants handicapes","Stagiaires","s"
"17","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Aides","s"
"17","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Apprentis","s"
"17","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Ordinaires","297"
"17","ACTION SOCIALE (QB)","Action sociale NCA","Aides","513"
"17","ACTION SOCIALE (QB)","Action sociale NCA","Apprentis","s"
"17","ACTION SOCIALE (QB)","Action sociale NCA","Ordinaires","1385"
"17","ACTION SOCIALE (QB)","Action sociale NCA","Stagiaires","s"
"17","ACTION SOCIALE (QB)","Aide a domicile","Aides","s"
"17","ACTION SOCIALE (QB)","Aide a domicile","Apprentis","s"
"17","ACTION SOCIALE (QB)","Aide a domicile","Ordinaires","1255"
"17","ACTION SOCIALE (QB)","Aide par le travail","Aides","s"
"17","ACTION SOCIALE (QB)","Aide par le travail","Apprentis","s"
"17","ACTION SOCIALE (QB)","Aide par le travail","Ordinaires","960"
"17","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","Aides","s"
"17","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","Apprentis","s"
"17","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","Ordinaires","596"
"17","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","Aides","56"
"17","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","Apprentis","s"
"17","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","Ordinaires","709"
"17","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","Stagiaires","s"
"17","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","Aides","38"
"17","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","Apprentis","s"
"17","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","Ordinaires","1552"
"17","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","Stagiaires","s"
"17","ENSEIGNEMENT (PZ)","Autres enseignements","Aides","8"
"17","ENSEIGNEMENT (PZ)","Autres enseignements","Ordinaires","97"
"17","ENSEIGNEMENT (PZ)","Enseignement culturel","Aides","s"
"17","ENSEIGNEMENT (PZ)","Enseignement culturel","Ordinaires","s"
"17","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","Aides","s"
"17","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","Apprentis","s"
"17","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","Ordinaires","1262"
"17","ENSEIGNEMENT (PZ)","Formation continue d adultes","Aides","s"
"17","ENSEIGNEMENT (PZ)","Formation continue d adultes","Ordinaires","s"
"17","SPORTS ET LOISIRS (RZ2)","Loisirs","Aides","s"
"17","SPORTS ET LOISIRS (RZ2)","Loisirs","Apprentis","s"
"17","SPORTS ET LOISIRS (RZ2)","Loisirs","Ordinaires","192"
"17","SPORTS ET LOISIRS (RZ2)","Sports","Aides","s"
"17","SPORTS ET LOISIRS (RZ2)","Sports","Apprentis","s"
"17","SPORTS ET LOISIRS (RZ2)","Sports","Ordinaires","451"
"18","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","Aides","s"
"18","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","Ordinaires","203"
"18","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","Stagiaires","s"
"18","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","Aides","s"
"18","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","Ordinaires","s"
"18","ACTION SOCIALE (QB)","Accueil d enfants handicapes","Aides","s"
"18","ACTION SOCIALE (QB)","Accueil d enfants handicapes","Ordinaires","s"
"18","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Aides","s"
"18","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Ordinaires","78"
"18","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Stagiaires","s"
"18","ACTION SOCIALE (QB)","Action sociale NCA","Aides","175"
"18","ACTION SOCIALE (QB)","Action sociale NCA","Apprentis","s"
"18","ACTION SOCIALE (QB)","Action sociale NCA","Ordinaires","878"
"18","ACTION SOCIALE (QB)","Action sociale NCA","Stagiaires","s"
"18","ACTION SOCIALE (QB)","Aide a domicile","Aides","30"
"18","ACTION SOCIALE (QB)","Aide a domicile","Ordinaires","806"
"18","ACTION SOCIALE (QB)","Aide par le travail","Aides","s"
"18","ACTION SOCIALE (QB)","Aide par le travail","Apprentis","s"
"18","ACTION SOCIALE (QB)","Aide par le travail","Ordinaires","581"
"18","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","Aides","10"
"18","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","Ordinaires","383"
"18","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","Aides","s"
"18","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","Ordinaires","175"
"18","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","Stagiaires","s"
"18","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","Aides","s"
"18","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","Ordinaires","617"
"18","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","Stagiaires","s"
"18","ENSEIGNEMENT (PZ)","Autres enseignements","Aides","s"
"18","ENSEIGNEMENT (PZ)","Autres enseignements","Ordinaires","s"
"18","ENSEIGNEMENT (PZ)","Enseignement culturel","Ordinaires","s"
"18","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","Aides","36"
"18","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","Ordinaires","461"
"18","ENSEIGNEMENT (PZ)","Formation continue d adultes","Aides","6"
"18","ENSEIGNEMENT (PZ)","Formation continue d adultes","Ordinaires","99"
"18","SPORTS ET LOISIRS (RZ2)","Loisirs","Aides","s"
"18","SPORTS ET LOISIRS (RZ2)","Loisirs","Ordinaires","s"
"18","SPORTS ET LOISIRS (RZ2)","Sports","Aides","s"
"18","SPORTS ET LOISIRS (RZ2)","Sports","Apprentis","s"
"18","SPORTS ET LOISIRS (RZ2)","Sports","Ordinaires","s"
"19","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","Aides","s"
"19","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","Ordinaires","s"
"19","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","Apprentis","s"
"19","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","Ordinaires","s"
"19","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","Stagiaires","s"
"19","ACTION SOCIALE (QB)","Accueil d enfants handicapes","Ordinaires","s"
"19","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Ordinaires","s"
"19","ACTION SOCIALE (QB)","Action sociale NCA","Aides","50"
"19","ACTION SOCIALE (QB)","Action sociale NCA","Ordinaires","275"
"19","ACTION SOCIALE (QB)","Aide a domicile","Ordinaires","601"
"19","ACTION SOCIALE (QB)","Aide par le travail","Aides","106"
"19","ACTION SOCIALE (QB)","Aide par le travail","Ordinaires","691"
"19","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","Aides","14"
"19","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","Ordinaires","420"
"19","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","Aides","s"
"19","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","Apprentis","s"
"19","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","Ordinaires","239"
"19","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","Aides","27"
"19","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","Apprentis","s"
"19","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","Ordinaires","664"
"19","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","Stagiaires","s"
"19","ENSEIGNEMENT (PZ)","Autres enseignements","Aides","s"
"19","ENSEIGNEMENT (PZ)","Autres enseignements","Ordinaires","s"
