"REG","ESS","famille","sexe","type_emploi","nb_poste"
"Auvergne-Rhône-Alpes","ESS","3. Association","Hommes","Ensemble","68093"
"Auvergne-Rhône-Alpes","ESS","4. Fondation","Femmes","Ensemble","6072"
"Auvergne-Rhône-Alpes","ESS","4. Fondation","Hommes","Ensemble","2103"
"Auvergne-Rhône-Alpes","Hors ESS","Privé Hors ESS","Femmes","Ensemble","724939"
"Auvergne-Rhône-Alpes","Hors ESS","Privé Hors ESS","Hommes","Ensemble","1087002"
"Auvergne-Rhône-Alpes","Hors ESS","Public","Femmes","Ensemble","407948"
"Auvergne-Rhône-Alpes","Hors ESS","Public","Hommes","Ensemble","221909"
"Bourgogne-Franche-Comté","ESS","1. Coopérative","Femmes","Ensemble","6721"
"Bourgogne-Franche-Comté","ESS","1. Coopérative","Hommes","Ensemble","7332"
"Bourgogne-Franche-Comté","ESS","2. Mutuelle","Femmes","Ensemble","6812"
"Bourgogne-Franche-Comté","ESS","2. Mutuelle","Hommes","Ensemble","1982"
"Bourgogne-Franche-Comté","ESS","3. Association","Femmes","Ensemble","53972"
"Bourgogne-Franche-Comté","ESS","3. Association","Hommes","Ensemble","22328"
"Bourgogne-Franche-Comté","ESS","4. Fondation","Femmes","Ensemble","1346"
"Bourgogne-Franche-Comté","ESS","4. Fondation","Hommes","Ensemble","338"
"Bourgogne-Franche-Comté","Hors ESS","Privé Hors ESS","Femmes","Ensemble","216971"
"Bourgogne-Franche-Comté","Hors ESS","Privé Hors ESS","Hommes","Ensemble","319825"
"Bourgogne-Franche-Comté","Hors ESS","Public","Femmes","Ensemble","154178"
"Bourgogne-Franche-Comté","Hors ESS","Public","Hommes","Ensemble","82944"
"Bretagne","ESS","1. Coopérative","Femmes","Ensemble","12428"
"Bretagne","ESS","1. Coopérative","Hommes","Ensemble","15565"
"Bretagne","ESS","2. Mutuelle","Femmes","Ensemble","6567"
"Bretagne","ESS","2. Mutuelle","Hommes","Ensemble","1821"
"Bretagne","ESS","3. Association","Femmes","Ensemble","75417"
"Bretagne","ESS","3. Association","Hommes","Ensemble","31826"
"Bretagne","ESS","4. Fondation","Femmes","Ensemble","3660"
"Bretagne","ESS","4. Fondation","Hommes","Ensemble","1098"
"Bretagne","Hors ESS","Privé Hors ESS","Femmes","Ensemble","269585"
"Bretagne","Hors ESS","Privé Hors ESS","Hommes","Ensemble","391116"
"Bretagne","Hors ESS","Public","Femmes","Ensemble","168126"
"Bretagne","Hors ESS","Public","Hommes","Ensemble","86323"
"Centre-Val de Loire","ESS","1. Coopérative","Femmes","Ensemble","6582"
"Centre-Val de Loire","ESS","1. Coopérative","Hommes","Ensemble","6588"
"Centre-Val de Loire","ESS","2. Mutuelle","Femmes","Ensemble","5455"
"Centre-Val de Loire","ESS","2. Mutuelle","Hommes","Ensemble","1956"
"Centre-Val de Loire","ESS","3. Association","Femmes","Ensemble","42453"
"Centre-Val de Loire","ESS","3. Association","Hommes","Ensemble","19056"
"Centre-Val de Loire","ESS","4. Fondation","Femmes","Ensemble","1637"
"Centre-Val de Loire","ESS","4. Fondation","Hommes","Ensemble","895"
"Centre-Val de Loire","Hors ESS","Privé Hors ESS","Femmes","Ensemble","214721"
"Centre-Val de Loire","Hors ESS","Privé Hors ESS","Hommes","Ensemble","303553"
"Centre-Val de Loire","Hors ESS","Public","Femmes","Ensemble","132758"
"Centre-Val de Loire","Hors ESS","Public","Hommes","Ensemble","68298"
"Corse","ESS","1. Coopérative","Femmes","Ensemble","439"
"Corse","ESS","1. Coopérative","Hommes","Ensemble","482"
"Corse","ESS","2. Mutuelle","Femmes","Ensemble","396"
"Corse","ESS","2. Mutuelle","Hommes","Ensemble","s"
"Corse","ESS","3. Association","Femmes","Ensemble","4604"
"Corse","ESS","3. Association","Hommes","Ensemble","1769"
"Corse","ESS","4. Fondation","Hommes","Ensemble","s"
"Corse","Hors ESS","Privé Hors ESS","Femmes","Ensemble","25764"
"Corse","Hors ESS","Privé Hors ESS","Hommes","Ensemble","37930"
"Corse","Hors ESS","Public","Femmes","Ensemble","17437"
"Corse","Hors ESS","Public","Hommes","Ensemble","13816"
"Grand-Est","ESS","1. Coopérative","Femmes","Ensemble","14123"
"Grand-Est","ESS","1. Coopérative","Hommes","Ensemble","15928"
"Grand-Est","ESS","2. Mutuelle","Femmes","Ensemble","5168"
"Grand-Est","ESS","2. Mutuelle","Hommes","Ensemble","1832"
"Grand-Est","ESS","3. Association","Femmes","Ensemble","106960"
"Grand-Est","ESS","3. Association","Hommes","Ensemble","43044"
"Grand-Est","ESS","4. Fondation","Femmes","Ensemble","8077"
"Grand-Est","ESS","4. Fondation","Hommes","Ensemble","2243"
"Grand-Est","Hors ESS","Privé Hors ESS","Femmes","Ensemble","447107"
"Grand-Est","Hors ESS","Privé Hors ESS","Hommes","Ensemble","650033"
"Grand-Est","Hors ESS","Public","Femmes","Ensemble","279823"
"Grand-Est","Hors ESS","Public","Hommes","Ensemble","161592"
"Guadeloupe","ESS","1. Coopérative","Femmes","Ensemble","522"
"Guadeloupe","ESS","1. Coopérative","Hommes","Ensemble","318"
"Guadeloupe","ESS","2. Mutuelle","Femmes","Ensemble","s"
"Guadeloupe","ESS","2. Mutuelle","Hommes","Ensemble","s"
"Guadeloupe","ESS","3. Association","Femmes","Ensemble","6605"
"Guadeloupe","ESS","3. Association","Hommes","Ensemble","2675"
"Guadeloupe","ESS","4. Fondation","Femmes","Ensemble","s"
"Guadeloupe","ESS","4. Fondation","Hommes","Ensemble","s"
"Guadeloupe","Hors ESS","Privé Hors ESS","Femmes","Ensemble","26090"
"Guadeloupe","Hors ESS","Privé Hors ESS","Hommes","Ensemble","31592"
"Guadeloupe","Hors ESS","Public","Femmes","Ensemble","24174"
"Guadeloupe","Hors ESS","Public","Hommes","Ensemble","15110"
"Guyane","ESS","1. Coopérative","Femmes","Ensemble","97"
"Guyane","ESS","1. Coopérative","Hommes","Ensemble","60"
"Guyane","ESS","2. Mutuelle","Femmes","Ensemble","s"
"Guyane","ESS","2. Mutuelle","Hommes","Ensemble","s"
"Guyane","ESS","3. Association","Femmes","Ensemble","2640"
"Guyane","ESS","3. Association","Hommes","Ensemble","1411"
"Guyane","ESS","4. Fondation","Femmes","Ensemble","s"
"Guyane","ESS","4. Fondation","Hommes","Ensemble","s"
"Guyane","Hors ESS","Privé Hors ESS","Femmes","Ensemble","8390"
"Guyane","Hors ESS","Privé Hors ESS","Hommes","Ensemble","15118"
"Guyane","Hors ESS","Public","Femmes","Ensemble","14758"
"Guyane","Hors ESS","Public","Hommes","Ensemble","10764"
"Hauts-de-France","ESS","1. Coopérative","Femmes","Ensemble","8092"
"Hauts-de-France","ESS","1. Coopérative","Hommes","Ensemble","9988"
"Hauts-de-France","ESS","2. Mutuelle","Femmes","Ensemble","4521"
"Hauts-de-France","ESS","2. Mutuelle","Hommes","Ensemble","1765"
"Hauts-de-France","ESS","3. Association","Femmes","Ensemble","111982"
"Hauts-de-France","ESS","3. Association","Hommes","Ensemble","55727"
"Hauts-de-France","ESS","4. Fondation","Femmes","Ensemble","4900"
"Hauts-de-France","ESS","4. Fondation","Hommes","Ensemble","1843"
"Hauts-de-France","Hors ESS","Privé Hors ESS","Femmes","Ensemble","446561"
"Hauts-de-France","Hors ESS","Privé Hors ESS","Hommes","Ensemble","706532"
"Hauts-de-France","Hors ESS","Public","Femmes","Ensemble","307523"
"Hauts-de-France","Hors ESS","Public","Hommes","Ensemble","184904"
"Ile-de-France","ESS","1. Coopérative","Femmes","Ensemble","18077"
"Ile-de-France","ESS","1. Coopérative","Hommes","Ensemble","16306"
"Ile-de-France","ESS","2. Mutuelle","Femmes","Ensemble","16387"
"Ile-de-France","ESS","2. Mutuelle","Hommes","Ensemble","8066"
"Ile-de-France","ESS","3. Association","Femmes","Ensemble","201198"
"Ile-de-France","ESS","3. Association","Hommes","Ensemble","102535"
"Ile-de-France","ESS","4. Fondation","Femmes","Ensemble","21777"
"Ile-de-France","ESS","4. Fondation","Hommes","Ensemble","9379"
"Ile-de-France","Hors ESS","Privé Hors ESS","Femmes","Ensemble","1630357"
"Ile-de-France","Hors ESS","Privé Hors ESS","Hommes","Ensemble","2260656"
"Ile-de-France","Hors ESS","Public","Femmes","Ensemble","733061"
"Ile-de-France","Hors ESS","Public","Hommes","Ensemble","498273"
"La Réunion","ESS","1. Coopérative","Femmes","Ensemble","1452"
"La Réunion","ESS","1. Coopérative","Hommes","Ensemble","922"
"La Réunion","ESS","2. Mutuelle","Femmes","Ensemble","469"
"La Réunion","ESS","2. Mutuelle","Hommes","Ensemble","225"
"La Réunion","ESS","3. Association","Femmes","Ensemble","10620"
"La Réunion","ESS","3. Association","Hommes","Ensemble","8160"
"La Réunion","ESS","4. Fondation","Femmes","Ensemble","1069"
"La Réunion","ESS","4. Fondation","Hommes","Ensemble","460"
"La Réunion","Hors ESS","Privé Hors ESS","Femmes","Ensemble","46626"
"La Réunion","Hors ESS","Privé Hors ESS","Hommes","Ensemble","75976"
"La Réunion","Hors ESS","Public","Femmes","Ensemble","47516"
"La Réunion","Hors ESS","Public","Hommes","Ensemble","37122"
"Martinique","ESS","1. Coopérative","Femmes","Ensemble","627"
"Martinique","ESS","1. Coopérative","Hommes","Ensemble","320"
"Martinique","ESS","2. Mutuelle","Femmes","Ensemble","360"
"Martinique","ESS","2. Mutuelle","Hommes","Ensemble","142"
"Martinique","ESS","3. Association","Femmes","Ensemble","6719"
"Martinique","ESS","3. Association","Hommes","Ensemble","2954"
"Martinique","ESS","4. Fondation","Femmes","Ensemble","176"
"Martinique","ESS","4. Fondation","Hommes","Ensemble","32"
"Martinique","Hors ESS","Privé Hors ESS","Femmes","Ensemble","26719"
"Martinique","Hors ESS","Privé Hors ESS","Hommes","Ensemble","34538"
"Martinique","Hors ESS","Public","Femmes","Ensemble","26347"
"Martinique","Hors ESS","Public","Hommes","Ensemble","14885"
"Normandie","ESS","1. Coopérative","Femmes","Ensemble","6900"
"Normandie","ESS","1. Coopérative","Hommes","Ensemble","9013"
"Normandie","ESS","2. Mutuelle","Femmes","Ensemble","4398"
"Normandie","ESS","2. Mutuelle","Hommes","Ensemble","1693"
"Normandie","ESS","3. Association","Femmes","Ensemble","61022"
"Normandie","ESS","3. Association","Hommes","Ensemble","27863"
"Normandie","ESS","4. Fondation","Femmes","Ensemble","3540"
"Normandie","ESS","4. Fondation","Hommes","Ensemble","1083"
"Normandie","Hors ESS","Privé Hors ESS","Femmes","Ensemble","266621"
"Normandie","Hors ESS","Privé Hors ESS","Hommes","Ensemble","400175"
"Normandie","Hors ESS","Public","Femmes","Ensemble","179369"
"Normandie","Hors ESS","Public","Hommes","Ensemble","92823"
"Nouvelle-Aquitaine","ESS","1. Coopérative","Femmes","Ensemble","16783"
"Nouvelle-Aquitaine","ESS","1. Coopérative","Hommes","Ensemble","18964"
"Nouvelle-Aquitaine","ESS","2. Mutuelle","Femmes","Ensemble","12640"
"Nouvelle-Aquitaine","ESS","2. Mutuelle","Hommes","Ensemble","5448"
"Nouvelle-Aquitaine","ESS","3. Association","Femmes","Ensemble","109549"
"Nouvelle-Aquitaine","ESS","3. Association","Hommes","Ensemble","50040"
"Nouvelle-Aquitaine","ESS","4. Fondation","Femmes","Ensemble","5364"
"Nouvelle-Aquitaine","ESS","4. Fondation","Hommes","Ensemble","1762"
"Nouvelle-Aquitaine","Hors ESS","Privé Hors ESS","Femmes","Ensemble","481079"
"Nouvelle-Aquitaine","Hors ESS","Privé Hors ESS","Hommes","Ensemble","671285"
"Nouvelle-Aquitaine","Hors ESS","Public","Femmes","Ensemble","333614"
"Nouvelle-Aquitaine","Hors ESS","Public","Hommes","Ensemble","188240"
"Occitanie","ESS","1. Coopérative","Femmes","Ensemble","14201"
"Occitanie","ESS","1. Coopérative","Hommes","Ensemble","14495"
"Occitanie","ESS","2. Mutuelle","Femmes","Ensemble","9725"
"Occitanie","ESS","2. Mutuelle","Hommes","Ensemble","3136"
"Occitanie","ESS","3. Association","Femmes","Ensemble","115964"
"Occitanie","ESS","3. Association","Hommes","Ensemble","48330"
"Occitanie","ESS","4. Fondation","Femmes","Ensemble","2419"
"Occitanie","ESS","4. Fondation","Hommes","Ensemble","1044"
"Occitanie","Hors ESS","Privé Hors ESS","Femmes","Ensemble","449474"
"Occitanie","Hors ESS","Privé Hors ESS","Hommes","Ensemble","644927"
"Occitanie","Hors ESS","Public","Femmes","Ensemble","307305"
"Occitanie","Hors ESS","Public","Hommes","Ensemble","186682"
"Pays de la Loire","ESS","1. Coopérative","Femmes","Ensemble","11667"
"Pays de la Loire","ESS","1. Coopérative","Hommes","Ensemble","14602"
"Pays de la Loire","ESS","2. Mutuelle","Femmes","Ensemble","6676"
"Pays de la Loire","ESS","2. Mutuelle","Hommes","Ensemble","1684"
"Pays de la Loire","ESS","3. Association","Femmes","Ensemble","90294"
"Pays de la Loire","ESS","3. Association","Hommes","Ensemble","35221"
"Pays de la Loire","ESS","4. Fondation","Femmes","Ensemble","1540"
"Pays de la Loire","ESS","4. Fondation","Hommes","Ensemble","806"
"Pays de la Loire","Hors ESS","Privé Hors ESS","Femmes","Ensemble","342220"
"Pays de la Loire","Hors ESS","Privé Hors ESS","Hommes","Ensemble","514342"
"Pays de la Loire","Hors ESS","Public","Femmes","Ensemble","177074"
"Pays de la Loire","Hors ESS","Public","Hommes","Ensemble","89268"
"Provence-Alpes-Côte d'Azur","ESS","1. Coopérative","Femmes","Ensemble","7794"
"Provence-Alpes-Côte d'Azur","ESS","1. Coopérative","Hommes","Ensemble","7348"
"Provence-Alpes-Côte d'Azur","ESS","2. Mutuelle","Femmes","Ensemble","5905"
"Provence-Alpes-Côte d'Azur","ESS","2. Mutuelle","Hommes","Ensemble","2051"
"Provence-Alpes-Côte d'Azur","ESS","3. Association","Femmes","Ensemble","89777"
"Provence-Alpes-Côte d'Azur","ESS","3. Association","Hommes","Ensemble","39214"
"Provence-Alpes-Côte d'Azur","ESS","4. Fondation","Femmes","Ensemble","3093"
"Provence-Alpes-Côte d'Azur","ESS","4. Fondation","Hommes","Ensemble","876"
"Provence-Alpes-Côte d'Azur","Hors ESS","Privé Hors ESS","Femmes","Ensemble","453054"
"Provence-Alpes-Côte d'Azur","Hors ESS","Privé Hors ESS","Hommes","Ensemble","607282"
"Provence-Alpes-Côte d'Azur","Hors ESS","Public","Femmes","Ensemble","259125"
"Provence-Alpes-Côte d'Azur","Hors ESS","Public","Hommes","Ensemble","162720"
"Auvergne-Rhône-Alpes","ESS","1. Coopérative","Femmes","Aides","405"
"Auvergne-Rhône-Alpes","ESS","1. Coopérative","Femmes","Apprentis","181"
"Auvergne-Rhône-Alpes","ESS","1. Coopérative","Femmes","Ordinaires","17699"
"Auvergne-Rhône-Alpes","ESS","1. Coopérative","Femmes","Stagiaires","47"
"Auvergne-Rhône-Alpes","ESS","1. Coopérative","Hommes","Aides","393"
"Auvergne-Rhône-Alpes","ESS","1. Coopérative","Hommes","Apprentis","234"
"Auvergne-Rhône-Alpes","ESS","1. Coopérative","Hommes","Ordinaires","16973"
"Auvergne-Rhône-Alpes","ESS","1. Coopérative","Hommes","Stagiaires","30"
"Auvergne-Rhône-Alpes","ESS","2. Mutuelle","Femmes","Aides","260"
"Auvergne-Rhône-Alpes","ESS","2. Mutuelle","Femmes","Apprentis","s"
"Auvergne-Rhône-Alpes","ESS","2. Mutuelle","Femmes","Ordinaires","14501"
"Auvergne-Rhône-Alpes","ESS","2. Mutuelle","Femmes","Stagiaires","s"
"Auvergne-Rhône-Alpes","ESS","2. Mutuelle","Hommes","Aides","141"
"Auvergne-Rhône-Alpes","ESS","2. Mutuelle","Hommes","Apprentis","s"
"Auvergne-Rhône-Alpes","ESS","2. Mutuelle","Hommes","Ordinaires","4138"
"Auvergne-Rhône-Alpes","ESS","2. Mutuelle","Hommes","Stagiaires","s"
"Auvergne-Rhône-Alpes","ESS","3. Association","Femmes","Aides","10867"
"Auvergne-Rhône-Alpes","ESS","3. Association","Femmes","Apprentis","548"
"Auvergne-Rhône-Alpes","ESS","3. Association","Femmes","Ordinaires","152240"
"Auvergne-Rhône-Alpes","ESS","3. Association","Femmes","Stagiaires","494"
"Auvergne-Rhône-Alpes","ESS","3. Association","Hommes","Aides","8876"
"Auvergne-Rhône-Alpes","ESS","3. Association","Hommes","Apprentis","658"
"Auvergne-Rhône-Alpes","ESS","3. Association","Hommes","Ordinaires","58231"
"Auvergne-Rhône-Alpes","ESS","3. Association","Hommes","Stagiaires","328"
"Auvergne-Rhône-Alpes","ESS","4. Fondation","Femmes","Aides","196"
"Auvergne-Rhône-Alpes","ESS","4. Fondation","Femmes","Apprentis","s"
"Auvergne-Rhône-Alpes","ESS","4. Fondation","Femmes","Ordinaires","5823"
"Auvergne-Rhône-Alpes","ESS","4. Fondation","Femmes","Stagiaires","s"
"Auvergne-Rhône-Alpes","ESS","4. Fondation","Hommes","Aides","150"
"Auvergne-Rhône-Alpes","ESS","4. Fondation","Hommes","Apprentis","s"
"Auvergne-Rhône-Alpes","ESS","4. Fondation","Hommes","Ordinaires","1937"
"Auvergne-Rhône-Alpes","ESS","4. Fondation","Hommes","Stagiaires","s"
"Auvergne-Rhône-Alpes","Hors ESS","Privé Hors ESS","Femmes","Aides","14303"
"Auvergne-Rhône-Alpes","Hors ESS","Privé Hors ESS","Femmes","Apprentis","s"
"Auvergne-Rhône-Alpes","Hors ESS","Privé Hors ESS","Femmes","Ordinaires","696687"
"Auvergne-Rhône-Alpes","Hors ESS","Privé Hors ESS","Femmes","Stagiaires","s"
"Auvergne-Rhône-Alpes","Hors ESS","Privé Hors ESS","Hommes","Aides","15678"
"Auvergne-Rhône-Alpes","Hors ESS","Privé Hors ESS","Hommes","Apprentis","s"
"Auvergne-Rhône-Alpes","Hors ESS","Privé Hors ESS","Hommes","Ordinaires","1037383"
"Auvergne-Rhône-Alpes","Hors ESS","Privé Hors ESS","Hommes","Stagiaires","s"
"Auvergne-Rhône-Alpes","Hors ESS","Public","Femmes","Aides","9826"
"Auvergne-Rhône-Alpes","Hors ESS","Public","Femmes","Apprentis","s"
"Auvergne-Rhône-Alpes","Hors ESS","Public","Femmes","Ordinaires","396958"
"Auvergne-Rhône-Alpes","Hors ESS","Public","Femmes","Stagiaires","s"
"Auvergne-Rhône-Alpes","Hors ESS","Public","Hommes","Aides","3955"
"Auvergne-Rhône-Alpes","Hors ESS","Public","Hommes","Apprentis","s"
"Auvergne-Rhône-Alpes","Hors ESS","Public","Hommes","Ordinaires","216851"
"Auvergne-Rhône-Alpes","Hors ESS","Public","Hommes","Stagiaires","s"
"Bourgogne-Franche-Comté","ESS","1. Coopérative","Femmes","Aides","s"
"Bourgogne-Franche-Comté","ESS","1. Coopérative","Femmes","Apprentis","s"
"Bourgogne-Franche-Comté","ESS","1. Coopérative","Femmes","Ordinaires","6499"
"Bourgogne-Franche-Comté","ESS","1. Coopérative","Femmes","Stagiaires","s"
"Bourgogne-Franche-Comté","ESS","1. Coopérative","Hommes","Aides","s"
"Bourgogne-Franche-Comté","ESS","1. Coopérative","Hommes","Apprentis","s"
"Bourgogne-Franche-Comté","ESS","1. Coopérative","Hommes","Ordinaires","7048"
"Bourgogne-Franche-Comté","ESS","1. Coopérative","Hommes","Stagiaires","s"
"Bourgogne-Franche-Comté","ESS","2. Mutuelle","Femmes","Aides","182"
"Bourgogne-Franche-Comté","ESS","2. Mutuelle","Femmes","Apprentis","s"
"Bourgogne-Franche-Comté","ESS","2. Mutuelle","Femmes","Ordinaires","6599"
"Bourgogne-Franche-Comté","ESS","2. Mutuelle","Femmes","Stagiaires","s"
"Bourgogne-Franche-Comté","ESS","2. Mutuelle","Hommes","Aides","38"
"Bourgogne-Franche-Comté","ESS","2. Mutuelle","Hommes","Apprentis","s"
"Bourgogne-Franche-Comté","ESS","2. Mutuelle","Hommes","Ordinaires","1928"
"Bourgogne-Franche-Comté","ESS","2. Mutuelle","Hommes","Stagiaires","s"
"Bourgogne-Franche-Comté","ESS","3. Association","Femmes","Aides","3839"
"Bourgogne-Franche-Comté","ESS","3. Association","Femmes","Apprentis","156"
"Bourgogne-Franche-Comté","ESS","3. Association","Femmes","Ordinaires","49867"
"Bourgogne-Franche-Comté","ESS","3. Association","Femmes","Stagiaires","110"
"Bourgogne-Franche-Comté","ESS","3. Association","Hommes","Aides","2953"
"Bourgogne-Franche-Comté","ESS","3. Association","Hommes","Apprentis","284"
"Bourgogne-Franche-Comté","ESS","3. Association","Hommes","Ordinaires","19052"
"Bourgogne-Franche-Comté","ESS","3. Association","Hommes","Stagiaires","39"
"Bourgogne-Franche-Comté","ESS","4. Fondation","Femmes","Aides","s"
"Bourgogne-Franche-Comté","ESS","4. Fondation","Femmes","Apprentis","s"
"Bourgogne-Franche-Comté","ESS","4. Fondation","Femmes","Ordinaires","1253"
"Bourgogne-Franche-Comté","ESS","4. Fondation","Femmes","Stagiaires","s"
"Bourgogne-Franche-Comté","ESS","4. Fondation","Hommes","Aides","s"
"Bourgogne-Franche-Comté","ESS","4. Fondation","Hommes","Ordinaires","326"
"Bourgogne-Franche-Comté","ESS","4. Fondation","Hommes","Stagiaires","s"
"Bourgogne-Franche-Comté","Hors ESS","Privé Hors ESS","Femmes","Aides","s"
"Bourgogne-Franche-Comté","Hors ESS","Privé Hors ESS","Femmes","Apprentis","s"
"Bourgogne-Franche-Comté","Hors ESS","Privé Hors ESS","Femmes","Ordinaires","208450"
"Bourgogne-Franche-Comté","Hors ESS","Privé Hors ESS","Femmes","Stagiaires","s"
"Bourgogne-Franche-Comté","Hors ESS","Privé Hors ESS","Hommes","Aides","s"
"Bourgogne-Franche-Comté","Hors ESS","Privé Hors ESS","Hommes","Apprentis","s"
"Bourgogne-Franche-Comté","Hors ESS","Privé Hors ESS","Hommes","Ordinaires","303437"
"Bourgogne-Franche-Comté","Hors ESS","Privé Hors ESS","Hommes","Stagiaires","s"
"Bourgogne-Franche-Comté","Hors ESS","Public","Femmes","Aides","s"
"Bourgogne-Franche-Comté","Hors ESS","Public","Femmes","Apprentis","s"
"Bourgogne-Franche-Comté","Hors ESS","Public","Femmes","Ordinaires","149159"
"Bourgogne-Franche-Comté","Hors ESS","Public","Femmes","Stagiaires","s"
"Bourgogne-Franche-Comté","Hors ESS","Public","Hommes","Aides","s"
"Bourgogne-Franche-Comté","Hors ESS","Public","Hommes","Apprentis","s"
"Bourgogne-Franche-Comté","Hors ESS","Public","Hommes","Ordinaires","80436"
"Bourgogne-Franche-Comté","Hors ESS","Public","Hommes","Stagiaires","s"
"Bretagne","ESS","1. Coopérative","Femmes","Aides","304"
"Bretagne","ESS","1. Coopérative","Femmes","Apprentis","188"
"Bretagne","ESS","1. Coopérative","Femmes","Ordinaires","11911"
"Bretagne","ESS","1. Coopérative","Femmes","Stagiaires","25"
"Bretagne","ESS","1. Coopérative","Hommes","Aides","260"
"Bretagne","ESS","1. Coopérative","Hommes","Apprentis","241"
"Bretagne","ESS","1. Coopérative","Hommes","Ordinaires","15050"
"Bretagne","ESS","1. Coopérative","Hommes","Stagiaires","14"
"Bretagne","ESS","2. Mutuelle","Femmes","Aides","150"
"Bretagne","ESS","2. Mutuelle","Femmes","Apprentis","s"
"Bretagne","ESS","2. Mutuelle","Femmes","Ordinaires","6399"
"Bretagne","ESS","2. Mutuelle","Femmes","Stagiaires","s"
"Bretagne","ESS","2. Mutuelle","Hommes","Aides","35"
"Bretagne","ESS","2. Mutuelle","Hommes","Apprentis","s"
"Bretagne","ESS","2. Mutuelle","Hommes","Ordinaires","1775"
"Bretagne","ESS","2. Mutuelle","Hommes","Stagiaires","s"
"Bretagne","ESS","3. Association","Femmes","Aides","4849"
"Bretagne","ESS","3. Association","Femmes","Apprentis","96"
"Bretagne","ESS","3. Association","Femmes","Ordinaires","70217"
"Bretagne","ESS","3. Association","Femmes","Stagiaires","255"
"Bretagne","ESS","3. Association","Hommes","Aides","3602"
"Bretagne","ESS","3. Association","Hommes","Apprentis","144"
"Bretagne","ESS","3. Association","Hommes","Ordinaires","28022"
"Bretagne","ESS","3. Association","Hommes","Stagiaires","58"
"Bretagne","ESS","4. Fondation","Femmes","Aides","50"
"Bretagne","ESS","4. Fondation","Femmes","Apprentis","s"
"Bretagne","ESS","4. Fondation","Femmes","Ordinaires","3589"
"Bretagne","ESS","4. Fondation","Femmes","Stagiaires","s"
"Bretagne","ESS","4. Fondation","Hommes","Aides","34"
"Bretagne","ESS","4. Fondation","Hommes","Apprentis","s"
"Bretagne","ESS","4. Fondation","Hommes","Ordinaires","1053"
"Bretagne","ESS","4. Fondation","Hommes","Stagiaires","s"
"Bretagne","Hors ESS","Privé Hors ESS","Femmes","Aides","4926"
"Bretagne","Hors ESS","Privé Hors ESS","Femmes","Apprentis","4835"
"Bretagne","Hors ESS","Privé Hors ESS","Femmes","Ordinaires","259485"
"Bretagne","Hors ESS","Privé Hors ESS","Femmes","Stagiaires","339"
"Bretagne","Hors ESS","Privé Hors ESS","Hommes","Aides","5668"
"Bretagne","Hors ESS","Privé Hors ESS","Hommes","Apprentis","11999"
"Bretagne","Hors ESS","Privé Hors ESS","Hommes","Ordinaires","373000"
"Bretagne","Hors ESS","Privé Hors ESS","Hommes","Stagiaires","449"
"Bretagne","Hors ESS","Public","Femmes","Aides","3857"
"Bretagne","Hors ESS","Public","Femmes","Apprentis","288"
"Bretagne","Hors ESS","Public","Femmes","Ordinaires","163975"
"Bretagne","Hors ESS","Public","Femmes","Stagiaires","6"
"Bretagne","Hors ESS","Public","Hommes","Aides","1722"
"Bretagne","Hors ESS","Public","Hommes","Apprentis","393"
"Bretagne","Hors ESS","Public","Hommes","Ordinaires","84202"
"Bretagne","Hors ESS","Public","Hommes","Stagiaires","6"
"Centre-Val de Loire","ESS","1. Coopérative","Femmes","Aides","s"
"Centre-Val de Loire","ESS","1. Coopérative","Femmes","Apprentis","96"
"Centre-Val de Loire","ESS","1. Coopérative","Femmes","Ordinaires","6407"
"Centre-Val de Loire","ESS","1. Coopérative","Femmes","Stagiaires","s"
"Centre-Val de Loire","ESS","1. Coopérative","Hommes","Aides","s"
"Centre-Val de Loire","ESS","1. Coopérative","Hommes","Apprentis","148"
"Centre-Val de Loire","ESS","1. Coopérative","Hommes","Ordinaires","6354"
"Centre-Val de Loire","ESS","1. Coopérative","Hommes","Stagiaires","s"
"Centre-Val de Loire","ESS","2. Mutuelle","Femmes","Aides","s"
"Centre-Val de Loire","ESS","2. Mutuelle","Femmes","Apprentis","s"
"Centre-Val de Loire","ESS","2. Mutuelle","Femmes","Ordinaires","5301"
"Centre-Val de Loire","ESS","2. Mutuelle","Femmes","Stagiaires","s"
"Centre-Val de Loire","ESS","2. Mutuelle","Hommes","Aides","s"
"Centre-Val de Loire","ESS","2. Mutuelle","Hommes","Apprentis","s"
"Centre-Val de Loire","ESS","2. Mutuelle","Hommes","Ordinaires","1879"
"Centre-Val de Loire","ESS","2. Mutuelle","Hommes","Stagiaires","s"
"Centre-Val de Loire","ESS","3. Association","Femmes","Aides","3253"
"Centre-Val de Loire","ESS","3. Association","Femmes","Apprentis","216"
"Centre-Val de Loire","ESS","3. Association","Femmes","Ordinaires","38861"
"Centre-Val de Loire","ESS","3. Association","Femmes","Stagiaires","123"
"Centre-Val de Loire","ESS","3. Association","Hommes","Aides","3079"
"Centre-Val de Loire","ESS","3. Association","Hommes","Apprentis","229"
"Centre-Val de Loire","ESS","3. Association","Hommes","Ordinaires","15712"
"Centre-Val de Loire","ESS","3. Association","Hommes","Stagiaires","36"
"Centre-Val de Loire","ESS","4. Fondation","Femmes","Aides","s"
"Centre-Val de Loire","ESS","4. Fondation","Femmes","Apprentis","s"
"Centre-Val de Loire","ESS","4. Fondation","Femmes","Ordinaires","1599"
