"DEP","typo_Coop","typo_Coop_det","type_emploi","nb_poste"
"15","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Ordinaires","483"
"15","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Stagiaires","s"
"15","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","NC","Ordinaires","s"
"15","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","NC","Ordinaires","s"
"15","COMMERCE (GZ)","NC","Aides","s"
"15","COMMERCE (GZ)","NC","Apprentis","s"
"15","COMMERCE (GZ)","NC","Ordinaires","248"
"15","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Apprentis","s"
"15","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Ordinaires","s"
"15","SOUTIEN AUX ENTREPRISES (MN)","NC","Ordinaires","14"
"16","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Aides","21"
"16","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Apprentis","s"
"16","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Ordinaires","1092"
"16","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Stagiaires","s"
"16","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","NC","Ordinaires","s"
"16","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","NC","Aides","s"
"16","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","NC","Ordinaires","s"
"16","COMMERCE (GZ)","NC","Aides","s"
"16","COMMERCE (GZ)","NC","Apprentis","14"
"16","COMMERCE (GZ)","NC","Ordinaires","896"
"16","COMMERCE (GZ)","NC","Stagiaires","s"
"16","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Aides","s"
"16","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Apprentis","s"
"16","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Ordinaires","227"
"16","SOUTIEN AUX ENTREPRISES (MN)","NC","Ordinaires","s"
"17","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Aides","s"
"17","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Apprentis","s"
"17","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Ordinaires","1986"
"17","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Stagiaires","s"
"17","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","NC","Apprentis","s"
"17","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","NC","Ordinaires","s"
"17","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","NC","Aides","s"
"17","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","NC","Apprentis","s"
"17","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","NC","Ordinaires","s"
"17","COMMERCE (GZ)","NC","Aides","15"
"17","COMMERCE (GZ)","NC","Apprentis","24"
"17","COMMERCE (GZ)","NC","Ordinaires","1503"
"17","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Aides","6"
"17","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Apprentis","8"
"17","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Ordinaires","390"
"17","SOUTIEN AUX ENTREPRISES (MN)","NC","Aides","s"
"17","SOUTIEN AUX ENTREPRISES (MN)","NC","Apprentis","s"
"17","SOUTIEN AUX ENTREPRISES (MN)","NC","Ordinaires","323"
"17","SOUTIEN AUX ENTREPRISES (MN)","NC","Stagiaires","s"
"18","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Aides","s"
"18","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Apprentis","s"
"18","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Ordinaires","754"
"18","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Stagiaires","s"
"18","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","NC","Ordinaires","s"
"18","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","NC","Ordinaires","15"
"18","COMMERCE (GZ)","NC","Aides","s"
"18","COMMERCE (GZ)","NC","Apprentis","s"
"18","COMMERCE (GZ)","NC","Ordinaires","397"
"18","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Apprentis","s"
"18","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Ordinaires","s"
"18","SOUTIEN AUX ENTREPRISES (MN)","NC","Aides","s"
"18","SOUTIEN AUX ENTREPRISES (MN)","NC","Apprentis","s"
"18","SOUTIEN AUX ENTREPRISES (MN)","NC","Ordinaires","s"
"19","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Aides","s"
"19","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Apprentis","s"
"19","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Ordinaires","587"
"19","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Stagiaires","s"
"19","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","NC","Aides","s"
"19","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","NC","Apprentis","s"
"19","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","NC","Ordinaires","116"
"19","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","NC","Aides","s"
"19","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","NC","Ordinaires","s"
"19","COMMERCE (GZ)","NC","Aides","s"
"19","COMMERCE (GZ)","NC","Apprentis","s"
"19","COMMERCE (GZ)","NC","Ordinaires","509"
"19","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Apprentis","s"
"19","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Ordinaires","s"
"19","SOUTIEN AUX ENTREPRISES (MN)","NC","Ordinaires","s"
"21","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Aides","s"
"21","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Apprentis","s"
"21","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Ordinaires","2203"
"21","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Stagiaires","s"
"21","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","NC","Ordinaires","s"
"21","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","NC","Aides","s"
"21","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","NC","Apprentis","s"
"21","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","NC","Ordinaires","109"
"21","COMMERCE (GZ)","NC","Aides","s"
"21","COMMERCE (GZ)","NC","Apprentis","s"
"21","COMMERCE (GZ)","NC","Ordinaires","387"
"21","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Aides","s"
"21","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Apprentis","s"
"21","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Ordinaires","187"
"21","SOUTIEN AUX ENTREPRISES (MN)","NC","Ordinaires","s"
"22","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ordinaires","s"
"22","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Aides","s"
"22","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Apprentis","62"
"22","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Ordinaires","s"
"22","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Stagiaires","s"
"22","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","NC","Aides","s"
"22","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","NC","Ordinaires","s"
"22","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","NC","Aides","22"
"22","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","NC","Apprentis","s"
"22","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","NC","Ordinaires","254"
"22","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","NC","Stagiaires","s"
"22","COMMERCE (GZ)","NC","Aides","12"
"22","COMMERCE (GZ)","NC","Apprentis","s"
"22","COMMERCE (GZ)","NC","Ordinaires","938"
"22","COMMERCE (GZ)","NC","Stagiaires","s"
"22","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Aides","s"
"22","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Apprentis","44"
"22","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Ordinaires","3384"
"22","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Stagiaires","s"
"22","SOUTIEN AUX ENTREPRISES (MN)","NC","Aides","s"
"22","SOUTIEN AUX ENTREPRISES (MN)","NC","Apprentis","s"
"22","SOUTIEN AUX ENTREPRISES (MN)","NC","Ordinaires","s"
"23","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Aides","s"
"23","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Ordinaires","254"
"23","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Stagiaires","s"
"23","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","NC","Ordinaires","s"
"23","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","NC","Aides","s"
"23","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","NC","Ordinaires","s"
"23","COMMERCE (GZ)","NC","Aides","s"
"23","COMMERCE (GZ)","NC","Apprentis","s"
"23","COMMERCE (GZ)","NC","Ordinaires","116"
"23","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Aides","s"
"23","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Apprentis","s"
"23","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Ordinaires","29"
"23","SOUTIEN AUX ENTREPRISES (MN)","NC","Aides","s"
"23","SOUTIEN AUX ENTREPRISES (MN)","NC","Ordinaires","s"
"24","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Aides","s"
"24","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Apprentis","8"
"24","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Ordinaires","993"
"24","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Stagiaires","s"
"24","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","NC","Apprentis","s"
"24","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","NC","Ordinaires","s"
"24","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","NC","Aides","s"
"24","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","NC","Apprentis","s"
"24","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","NC","Ordinaires","s"
"24","COMMERCE (GZ)","NC","Aides","6"
"24","COMMERCE (GZ)","NC","Apprentis","9"
"24","COMMERCE (GZ)","NC","Ordinaires","777"
"24","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Apprentis","5"
"24","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Ordinaires","131"
"24","SOUTIEN AUX ENTREPRISES (MN)","NC","Aides","s"
"24","SOUTIEN AUX ENTREPRISES (MN)","NC","Apprentis","s"
"24","SOUTIEN AUX ENTREPRISES (MN)","NC","Ordinaires","117"
"24","SOUTIEN AUX ENTREPRISES (MN)","NC","Stagiaires","s"
"25","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Aides","74"
"25","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Apprentis","s"
"25","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Ordinaires","2618"
"25","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Stagiaires","s"
"25","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","NC","Apprentis","6"
"25","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","NC","Ordinaires","134"
"25","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","NC","Aides","s"
"25","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","NC","Ordinaires","s"
"25","COMMERCE (GZ)","NC","Apprentis","6"
"25","COMMERCE (GZ)","NC","Ordinaires","177"
"25","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Aides","s"
"25","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Apprentis","s"
"25","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Ordinaires","657"
"25","SOUTIEN AUX ENTREPRISES (MN)","NC","Aides","s"
"25","SOUTIEN AUX ENTREPRISES (MN)","NC","Apprentis","s"
"25","SOUTIEN AUX ENTREPRISES (MN)","NC","Ordinaires","s"
"26","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ordinaires","s"
"26","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Aides","27"
"26","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Apprentis","s"
"26","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Ordinaires","s"
"26","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Stagiaires","s"
"26","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","NC","Aides","s"
"26","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","NC","Apprentis","s"
"26","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","NC","Ordinaires","s"
"26","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","NC","Aides","s"
"26","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","NC","Apprentis","s"
"26","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","NC","Ordinaires","173"
"26","COMMERCE (GZ)","NC","Aides","9"
"26","COMMERCE (GZ)","NC","Apprentis","s"
"26","COMMERCE (GZ)","NC","Ordinaires","421"
"26","COMMERCE (GZ)","NC","Stagiaires","s"
"26","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Aides","s"
"26","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Apprentis","s"
"26","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Ordinaires","633"
"26","SOUTIEN AUX ENTREPRISES (MN)","NC","Aides","s"
"26","SOUTIEN AUX ENTREPRISES (MN)","NC","Ordinaires","s"
"26","SOUTIEN AUX ENTREPRISES (MN)","NC","Stagiaires","s"
"27","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Aides","s"
"27","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Apprentis","s"
"27","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Ordinaires","983"
"27","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Stagiaires","s"
"27","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","NC","Ordinaires","s"
"27","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","NC","Ordinaires","16"
"27","COMMERCE (GZ)","NC","Aides","s"
"27","COMMERCE (GZ)","NC","Apprentis","s"
"27","COMMERCE (GZ)","NC","Ordinaires","261"
"27","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Aides","s"
"27","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Apprentis","s"
"27","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Ordinaires","167"
"27","SOUTIEN AUX ENTREPRISES (MN)","NC","Ordinaires","s"
"28","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Aides","s"
"28","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Apprentis","18"
"28","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Ordinaires","1141"
"28","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Stagiaires","s"
"28","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","NC","Apprentis","s"
"28","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","NC","Ordinaires","s"
"28","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","NC","Ordinaires","s"
"28","COMMERCE (GZ)","NC","Aides","s"
"28","COMMERCE (GZ)","NC","Apprentis","s"
"28","COMMERCE (GZ)","NC","Ordinaires","487"
"28","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Aides","s"
"28","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Apprentis","s"
"28","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Ordinaires","244"
"28","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Stagiaires","s"
"28","SOUTIEN AUX ENTREPRISES (MN)","NC","Aides","s"
"28","SOUTIEN AUX ENTREPRISES (MN)","NC","Apprentis","s"
"28","SOUTIEN AUX ENTREPRISES (MN)","NC","Ordinaires","123"
"29","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ordinaires","s"
"29","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Aides","151"
"29","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Apprentis","s"
"29","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Ordinaires","4507"
"29","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Stagiaires","s"
"29","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","NC","Apprentis","s"
"29","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","NC","Ordinaires","s"
"29","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","NC","Aides","s"
"29","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","NC","Apprentis","s"
"29","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","NC","Ordinaires","493"
"29","COMMERCE (GZ)","NC","Aides","36"
"29","COMMERCE (GZ)","NC","Apprentis","s"
"29","COMMERCE (GZ)","NC","Ordinaires","1704"
"29","COMMERCE (GZ)","NC","Stagiaires","s"
"29","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Aides","12"
"29","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Apprentis","19"
"29","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Ordinaires","777"
"29","SOUTIEN AUX ENTREPRISES (MN)","NC","Aides","s"
"29","SOUTIEN AUX ENTREPRISES (MN)","NC","Apprentis","s"
"29","SOUTIEN AUX ENTREPRISES (MN)","NC","Ordinaires","s"
"2A","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Aides","s"
"2A","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Apprentis","s"
"2A","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Ordinaires","s"
"2A","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","NC","Ordinaires","s"
"2A","COMMERCE (GZ)","NC","Ordinaires","19"
"2A","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Ordinaires","s"
"2A","SOUTIEN AUX ENTREPRISES (MN)","NC","Apprentis","s"
"2A","SOUTIEN AUX ENTREPRISES (MN)","NC","Ordinaires","s"
"2B","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Aides","s"
"2B","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Ordinaires","s"
"2B","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","NC","Ordinaires","s"
"2B","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","NC","Aides","s"
"2B","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","NC","Apprentis","s"
"2B","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","NC","Ordinaires","s"
"2B","COMMERCE (GZ)","NC","Apprentis","s"
"2B","COMMERCE (GZ)","NC","Ordinaires","s"
"2B","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Apprentis","s"
"2B","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Ordinaires","s"
"2B","SOUTIEN AUX ENTREPRISES (MN)","NC","Apprentis","s"
"2B","SOUTIEN AUX ENTREPRISES (MN)","NC","Ordinaires","s"
"30","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Aides","23"
"30","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Apprentis","s"
"30","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Ordinaires","1615"
"30","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Stagiaires","s"
"30","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","NC","Ordinaires","21"
"30","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","NC","Ordinaires","49"
"30","COMMERCE (GZ)","NC","Aides","s"
"30","COMMERCE (GZ)","NC","Apprentis","s"
"30","COMMERCE (GZ)","NC","Ordinaires","119"
"30","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Aides","s"
"30","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Apprentis","s"
"30","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Ordinaires","632"
"30","SOUTIEN AUX ENTREPRISES (MN)","NC","Aides","s"
"30","SOUTIEN AUX ENTREPRISES (MN)","NC","Apprentis","s"
"30","SOUTIEN AUX ENTREPRISES (MN)","NC","Ordinaires","169"
"31","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ordinaires","s"
"31","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Aides","61"
"31","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Apprentis","s"
"31","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Ordinaires","s"
"31","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Stagiaires","s"
"31","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","NC","Apprentis","s"
"31","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","NC","Ordinaires","s"
"31","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","NC","Aides","s"
"31","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","NC","Ordinaires","s"
"31","COMMERCE (GZ)","NC","Aides","s"
"31","COMMERCE (GZ)","NC","Apprentis","10"
"31","COMMERCE (GZ)","NC","Ordinaires","s"
"31","COMMERCE (GZ)","NC","Stagiaires","s"
"31","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Aides","22"
"31","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Apprentis","s"
"31","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Ordinaires","406"
"31","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Stagiaires","s"
"31","SOUTIEN AUX ENTREPRISES (MN)","NC","Aides","s"
"31","SOUTIEN AUX ENTREPRISES (MN)","NC","Ordinaires","395"
"32","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Aides","7"
"32","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Apprentis","s"
"32","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Ordinaires","579"
"32","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Stagiaires","s"
"32","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","NC","Ordinaires","s"
"32","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","NC","Aides","s"
"32","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","NC","Ordinaires","s"
"32","COMMERCE (GZ)","NC","Aides","s"
"32","COMMERCE (GZ)","NC","Apprentis","s"
"32","COMMERCE (GZ)","NC","Ordinaires","630"
"32","COMMERCE (GZ)","NC","Stagiaires","s"
"32","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Aides","31"
"32","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Apprentis","s"
"32","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Ordinaires","315"
"32","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Stagiaires","s"
"32","SOUTIEN AUX ENTREPRISES (MN)","NC","Apprentis","s"
"32","SOUTIEN AUX ENTREPRISES (MN)","NC","Ordinaires","s"
"33","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ordinaires","s"
"33","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Aides","s"
"33","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Apprentis","s"
"33","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Ordinaires","s"
"33","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Stagiaires","s"
"33","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","NC","Aides","s"
"33","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","NC","Apprentis","s"
"33","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","NC","Ordinaires","s"
"33","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","NC","Aides","s"
"33","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","NC","Ordinaires","s"
"33","COMMERCE (GZ)","NC","Aides","s"
"33","COMMERCE (GZ)","NC","Apprentis","s"
"33","COMMERCE (GZ)","NC","Ordinaires","591"
"33","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Aides","10"
"33","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Apprentis","7"
"33","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Ordinaires","914"
"33","SOUTIEN AUX ENTREPRISES (MN)","NC","Aides","s"
"33","SOUTIEN AUX ENTREPRISES (MN)","NC","Apprentis","s"
"33","SOUTIEN AUX ENTREPRISES (MN)","NC","Ordinaires","725"
"33","SOUTIEN AUX ENTREPRISES (MN)","NC","Stagiaires","s"
"34","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Aides","s"
