"DEP","ESS_simp","typo_A","typo_A_det","taille_etab","nb_etab","nb_ent","eff_31","eff_EQTP","rem_brut"
"5","Privé Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","9","7","120","84","1711712"
"5","Privé Hors ESS","ACTION SOCIALE (QB)","Aide par le travail","Tous établissements","1","1",NA,NA,NA
"5","Privé Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","3","3","167","144","3711983"
"5","Public","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","2","1",NA,NA,NA
"5","Public","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","9","8",NA,NA,NA
"5","Public","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","6","3","401","349","8805360"
"6","ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","37","25",NA,NA,NA
"6","ESS","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","57","45",NA,NA,NA
"6","ESS","ACTION SOCIALE (QB)","Aide par le travail","Tous établissements","11","2",NA,NA,NA
"6","ESS","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","138","50",NA,NA,NA
"6","ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","116","36","4015","3633","106543697"
"6","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","63","24","630","492","10930146"
"6","Privé Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","123","87","2768","1887","40040764"
"6","Privé Hors ESS","ACTION SOCIALE (QB)","Aide par le travail","Tous établissements","1","1",NA,NA,NA
"6","Privé Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","7","6",NA,NA,NA
"6","Privé Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","111","81","4390","3929","111419479"
"6","Public","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","5","0",NA,NA,NA
"6","Public","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","7","0",NA,NA,NA
"6","Public","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","54","43","2819","2602","68440376"
"6","Public","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","17","14","1505","1445","39659466"
"7","ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","32","24",NA,NA,NA
"7","ESS","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","34","24","1568","1112","24759373"
"7","ESS","ACTION SOCIALE (QB)","Aide par le travail","Tous établissements","11","1",NA,NA,NA
"7","ESS","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","68","34","882","689","18693395"
"7","ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","83","29","2267","1913","53139361"
"7","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","5","5",NA,NA,NA
"7","Privé Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","7","7",NA,NA,NA
"7","Privé Hors ESS","ACTION SOCIALE (QB)","Aide par le travail","Tous établissements","2","2",NA,NA,NA
"7","Privé Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","10","9","420","351","9703220"
"7","Public","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","5","0",NA,NA,NA
"7","Public","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","1","1",NA,NA,NA
"7","Public","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","18","16","463","396","10943434"
"7","Public","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","43","20","2431","2184","59064933"
"8","ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","11","4",NA,NA,NA
"8","ESS","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","11","9","707","430","10143190"
"8","ESS","ACTION SOCIALE (QB)","Aide par le travail","Tous établissements","9","2",NA,NA,NA
"8","ESS","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","84","64","1383","1078","27315408"
"8","ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","34","14","1430","1224","33047584"
"8","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","16","12",NA,NA,NA
"8","Privé Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","11","8","277","193","3982346"
"8","Privé Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","1","1",NA,NA,NA
"8","Privé Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","9","3","302","272","6964240"
"8","Public","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","3","0",NA,NA,NA
"8","Public","ACTION SOCIALE (QB)","Aide par le travail","Tous établissements","1","0",NA,NA,NA
"8","Public","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","21","15",NA,NA,NA
"8","Public","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","31","7","1470","1336","38115244"
"9","ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","4","3",NA,NA,NA
"9","ESS","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","10","5","554","449","10176138"
"9","ESS","ACTION SOCIALE (QB)","Aide par le travail","Tous établissements","13","2",NA,NA,NA
"9","ESS","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","31","20","273","196","5220894"
"9","ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","56","14","1414","1194","33573130"
"9","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","6","3",NA,NA,NA
"9","Privé Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","15","9","185","122","2493907"
"9","Privé Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","1","0",NA,NA,NA
"9","Privé Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","4","4","157","136","3591538"
"9","Public","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","2","0",NA,NA,NA
"9","Public","ACTION SOCIALE (QB)","Aide par le travail","Tous établissements","1","0",NA,NA,NA
"9","Public","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","7","5",NA,NA,NA
"9","Public","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","24","15","1227","1102","29571070"
"10","ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","9","5","54","45","1012818"
"10","ESS","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","46","42","952","735","16372866"
"10","ESS","ACTION SOCIALE (QB)","Aide par le travail","Tous établissements","16","4","1053","880","16533762"
"10","ESS","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","56","31","809","672","18704310"
"10","ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","61","9","1854","1640","46037103"
"10","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","3","1",NA,NA,NA
"10","Privé Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","15","13",NA,NA,NA
"10","Privé Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","3","2",NA,NA,NA
"10","Privé Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","13","10","694","623","16590112"
"10","Public","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","2","0",NA,NA,NA
"10","Public","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","2","1",NA,NA,NA
"10","Public","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","13","12",NA,NA,NA
"10","Public","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","23","15","1346","1247","34957558"
"11","ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","8","8",NA,NA,NA
"11","ESS","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","15","10",NA,NA,"6259274"
"11","ESS","ACTION SOCIALE (QB)","Aide par le travail","Tous établissements","28","5","1204","991","16178187"
"11","ESS","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","64","31",NA,NA,NA
"11","ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","73","17","2332","1954","55063250"
"11","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","9","7",NA,NA,NA
"11","Privé Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","26","17","434","285",NA
"11","Privé Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","3","3",NA,NA,NA
"11","Privé Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","17","14","859","774","20932222"
"11","Public","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","2","0",NA,NA,NA
"11","Public","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","7","1",NA,NA,NA
"11","Public","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","26","19","2050","1863","48110205"
"11","Public","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","25","14","1561","1449","41678934"
"12","ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","11","9",NA,NA,NA
"12","ESS","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","69","62","1534","1192","25812063"
"12","ESS","ACTION SOCIALE (QB)","Aide par le travail","Tous établissements","9","2",NA,NA,NA
"12","ESS","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","54","39","653","532","14928333"
"12","ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","92","53","3618","3116","87280079"
"12","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","8","3",NA,NA,NA
"12","Privé Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","10","8",NA,NA,NA
"12","Privé Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","6","2",NA,NA,NA
"12","Privé Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","10","8",NA,NA,NA
"12","Public","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","1","0",NA,NA,NA
"12","Public","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","15","13",NA,NA,NA
"12","Public","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","27","16",NA,NA,NA
"13","ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","155","79","1994","1774","43654471"
"13","ESS","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","131","102","6644","4727","105314724"
"13","ESS","ACTION SOCIALE (QB)","Aide par le travail","Tous établissements","52","15","3346","2982","53175173"
"13","ESS","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","378","219","6225","5312","143077077"
"13","ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","277","92","10240","8854","256540851"
"13","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","148","61","1256","1071","23477075"
"13","Privé Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","145","103",NA,NA,NA
"13","Privé Hors ESS","ACTION SOCIALE (QB)","Aide par le travail","Tous établissements","2","2",NA,NA,NA
"13","Privé Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","11","9",NA,NA,NA
"13","Privé Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","139","115","7141","6346","179998732"
"13","Public","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","10","3","99","89","2103891"
"13","Public","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","6","1",NA,NA,NA
"13","Public","ACTION SOCIALE (QB)","Aide par le travail","Tous établissements","2","2",NA,NA,NA
"13","Public","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","73","58",NA,NA,NA
"13","Public","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","38","19","2726","2522","71493605"
"14","ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","31","21","238","197","4373809"
"14","ESS","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","78","68","2280","1599","35885584"
"14","ESS","ACTION SOCIALE (QB)","Aide par le travail","Tous établissements","24","6",NA,NA,NA
"14","ESS","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","133","64",NA,NA,NA
"14","ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","100","25","3980","3540","100236820"
"14","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","32","23",NA,NA,NA
"14","Privé Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","27","19",NA,NA,NA
"14","Privé Hors ESS","ACTION SOCIALE (QB)","Aide par le travail","Tous établissements","2","1",NA,NA,NA
"14","Privé Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","2","1",NA,NA,NA
"14","Privé Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","54","44","2598","2214","57297397"
"14","Public","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","2","0",NA,NA,NA
"14","Public","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","4","0",NA,NA,NA
"14","Public","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","48","44","2759","2416","70116494"
"14","Public","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","24","15","1861","1693","46316972"
"15","ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","2","2",NA,NA,NA
"15","ESS","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","24","22","571","372","8216121"
"15","ESS","ACTION SOCIALE (QB)","Aide par le travail","Tous établissements","11","3",NA,NA,NA
"15","ESS","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","52","23","1062","828","19473025"
"15","ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","49","13","1940","1671","44816416"
"15","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","1","1",NA,NA,NA
"15","Privé Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","4","4",NA,NA,NA
"15","Privé Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","2","1",NA,NA,NA
"15","Public","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","2","0",NA,NA,NA
"15","Public","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","1","0",NA,NA,NA
"15","Public","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","9","7","304","276","6957549"
"15","Public","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","24","17",NA,NA,NA
"16","ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","3","3","28","24","567210"
"16","ESS","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","53","50","1786","1353","30073627"
"16","ESS","ACTION SOCIALE (QB)","Aide par le travail","Tous établissements","13","5","1009","806","14540436"
"16","ESS","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","81","38","1259","983","26462475"
"16","ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","63","14","2018","1716","46454160"
"16","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","2","2",NA,NA,NA
"16","Privé Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","13","11","219","144","3432558"
"16","Privé Hors ESS","ACTION SOCIALE (QB)","Aide par le travail","Tous établissements","2","1",NA,NA,NA
"16","Privé Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","1","1",NA,NA,NA
"16","Privé Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","28","20","706","653","17371591"
"16","Public","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","5","3",NA,NA,NA
"16","Public","ACTION SOCIALE (QB)","Aide par le travail","Tous établissements","1","1",NA,NA,NA
"16","Public","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","25","13",NA,NA,NA
"16","Public","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","37","19","1731","1593","44206834"
"17","ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","43","40","349","319","7720018"
"17","ESS","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","43","35","1337","906","21090862"
"17","ESS","ACTION SOCIALE (QB)","Aide par le travail","Tous établissements","23","4","1396","1252","21556443"
"17","ESS","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","112","74","2362","1963","48122343"
"17","ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","86","28","3317","2850","80028388"
"17","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","5","4",NA,NA,NA
"17","Privé Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","35","25","478","331","6595316"
"17","Privé Hors ESS","ACTION SOCIALE (QB)","Aide par le travail","Tous établissements","2","1",NA,NA,NA
"17","Privé Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","5","5","54","38","799249"
"17","Privé Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","76","57","3077","2723","72601689"
"17","Public","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","7","2",NA,NA,NA
"17","Public","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","21","7","859","757","16769396"
"17","Public","ACTION SOCIALE (QB)","Aide par le travail","Tous établissements","2","0",NA,NA,NA
"17","Public","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","47","34","1472","1401","40424165"
"17","Public","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","37","17","2552","2367","67663130"
"18","ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","20","17",NA,NA,NA
"18","ESS","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","20","19",NA,NA,NA
"18","ESS","ACTION SOCIALE (QB)","Aide par le travail","Tous établissements","19","3","980","868","18512086"
"18","ESS","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","65","28","1444","1204","28908219"
"18","ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","49","18","1382","1217","33255623"
"18","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","6","2",NA,NA,NA
"18","Privé Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","7","7",NA,NA,NA
"18","Privé Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","2","0",NA,NA,NA
"18","Privé Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","9","5","555","507","14802810"
"18","Public","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","1","0",NA,NA,NA
"18","Public","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","1","1",NA,NA,NA
"18","Public","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","15","14",NA,NA,NA
"18","Public","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","21","14","1993","1918","51241068"
"19","ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","7","2",NA,NA,NA
"19","ESS","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","22","22",NA,NA,NA
"19","ESS","ACTION SOCIALE (QB)","Aide par le travail","Tous établissements","26","8","1077","951","16108017"
"19","ESS","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","68","38","671","548","15436474"
"19","ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","65","18","2089","1875","53250423"
"19","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","2","2",NA,NA,NA
"19","Privé Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","15","10",NA,NA,NA
"19","Privé Hors ESS","ACTION SOCIALE (QB)","Aide par le travail","Tous établissements","1","0",NA,NA,NA
"19","Privé Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","1","1",NA,NA,NA
"19","Privé Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","6","3","141","119","3116237"
"19","Public","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","3","0","13",NA,NA
"19","Public","ACTION SOCIALE (QB)","Aide par le travail","Tous établissements","1","0",NA,NA,NA
"19","Public","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","28","25",NA,NA,NA
"19","Public","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","29","26","1969","1857","48952501"
"21","ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","31","9",NA,NA,NA
"21","ESS","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","29","14","1588","1163","26350020"
"21","ESS","ACTION SOCIALE (QB)","Aide par le travail","Tous établissements","23","3",NA,NA,NA
"21","ESS","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","108","48","1533","1241","37412145"
"21","ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","107","18","3920","3330","95102369"
"21","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","41","29","304","234","4777933"
"21","Privé Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","25","21","498","348","7218093"
"21","Privé Hors ESS","ACTION SOCIALE (QB)","Aide par le travail","Tous établissements","1","1",NA,NA,NA
"21","Privé Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","15","4",NA,NA,NA
"21","Privé Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","26","19","956","835","23528025"
"21","Public","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","3","0",NA,NA,NA
"21","Public","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","20","18",NA,NA,NA
"21","Public","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","34","12","1985","1884","51533265"
"22","ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","8","5",NA,NA,NA
"22","ESS","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","48","43","1500","1162","29841334"
"22","ESS","ACTION SOCIALE (QB)","Aide par le travail","Tous établissements","24","1",NA,NA,NA
"22","ESS","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","74","34",NA,NA,NA
"22","ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","101","28","3569","3121","87826971"
"22","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","7","6",NA,NA,NA
"22","Privé Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","26","22","447","305","6159020"
"22","Privé Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","1","1",NA,NA,NA
"22","Privé Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","16","8","666","588","15981788"
"22","Public","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","1","1",NA,NA,NA
"22","Public","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","18","3","658","509","11294138"
"22","Public","ACTION SOCIALE (QB)","Aide par le travail","Tous établissements","3","1",NA,NA,NA
"22","Public","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","72","58","1723","1531","45391698"
"22","Public","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","82","43","4982","4520","123846284"
"23","ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","2","2",NA,NA,NA
"23","ESS","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","13","13","786","589","12790109"
"23","ESS","ACTION SOCIALE (QB)","Aide par le travail","Tous établissements","8","1",NA,NA,NA
"23","ESS","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","37","17","289","234","6776001"
"23","ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","37","4","1285","1121","31246982"
"23","Privé Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","1","1",NA,NA,NA
"23","Privé Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","8","8",NA,NA,NA
"23","Public","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","1","0",NA,NA,NA
"23","Public","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","11","6",NA,NA,NA
"23","Public","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","16","15",NA,NA,NA
"24","ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","14","11",NA,NA,NA
"24","ESS","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","26","25","793","608","13472305"
"24","ESS","ACTION SOCIALE (QB)","Aide par le travail","Tous établissements","12","5",NA,NA,NA
"24","ESS","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","111","60","1269","1058","28156918"
"24","ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","63","26","2113","1896","53726304"
"24","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","1","1",NA,NA,NA
"24","Privé Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","10","7",NA,NA,NA
"24","Privé Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","2","0",NA,NA,NA
"24","Privé Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","27","17","1239","1102","28890668"
"24","Public","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","4","0",NA,NA,NA
"24","Public","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","9","1",NA,NA,NA
"24","Public","ACTION SOCIALE (QB)","Aide par le travail","Tous établissements","2","1",NA,NA,NA
"24","Public","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","33","30",NA,NA,NA
"24","Public","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","26","24","1850","1751","46171578"
"25","ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","29","18",NA,NA,NA
"25","ESS","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","104","91","1807","1332","30702174"
"25","ESS","ACTION SOCIALE (QB)","Aide par le travail","Tous établissements","13","1",NA,NA,NA
"25","ESS","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","124","50","1681","1344","39194269"
"25","ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","120","24","3707","3120","88021028"
"25","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","42","27","259","189","4003414"
"25","Privé Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","30","25","783","537","11407117"
"25","Privé Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","7","7","124","91","2004205"
"25","Privé Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","7","5","304","247","7281075"
"25","Public","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","3","1",NA,NA,NA
"25","Public","ACTION SOCIALE (QB)","Aide par le travail","Tous établissements","3","0",NA,NA,NA
