"DEP","typo_Mut","typo_Mut_det","type_emploi","nb_poste"
"11","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ordinaires","s"
"12","ACTION SOCIALE (QB)","Hebergement medico-social et social","Aides","s"
"12","ACTION SOCIALE (QB)","Hebergement medico-social et social","Ordinaires","s"
"12","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ordinaires","s"
"12","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Aides","s"
"12","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Apprentis","s"
"12","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ordinaires","s"
"13","ACTION SOCIALE (QB)","Action sociale sans hebergement","Apprentis","s"
"13","ACTION SOCIALE (QB)","Action sociale sans hebergement","Ordinaires","s"
"13","ACTION SOCIALE (QB)","Hebergement medico-social et social","Aides","s"
"13","ACTION SOCIALE (QB)","Hebergement medico-social et social","Ordinaires","s"
"13","ACTION SOCIALE (QB)","Hebergement medico-social et social","Stagiaires","s"
"13","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Aides","s"
"13","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ordinaires","s"
"13","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Aides","s"
"13","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Apprentis","s"
"13","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ordinaires","s"
"13","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Stagiaires","s"
"14","ACTION SOCIALE (QB)","Action sociale sans hebergement","Aides","s"
"14","ACTION SOCIALE (QB)","Action sociale sans hebergement","Ordinaires","s"
"14","ACTION SOCIALE (QB)","Hebergement medico-social et social","Aides","s"
"14","ACTION SOCIALE (QB)","Hebergement medico-social et social","Apprentis","s"
"14","ACTION SOCIALE (QB)","Hebergement medico-social et social","Ordinaires","s"
"14","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Aides","10"
"14","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ordinaires","499"
"15","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ordinaires","s"
"15","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Aides","s"
"15","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Apprentis","s"
"15","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ordinaires","s"
"16","ACTION SOCIALE (QB)","Action sociale sans hebergement","Aides","s"
"16","ACTION SOCIALE (QB)","Action sociale sans hebergement","Ordinaires","s"
"16","ACTION SOCIALE (QB)","Hebergement medico-social et social","Aides","s"
"16","ACTION SOCIALE (QB)","Hebergement medico-social et social","Ordinaires","s"
"16","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Aides","s"
"16","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Apprentis","s"
"16","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ordinaires","376"
"17","ACTION SOCIALE (QB)","Action sociale sans hebergement","Aides","s"
"17","ACTION SOCIALE (QB)","Action sociale sans hebergement","Ordinaires","s"
"17","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ordinaires","s"
"17","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Aides","5"
"17","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Apprentis","s"
"17","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ordinaires","s"
"17","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Stagiaires","s"
"18","ACTION SOCIALE (QB)","Action sociale sans hebergement","Aides","s"
"18","ACTION SOCIALE (QB)","Action sociale sans hebergement","Ordinaires","s"
"18","ACTION SOCIALE (QB)","Hebergement medico-social et social","Aides","s"
"18","ACTION SOCIALE (QB)","Hebergement medico-social et social","Ordinaires","s"
"18","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ordinaires","s"
"18","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Aides","s"
"18","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Apprentis","s"
"18","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ordinaires","s"
"18","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Stagiaires","s"
"19","ACTION SOCIALE (QB)","Action sociale sans hebergement","Ordinaires","s"
"19","ACTION SOCIALE (QB)","Hebergement medico-social et social","Ordinaires","s"
"19","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Aides","s"
"19","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ordinaires","s"
"21","ACTION SOCIALE (QB)","Action sociale sans hebergement","Aides","33"
"21","ACTION SOCIALE (QB)","Action sociale sans hebergement","Apprentis","s"
"21","ACTION SOCIALE (QB)","Action sociale sans hebergement","Ordinaires","1639"
"21","ACTION SOCIALE (QB)","Action sociale sans hebergement","Stagiaires","s"
"21","ACTION SOCIALE (QB)","Hebergement medico-social et social","Aides","42"
"21","ACTION SOCIALE (QB)","Hebergement medico-social et social","Apprentis","s"
"21","ACTION SOCIALE (QB)","Hebergement medico-social et social","Ordinaires","1007"
"21","ACTION SOCIALE (QB)","Hebergement medico-social et social","Stagiaires","s"
"21","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Aides","s"
"21","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Apprentis","s"
"21","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ordinaires","s"
"22","ACTION SOCIALE (QB)","Hebergement medico-social et social","Ordinaires","s"
"22","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Aides","s"
"22","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Apprentis","s"
"22","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ordinaires","708"
"23","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ordinaires","s"
"23","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Aides","s"
"23","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Apprentis","s"
"23","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ordinaires","s"
"24","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ordinaires","s"
"24","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Aides","s"
"24","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Apprentis","s"
"24","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ordinaires","s"
"25","ACTION SOCIALE (QB)","Action sociale sans hebergement","Ordinaires","s"
"25","ACTION SOCIALE (QB)","Hebergement medico-social et social","Aides","s"
"25","ACTION SOCIALE (QB)","Hebergement medico-social et social","Apprentis","s"
"25","ACTION SOCIALE (QB)","Hebergement medico-social et social","Ordinaires","s"
"25","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ordinaires","s"
"25","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Aides","s"
"25","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Apprentis","s"
"25","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ordinaires","381"
"26","ACTION SOCIALE (QB)","Action sociale sans hebergement","Aides","s"
"26","ACTION SOCIALE (QB)","Action sociale sans hebergement","Ordinaires","s"
"26","ACTION SOCIALE (QB)","Action sociale sans hebergement","Stagiaires","s"
"26","ACTION SOCIALE (QB)","Hebergement medico-social et social","Aides","s"
"26","ACTION SOCIALE (QB)","Hebergement medico-social et social","Apprentis","s"
"26","ACTION SOCIALE (QB)","Hebergement medico-social et social","Ordinaires","s"
"26","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Aides","s"
"26","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Apprentis","s"
"26","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ordinaires","826"
"27","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Aides","s"
"27","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Apprentis","s"
"27","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ordinaires","168"
"28","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ordinaires","s"
"28","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Aides","s"
"28","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Apprentis","12"
"28","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ordinaires","s"
"29","ACTION SOCIALE (QB)","Action sociale sans hebergement","Aides","s"
"29","ACTION SOCIALE (QB)","Action sociale sans hebergement","Apprentis","s"
"29","ACTION SOCIALE (QB)","Action sociale sans hebergement","Ordinaires","384"
"29","ACTION SOCIALE (QB)","Hebergement medico-social et social","Aides","28"
"29","ACTION SOCIALE (QB)","Hebergement medico-social et social","Ordinaires","394"
"29","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ordinaires","s"
"29","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Aides","20"
"29","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Apprentis","s"
"29","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ordinaires","s"
"29","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Stagiaires","s"
"2A","ACTION SOCIALE (QB)","Hebergement medico-social et social","Ordinaires","s"
"2A","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ordinaires","s"
"2A","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Apprentis","s"
"2A","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ordinaires","s"
"2B","ACTION SOCIALE (QB)","Action sociale sans hebergement","Ordinaires","s"
"2B","ACTION SOCIALE (QB)","Hebergement medico-social et social","Ordinaires","s"
"2B","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ordinaires","s"
"2B","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Aides","s"
"2B","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Apprentis","s"
"2B","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ordinaires","s"
"30","ACTION SOCIALE (QB)","Action sociale sans hebergement","Apprentis","s"
"30","ACTION SOCIALE (QB)","Action sociale sans hebergement","Ordinaires","s"
"30","ACTION SOCIALE (QB)","Hebergement medico-social et social","Aides","s"
"30","ACTION SOCIALE (QB)","Hebergement medico-social et social","Ordinaires","s"
"30","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ordinaires","s"
"30","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Aides","s"
"30","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Apprentis","s"
"30","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ordinaires","s"
"31","ACTION SOCIALE (QB)","Action sociale sans hebergement","Aides","s"
"31","ACTION SOCIALE (QB)","Action sociale sans hebergement","Ordinaires","s"
"31","ACTION SOCIALE (QB)","Hebergement medico-social et social","Aides","s"
"31","ACTION SOCIALE (QB)","Hebergement medico-social et social","Ordinaires","s"
"31","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Aides","s"
"31","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Apprentis","s"
"31","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ordinaires","s"
"31","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Aides","s"
"31","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Apprentis","s"
"31","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ordinaires","s"
"31","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Stagiaires","s"
"32","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Aides","7"
"32","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ordinaires","s"
"33","ACTION SOCIALE (QB)","Action sociale sans hebergement","Ordinaires","s"
"33","ACTION SOCIALE (QB)","Hebergement medico-social et social","Ordinaires","s"
"33","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Aides","s"
"33","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ordinaires","s"
"33","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Aides","s"
"33","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Apprentis","s"
"33","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ordinaires","s"
"33","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Stagiaires","s"
"34","ACTION SOCIALE (QB)","Action sociale sans hebergement","Aides","s"
"34","ACTION SOCIALE (QB)","Action sociale sans hebergement","Ordinaires","s"
"34","ACTION SOCIALE (QB)","Hebergement medico-social et social","Aides","s"
"34","ACTION SOCIALE (QB)","Hebergement medico-social et social","Ordinaires","s"
"34","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Aides","s"
"34","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ordinaires","s"
"34","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Aides","s"
"34","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Apprentis","s"
"34","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ordinaires","s"
"35","ACTION SOCIALE (QB)","Hebergement medico-social et social","Aides","s"
"35","ACTION SOCIALE (QB)","Hebergement medico-social et social","Ordinaires","s"
"35","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Aides","s"
"35","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ordinaires","s"
"35","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Aides","s"
"35","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Apprentis","s"
"35","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ordinaires","s"
"35","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Stagiaires","s"
"36","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Apprentis","s"
"36","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ordinaires","s"
"36","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Apprentis","s"
"36","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ordinaires","s"
"37","ACTION SOCIALE (QB)","Action sociale sans hebergement","Aides","6"
"37","ACTION SOCIALE (QB)","Action sociale sans hebergement","Ordinaires","81"
"37","ACTION SOCIALE (QB)","Hebergement medico-social et social","Aides","s"
"37","ACTION SOCIALE (QB)","Hebergement medico-social et social","Apprentis","s"
"37","ACTION SOCIALE (QB)","Hebergement medico-social et social","Ordinaires","398"
"37","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Aides","s"
"37","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ordinaires","s"
"37","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Aides","s"
"37","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Apprentis","s"
"37","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ordinaires","s"
"37","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Stagiaires","s"
"38","ACTION SOCIALE (QB)","Action sociale sans hebergement","Ordinaires","s"
"38","ACTION SOCIALE (QB)","Action sociale sans hebergement","Stagiaires","s"
"38","ACTION SOCIALE (QB)","Hebergement medico-social et social","Aides","s"
"38","ACTION SOCIALE (QB)","Hebergement medico-social et social","Ordinaires","s"
"38","ACTION SOCIALE (QB)","Hebergement medico-social et social","Stagiaires","s"
"38","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Aides","s"
"38","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ordinaires","s"
"38","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Aides","s"
"38","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Apprentis","s"
"38","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ordinaires","s"
"38","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Stagiaires","s"
"39","ACTION SOCIALE (QB)","Action sociale sans hebergement","Ordinaires","s"
"39","ACTION SOCIALE (QB)","Hebergement medico-social et social","Aides","s"
"39","ACTION SOCIALE (QB)","Hebergement medico-social et social","Ordinaires","s"
"39","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ordinaires","s"
"39","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Aides","s"
"39","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ordinaires","s"
"40","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ordinaires","s"
"40","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Aides","s"
"40","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ordinaires","s"
"41","ACTION SOCIALE (QB)","Action sociale sans hebergement","Ordinaires","s"
"41","ACTION SOCIALE (QB)","Hebergement medico-social et social","Aides","s"
"41","ACTION SOCIALE (QB)","Hebergement medico-social et social","Ordinaires","s"
"41","ACTION SOCIALE (QB)","Hebergement medico-social et social","Stagiaires","s"
"41","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ordinaires","9"
"41","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Aides","s"
"41","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Apprentis","s"
"41","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ordinaires","256"
"42","ACTION SOCIALE (QB)","Action sociale sans hebergement","Ordinaires","s"
"42","ACTION SOCIALE (QB)","Hebergement medico-social et social","Apprentis","s"
"42","ACTION SOCIALE (QB)","Hebergement medico-social et social","Ordinaires","s"
"42","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Aides","s"
"42","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Apprentis","s"
"42","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ordinaires","s"
"42","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Aides","19"
"42","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Apprentis","s"
"42","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ordinaires","s"
"42","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Stagiaires","s"
"43","ACTION SOCIALE (QB)","Action sociale sans hebergement","Ordinaires","s"
"43","ACTION SOCIALE (QB)","Hebergement medico-social et social","Ordinaires","s"
"43","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Aides","s"
"43","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ordinaires","s"
"44","ACTION SOCIALE (QB)","Action sociale sans hebergement","Ordinaires","151"
"44","ACTION SOCIALE (QB)","Hebergement medico-social et social","Aides","s"
"44","ACTION SOCIALE (QB)","Hebergement medico-social et social","Apprentis","s"
"44","ACTION SOCIALE (QB)","Hebergement medico-social et social","Ordinaires","1185"
"44","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Aides","s"
"44","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ordinaires","s"
"44","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Aides","s"
"44","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Apprentis","s"
"44","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ordinaires","s"
"45","ACTION SOCIALE (QB)","Action sociale sans hebergement","Ordinaires","s"
"45","ACTION SOCIALE (QB)","Hebergement medico-social et social","Aides","s"
"45","ACTION SOCIALE (QB)","Hebergement medico-social et social","Ordinaires","s"
"45","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ordinaires","s"
"45","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Aides","s"
"45","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Apprentis","39"
"45","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ordinaires","s"
"45","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Stagiaires","s"
"46","ACTION SOCIALE (QB)","Action sociale sans hebergement","Ordinaires","s"
"46","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Apprentis","s"
"46","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ordinaires","s"
"47","ACTION SOCIALE (QB)","Hebergement medico-social et social","Aides","s"
"47","ACTION SOCIALE (QB)","Hebergement medico-social et social","Ordinaires","s"
"47","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ordinaires","s"
"47","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Aides","s"
"47","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Apprentis","s"
"47","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ordinaires","s"
"47","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Stagiaires","s"
"48","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ordinaires","s"
"48","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ordinaires","s"
"49","ACTION SOCIALE (QB)","Action sociale sans hebergement","Aides","s"
"49","ACTION SOCIALE (QB)","Action sociale sans hebergement","Ordinaires","s"
"49","ACTION SOCIALE (QB)","Hebergement medico-social et social","Aides","s"
"49","ACTION SOCIALE (QB)","Hebergement medico-social et social","Ordinaires","s"
"49","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ordinaires","s"
"49","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Aides","s"
"49","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Apprentis","s"
"49","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ordinaires","s"
"50","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ordinaires","s"
"50","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Aides","s"
"50","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ordinaires","s"
"51","ACTION SOCIALE (QB)","Action sociale sans hebergement","Ordinaires","s"
"51","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ordinaires","s"
"51","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Aides","s"
"51","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Apprentis","s"
"51","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ordinaires","s"
"52","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ordinaires","s"
"52","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Aides","s"
"52","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Apprentis","s"
"52","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ordinaires","s"
"53","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Aides","s"
"53","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Apprentis","s"
"53","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ordinaires","s"
"54","ACTION SOCIALE (QB)","Action sociale sans hebergement","Ordinaires","s"
"54","ACTION SOCIALE (QB)","Hebergement medico-social et social","Ordinaires","s"
"54","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Aides","s"
"54","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Apprentis","s"
"54","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ordinaires","s"
"54","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Aides","26"
"54","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Apprentis","s"
"54","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ordinaires","s"
"54","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Stagiaires","s"
"55","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ordinaires","s"
"55","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Aides","s"
"55","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Apprentis","s"
"55","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ordinaires","s"
"56","ACTION SOCIALE (QB)","Action sociale sans hebergement","Ordinaires","119"
"56","ACTION SOCIALE (QB)","Hebergement medico-social et social","Aides","s"
"56","ACTION SOCIALE (QB)","Hebergement medico-social et social","Apprentis","s"
"56","ACTION SOCIALE (QB)","Hebergement medico-social et social","Ordinaires","566"
"56","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ordinaires","s"
"56","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Aides","s"
"56","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Apprentis","s"
"56","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ordinaires","s"
"57","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ordinaires","6"
"57","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Aides","8"
"57","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Apprentis","6"
"57","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ordinaires","482"
"58","ACTION SOCIALE (QB)","Action sociale sans hebergement","Ordinaires","s"
"58","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ordinaires","s"
"58","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Aides","s"
"58","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Apprentis","s"
"58","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ordinaires","s"
"59","ACTION SOCIALE (QB)","Action sociale sans hebergement","Ordinaires","s"
"59","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ordinaires","s"
