"","EPCI","jurid1","nb_etab","eff_31","eff_EQTP","rem_brut","non_annexe","dep_epci","nom_complet"
"10514",244400610,"4-ESS",281,"2157","1789.63","49766268","1958","44","CA de la Presqu'île de Guérande Atlantique (CAP ATLANTIQUE)"
"10515",244400610,"5-HORS ESS",2989,"17509","16380.41","475516871","16483","44","CA de la Presqu'île de Guérande Atlantique (CAP ATLANTIQUE)"
"10516",244400610,"5A-PUBLIC",89,"3934","3560.06","107230674","3785","44","CA de la Presqu'île de Guérande Atlantique (CAP ATLANTIQUE)"
"10517",244400610,"5B-PRIVE",2900,"13575","12820.35","368286197","12698","44","CA de la Presqu'île de Guérande Atlantique (CAP ATLANTIQUE)"
"10518",244400610,"6-TOTAL",3270,"19666","18170.04","525283139","18441","44","CA de la Presqu'île de Guérande Atlantique (CAP ATLANTIQUE)"
"10519",244400644,"1-ASSO+FOND",353,"4940","3665.77","107399027","4467","44","CA de la Région Nazairienne et de l'Estuaire (CARENE)"
"10520",244400644,"1A-ASSOCIATIONS",351,"s","s","s","s","44","CA de la Région Nazairienne et de l'Estuaire (CARENE)"
"10521",244400644,"1B-FONDATIONS",2,"s","s","s","s","44","CA de la Région Nazairienne et de l'Estuaire (CARENE)"
"10522",244400644,"2-COOPERATIVES",42,"608","562.88","21678273","591","44","CA de la Région Nazairienne et de l'Estuaire (CARENE)"
"10523",244400644,"3-MUTUELLES",14,"745","624.64","24684589","724","44","CA de la Région Nazairienne et de l'Estuaire (CARENE)"
"10524",244400644,"4-ESS",409,"6293","4853.29","153761889","5782","44","CA de la Région Nazairienne et de l'Estuaire (CARENE)"
"10525",244400644,"5-HORS ESS",3266,"46937","42258.61","1513824118","44900","44","CA de la Région Nazairienne et de l'Estuaire (CARENE)"
"10526",244400644,"5A-PUBLIC",144,"10134","9198.4","318551172","9819","44","CA de la Région Nazairienne et de l'Estuaire (CARENE)"
"10527",244400644,"5B-PRIVE",3122,"36803","33060.21","1195272946","35081","44","CA de la Région Nazairienne et de l'Estuaire (CARENE)"
"10528",244400644,"6-TOTAL",3675,"53230","47111.9","1667586007","50682","44","CA de la Région Nazairienne et de l'Estuaire (CARENE)"
"10529",244500203,"1-ASSO+FOND",119,"1604","1272.64","34478745","1472","45","CA Montargoise et Rives du Loing (AME)"
"10530",244500203,"1A-ASSOCIATIONS",115,"1547","1220.9","33008842","1418","45","CA Montargoise et Rives du Loing (AME)"
"10531",244500203,"1B-FONDATIONS",4,"57","51.74","1469903","54","45","CA Montargoise et Rives du Loing (AME)"
"10532",244500203,"2-COOPERATIVES",18,"214","196.98","7600885","210","45","CA Montargoise et Rives du Loing (AME)"
"10533",244500203,"3-MUTUELLES",12,"601","522.3","22797586","587","45","CA Montargoise et Rives du Loing (AME)"
"10534",244500203,"4-ESS",149,"2419","1991.92","64877216","2269","45","CA Montargoise et Rives du Loing (AME)"
"10535",244500203,"5-HORS ESS",1734,"20574","18248.47","587128070","19377","45","CA Montargoise et Rives du Loing (AME)"
"10536",244500203,"5A-PUBLIC",110,"5868","5197.61","165048187","5432","45","CA Montargoise et Rives du Loing (AME)"
"10537",244500203,"5B-PRIVE",1624,"14706","13050.86","422079883","13945","45","CA Montargoise et Rives du Loing (AME)"
"10538",244500203,"6-TOTAL",1883,"22993","20240.39","652005286","21646","45","CA Montargoise et Rives du Loing (AME)"
"10539",244500468,"1-ASSO+FOND",939,"10448","7921.37","229650574","9251","45","Orléans Métropole"
"10540",244500468,"1A-ASSOCIATIONS",933,"10257","7746.43","224760309","9071","45","Orléans Métropole"
"10541",244500468,"1B-FONDATIONS",6,"191","174.94","4890265","180","45","Orléans Métropole"
"10542",244500468,"2-COOPERATIVES",94,"2837","2780.51","126109357","2799","45","Orléans Métropole"
"10543",244500468,"3-MUTUELLES",58,"1694","1581.07","68462230","1654","45","Orléans Métropole"
"10544",244500468,"4-ESS",1091,"14979","12282.95","424222161","13704","45","Orléans Métropole"
"10545",244500468,"5-HORS ESS",8094,"133384","115553.96","4013417571","122987","45","Orléans Métropole"
"10546",244500468,"5A-PUBLIC",449,"41960","36814.68","1255368667","38611","45","Orléans Métropole"
"10547",244500468,"5B-PRIVE",7645,"91424","78739.28","2758048904","84376","45","Orléans Métropole"
"10548",244500468,"6-TOTAL",9185,"148363","127836.91","4437639732","136691","45","Orléans Métropole"
"10549",244900015,"1-ASSO+FOND",1236,"17026","12303.11","367181192","14360","49","CU Angers Loire Métropole"
"10550",244900015,"1A-ASSOCIATIONS",1231,"16850","12150.8","363576289","14189","49","CU Angers Loire Métropole"
"10551",244900015,"1B-FONDATIONS",5,"176","152.31","3604903","171","49","CU Angers Loire Métropole"
"10552",244900015,"2-COOPERATIVES",112,"2736","2594.48","110880365","2674","49","CU Angers Loire Métropole"
"10553",244900015,"3-MUTUELLES",82,"2243","2031.84","63722830","2192","49","CU Angers Loire Métropole"
"10554",244900015,"4-ESS",1430,"22005","16929.43","541784387","19226","49","CU Angers Loire Métropole"
"10555",244900015,"5-HORS ESS",8003,"113179","96865.8","3171506120","104419","49","CU Angers Loire Métropole"
"10556",244900015,"5A-PUBLIC",415,"38609","32568.26","1074263324","35149","49","CU Angers Loire Métropole"
"10557",244900015,"5B-PRIVE",7588,"74570","64297.54","2097242796","69270","49","CU Angers Loire Métropole"
"10558",244900015,"6-TOTAL",9433,"135184","113795.23","3713290507","123645","49","CU Angers Loire Métropole"
"10559",245400262,"1-ASSO+FOND",110,"2596","2023.86","56315999","2421","54","CA Grand Longwy Agglomération"
"10560",245400262,"1A-ASSOCIATIONS",109,"s","s","s","s","54","CA Grand Longwy Agglomération"
"10561",245400262,"1B-FONDATIONS",1,"s","s","s","s","54","CA Grand Longwy Agglomération"
"10562",245400262,"2-COOPERATIVES",10,"85","84.38","3648933","84","54","CA Grand Longwy Agglomération"
"10563",245400262,"3-MUTUELLES",11,"61","51.79","2303237","57","54","CA Grand Longwy Agglomération"
"10564",245400262,"4-ESS",131,"2742","2160.03","62268169","2562","54","CA Grand Longwy Agglomération"
"10565",245400262,"5-HORS ESS",1068,"9529","8106.93","246201235","8820","54","CA Grand Longwy Agglomération"
"10566",245400262,"5A-PUBLIC",123,"2467","2200.82","69069229","2350","54","CA Grand Longwy Agglomération"
"10567",245400262,"5B-PRIVE",945,"7062","5906.11","177132006","6470","54","CA Grand Longwy Agglomération"
"10568",245400262,"6-TOTAL",1199,"12271","10266.96","308469404","11382","54","CA Grand Longwy Agglomération"
"10569",245400676,"1-ASSO+FOND",971,"13894","10790.31","327286036","12350","54","Métropole du Grand Nancy"
"10570",245400676,"1A-ASSOCIATIONS",967,"13662","10588.2","321206351","12123","54","Métropole du Grand Nancy"
"10571",245400676,"1B-FONDATIONS",4,"232","202.11","6079685","227","54","Métropole du Grand Nancy"
"10572",245400676,"2-COOPERATIVES",79,"1560","1505.05","65140299","1541","54","Métropole du Grand Nancy"
"10573",245400676,"3-MUTUELLES",62,"1329","1210.24","45887206","1301","54","Métropole du Grand Nancy"
"10574",245400676,"4-ESS",1112,"16783","13505.6","438313541","15192","54","Métropole du Grand Nancy"
"10575",245400676,"5-HORS ESS",7619,"122968","108260.58","3668703414","112603","54","Métropole du Grand Nancy"
"10576",245400676,"5A-PUBLIC",516,"51901","43499.91","1489211789","46659","54","Métropole du Grand Nancy"
"10577",245400676,"5B-PRIVE",7103,"71067","64760.67","2179491625","65944","54","Métropole du Grand Nancy"
"10578",245400676,"6-TOTAL",8731,"139751","121766.18","4107016955","127795","54","Métropole du Grand Nancy"
"10579",245700372,"1-ASSO+FOND",105,"1588","1156.19","31293875","1418","57","CA de Forbach Porte de France"
"10580",245700372,"1A-ASSOCIATIONS",104,"s","s","s","s","57","CA de Forbach Porte de France"
"10581",245700372,"1B-FONDATIONS",1,"s","s","s","s","57","CA de Forbach Porte de France"
"10582",245700372,"2-COOPERATIVES",23,"178","157.86","6399341","163","57","CA de Forbach Porte de France"
"10583",245700372,"3-MUTUELLES",4,"8","8.9","292230","7","57","CA de Forbach Porte de France"
"10584",245700372,"4-ESS",132,"1774","1322.95","37985446","1588","57","CA de Forbach Porte de France"
"10585",245700372,"5-HORS ESS",1450,"13807","11611.1","370802634","12864","57","CA de Forbach Porte de France"
"10586",245700372,"5A-PUBLIC",133,"4214","3681.53","122029503","4041","57","CA de Forbach Porte de France"
"10587",245700372,"5B-PRIVE",1317,"9593","7929.57","248773131","8823","57","CA de Forbach Porte de France"
"10588",245700372,"6-TOTAL",1582,"15581","12934.05","408788080","14452","57","CA de Forbach Porte de France"
"10589",245701222,"1-ASSO+FOND",78,"1876","1431.28","34877228","1684","57","CA du Val de Fensch"
"10590",245701222,"1A-ASSOCIATIONS",77,"s","s","s","s","57","CA du Val de Fensch"
"10591",245701222,"1B-FONDATIONS",1,"s","s","s","s","57","CA du Val de Fensch"
"10592",245701222,"2-COOPERATIVES",22,"s","s","s","s","57","CA du Val de Fensch"
"10593",245701222,"3-MUTUELLES",1,"s","s","s","s","57","CA du Val de Fensch"
"10594",245701222,"4-ESS",101,"2015","1561.89","40619002","1817","57","CA du Val de Fensch"
"10595",245701222,"5-HORS ESS",990,"13524","12178.42","428506180","12941","57","CA du Val de Fensch"
"10596",245701222,"5A-PUBLIC",104,"2668","2416.19","76022706","2573","57","CA du Val de Fensch"
"10597",245701222,"5B-PRIVE",886,"10856","9762.23","352483474","10368","57","CA du Val de Fensch"
"10598",245701222,"6-TOTAL",1091,"15539","13740.31","469125182","14758","57","CA du Val de Fensch"
"10599",245701362,"1-ASSO+FOND",172,"3091","2511.82","74239455","2874","57","CA Portes de France-Thionville"
"10600",245701362,"1A-ASSOCIATIONS",170,"s","s","s","s","57","CA Portes de France-Thionville"
"10601",245701362,"1B-FONDATIONS",2,"s","s","s","s","57","CA Portes de France-Thionville"
"10602",245701362,"2-COOPERATIVES",22,"199","186.23","7689164","193","57","CA Portes de France-Thionville"
"10603",245701362,"3-MUTUELLES",14,"52","49.07","2084852","52","57","CA Portes de France-Thionville"
"10604",245701362,"4-ESS",208,"3342","2747.12","84013471","3119","57","CA Portes de France-Thionville"
"10605",245701362,"5-HORS ESS",2166,"22765","19531.89","623508264","21325","57","CA Portes de France-Thionville"
"10606",245701362,"5A-PUBLIC",128,"7122","6470.81","216487916","6863","57","CA Portes de France-Thionville"
"10607",245701362,"5B-PRIVE",2038,"15643","13061.08","407020348","14462","57","CA Portes de France-Thionville"
"10608",245701362,"6-TOTAL",2374,"26107","22279.01","707521735","24444","57","CA Portes de France-Thionville"
"10609",245804406,"1-ASSO+FOND",242,"2756","2108.36","58383976","2439","58","CA de Nevers"
"10610",245804406,"1A-ASSOCIATIONS",240,"s","s","s","s","58","CA de Nevers"
"10611",245804406,"1B-FONDATIONS",2,"s","s","s","s","58","CA de Nevers"
"10612",245804406,"2-COOPERATIVES",27,"639","618.44","26561245","627","58","CA de Nevers"
"10613",245804406,"3-MUTUELLES",30,"408","341.45","10527479","389","58","CA de Nevers"
"10614",245804406,"4-ESS",299,"3803","3068.25","95472700","3455","58","CA de Nevers"
"10615",245804406,"5-HORS ESS",1995,"26773","23309.04","731510818","25101","58","CA de Nevers"
"10616",245804406,"5A-PUBLIC",187,"12026","10700.53","353147627","11375","58","CA de Nevers"
"10617",245804406,"5B-PRIVE",1808,"14747","12608.51","378363191","13726","58","CA de Nevers"
"10618",245804406,"6-TOTAL",2294,"30576","26377.29","826983518","28556","58","CA de Nevers"
"10619",245900410,"1-ASSO+FOND",3175,"58288","37521.33","1127851700","43147",NA,NA
"10620",245900410,"1A-ASSOCIATIONS",3155,"57415","36771.98","1102001263","42302",NA,NA
"10621",245900410,"1B-FONDATIONS",20,"873","749.35","25850437","845",NA,NA
"10622",245900410,"2-COOPERATIVES",285,"3394","3133.79","150864789","3201",NA,NA
"10623",245900410,"3-MUTUELLES",112,"2113","1884.31","76099556","2073",NA,NA
"10624",245900410,"4-ESS",3572,"63795","42539.43","1354816045","48421",NA,NA
"10625",245900410,"5-HORS ESS",30103,"503467","421325.32","15028567605","455589",NA,NA
"10626",245900410,"5A-PUBLIC",1528,"154180","128986.09","4285948462","139075",NA,NA
"10627",245900410,"5B-PRIVE",28575,"349287","292339.23","10742619143","316514",NA,NA
"10628",245900410,"6-TOTAL",33675,"567262","463864.75","16383383650","504010",NA,NA
"10629",245900428,"1-ASSO+FOND",432,"8493","6459.96","175822707","7375","59","CU de Dunkerque"
"10630",245900428,"1A-ASSOCIATIONS",430,"s","s","s","s","59","CU de Dunkerque"
"10631",245900428,"1B-FONDATIONS",2,"s","s","s","s","59","CU de Dunkerque"
"10632",245900428,"2-COOPERATIVES",48,"373","359.37","16503180","368","59","CU de Dunkerque"
"10633",245900428,"3-MUTUELLES",20,"227","208.85","7409182","223","59","CU de Dunkerque"
"10634",245900428,"4-ESS",500,"9093","7028.18","199735069","7966","59","CU de Dunkerque"
"10635",245900428,"5-HORS ESS",4389,"65799","58645.4","2101045260","62388","59","CU de Dunkerque"
"10636",245900428,"5A-PUBLIC",329,"19841","17331.17","585677559","18357","59","CU de Dunkerque"
"10637",245900428,"5B-PRIVE",4060,"45958","41314.23","1515367701","44031","59","CU de Dunkerque"
"10638",245900428,"6-TOTAL",4889,"74892","65673.58","2300780329","70354","59","CU de Dunkerque"
"10639",245901160,"1-ASSO+FOND",368,"7348","5590.41","154796080","6681","59","CA Valenciennes Métropole"
"10640",245901160,"1A-ASSOCIATIONS",365,"7246","5499.79","151045860","6581","59","CA Valenciennes Métropole"
"10641",245901160,"1B-FONDATIONS",3,"102","90.62","3750220","100","59","CA Valenciennes Métropole"
"10642",245901160,"2-COOPERATIVES",40,"210","204.31","8900711","206","59","CA Valenciennes Métropole"
"10643",245901160,"3-MUTUELLES",33,"307","277.68","11091370","289","59","CA Valenciennes Métropole"
"10644",245901160,"4-ESS",441,"7865","6072.4","174788161","7176","59","CA Valenciennes Métropole"
"10645",245901160,"5-HORS ESS",4249,"66425","56990.02","1923623309","61750","59","CA Valenciennes Métropole"
"10646",245901160,"5A-PUBLIC",354,"20809","18201.07","617577828","19548","59","CA Valenciennes Métropole"
"10647",245901160,"5B-PRIVE",3895,"45616","38788.95","1306045481","42202","59","CA Valenciennes Métropole"
"10648",245901160,"6-TOTAL",4690,"74290","63062.42","2098411470","68926","59","CA Valenciennes Métropole"
"10649",246100663,"1-ASSO+FOND",261,"3781","3025.76","84381646","3450","61","CU d'Alençon"
"10650",246100663,"1A-ASSOCIATIONS",260,"s","s","s","s","61","CU d'Alençon"
"10651",246100663,"1B-FONDATIONS",1,"s","s","s","s","61","CU d'Alençon"
"10652",246100663,"2-COOPERATIVES",26,"532","524.44","21404741","527","61","CU d'Alençon"
"10653",246100663,"3-MUTUELLES",22,"229","208.93","7188461","228","61","CU d'Alençon"
"10654",246100663,"4-ESS",309,"4542","3759.13","112974848","4205","61","CU d'Alençon"
"10655",246100663,"5-HORS ESS",1704,"21776","18770.12","585605837","20245","61","CU d'Alençon"
"10656",246100663,"5A-PUBLIC",179,"9595","8345.79","270657898","8858","61","CU d'Alençon"
"10657",246100663,"5B-PRIVE",1525,"12181","10424.33","314947939","11387","61","CU d'Alençon"
"10658",246100663,"6-TOTAL",2013,"26318","22529.25","698580685","24450","61","CU d'Alençon"
"10659",246200299,"1-ASSO+FOND",178,"3216","2783.22","80420152","3038","62","CA d'Hénin-Carvin"
"10660",246200299,"1A-ASSOCIATIONS",178,"3216","2783.22","80420152","3038","62","CA d'Hénin-Carvin"
"10661",246200299,"2-COOPERATIVES",28,"132","126.64","4789006","131","62","CA d'Hénin-Carvin"
"10662",246200299,"3-MUTUELLES",8,"33","26.94","1189876","32","62","CA d'Hénin-Carvin"
"10663",246200299,"4-ESS",214,"3381","2936.8","86399034","3201","62","CA d'Hénin-Carvin"
"10664",246200299,"5-HORS ESS",2340,"34435","30232.25","899906055","32443","62","CA d'Hénin-Carvin"
"10665",246200299,"5A-PUBLIC",166,"7715","6889.23","202437688","7299","62","CA d'Hénin-Carvin"
"10666",246200299,"5B-PRIVE",2174,"26720","23343.02","697468367","25144","62","CA d'Hénin-Carvin"
"10667",246200299,"6-TOTAL",2554,"37816","33169.05","986305089","35644","62","CA d'Hénin-Carvin"
"10668",246200364,"1-ASSO+FOND",366,"6676","5493.79","149821880","6146","62","CA de Lens - Liévin"
"10669",246200364,"1A-ASSOCIATIONS",364,"s","s","s","s","62","CA de Lens - Liévin"
"10670",246200364,"1B-FONDATIONS",2,"s","s","s","s","62","CA de Lens - Liévin"
"10671",246200364,"2-COOPERATIVES",50,"546","545.1","24088382","539","62","CA de Lens - Liévin"
"10672",246200364,"3-MUTUELLES",18,"363","300.48","14579710","354","62","CA de Lens - Liévin"
"10673",246200364,"4-ESS",434,"7585","6339.37","188489972","7039","62","CA de Lens - Liévin"
"10674",246200364,"5-HORS ESS",4169,"57422","49162.54","1568071047","53753","62","CA de Lens - Liévin"
"10675",246200364,"5A-PUBLIC",373,"17931","15488.05","507540244","16799","62","CA de Lens - Liévin"
"10676",246200364,"5B-PRIVE",3796,"39491","33674.49","1060530803","36954","62","CA de Lens - Liévin"
"10677",246200364,"6-TOTAL",4603,"65007","55501.91","1756561019","60792","62","CA de Lens - Liévin"
"10678",246200729,"1-ASSO+FOND",255,"3963","2890.59","79113926","3498","62","CA du Boulonnais"
"10679",246200729,"1A-ASSOCIATIONS",255,"3963","2890.59","79113926","3498","62","CA du Boulonnais"
"10680",246200729,"2-COOPERATIVES",39,"224","208.95","8577403","216","62","CA du Boulonnais"
"10681",246200729,"3-MUTUELLES",14,"75","68.25","2878569","73","62","CA du Boulonnais"
"10682",246200729,"4-ESS",308,"4262","3167.79","90569898","3787","62","CA du Boulonnais"
"10683",246200729,"5-HORS ESS",3135,"39535","33363.4","1026959858","36641","62","CA du Boulonnais"
"10684",246200729,"5A-PUBLIC",208,"14560","12344.2","379940256","13485","62","CA du Boulonnais"
"10685",246200729,"5B-PRIVE",2927,"24975","21019.2","647019602","23156","62","CA du Boulonnais"
"10686",246200729,"6-TOTAL",3443,"43797","36531.19","1117529756","40428","62","CA du Boulonnais"
"10687",246300701,"1-ASSO+FOND",1048,"12653","9979.39","305784189","11469","63","Clermont Auvergne Métropole"
"10688",246300701,"1A-ASSOCIATIONS",1039,"12526","9855.59","301885074","11344","63","Clermont Auvergne Métropole"
"10689",246300701,"1B-FONDATIONS",9,"127","123.8","3899115","125","63","Clermont Auvergne Métropole"
"10690",246300701,"2-COOPERATIVES",119,"3092","3008.54","134933536","2991","63","Clermont Auvergne Métropole"
"10691",246300701,"3-MUTUELLES",82,"1096","996.2","37573668","1082","63","Clermont Auvergne Métropole"
"10692",246300701,"4-ESS",1249,"16841","13984.13","478291393","15542","63","Clermont Auvergne Métropole"
"10693",246300701,"5-HORS ESS",9242,"140368","119928.8","4227699254","129111","63","Clermont Auvergne Métropole"
"10694",246300701,"5A-PUBLIC",525,"47202","39638.52","1365286747","42572","63","Clermont Auvergne Métropole"
"10695",246300701,"5B-PRIVE",8717,"93166","80290.28","2862412507","86539","63","Clermont Auvergne Métropole"
"10696",246300701,"6-TOTAL",10491,"157209","133912.93","4705990647","144653","63","Clermont Auvergne Métropole"
"10697",246700488,"1-ASSO+FOND",1752,"24439","18831.65","543637855","21956","67","Eurométropole de Strasbourg"
"10698",246700488,"1A-ASSOCIATIONS",1712,"21654","16327.27","463982767","19246","67","Eurométropole de Strasbourg"
"10699",246700488,"1B-FONDATIONS",40,"2785","2504.38","79655088","2710","67","Eurométropole de Strasbourg"
"10700",246700488,"2-COOPERATIVES",196,"4581","4396.38","213601388","4456","67","Eurométropole de Strasbourg"
"10701",246700488,"3-MUTUELLES",55,"1308","1200.72","52999996","1301","67","Eurométropole de Strasbourg"
"10702",246700488,"4-ESS",2003,"30328","24428.75","810239239","27713","67","Eurométropole de Strasbourg"
"10703",246700488,"5-HORS ESS",16652,"228324","190780.94","6860624045","207868","67","Eurométropole de Strasbourg"
"10704",246700488,"5A-PUBLIC",648,"71521","61182.13","2134502227","65256","67","Eurométropole de Strasbourg"
"10705",246700488,"5B-PRIVE",16004,"156803","129598.81","4726121818","142612","67","Eurométropole de Strasbourg"
"10706",246700488,"6-TOTAL",18655,"258652","215209.69","7670863284","235581","67","Eurométropole de Strasbourg"
"10707",246800726,"1-ASSO+FOND",340,"5240","3936.32","119006814","4621","68","CA Colmar Agglomération"
"10708",246800726,"1A-ASSOCIATIONS",332,"4103","2941.88","84261645","3505","68","CA Colmar Agglomération"
"10709",246800726,"1B-FONDATIONS",8,"1137","994.44","34745169","1116","68","CA Colmar Agglomération"
"10710",246800726,"2-COOPERATIVES",47,"1386","1333.27","50069310","1367","68","CA Colmar Agglomération"
"10711",246800726,"3-MUTUELLES",15,"235","219.12","9615825","233","68","CA Colmar Agglomération"
"10712",246800726,"4-ESS",402,"6861","5488.71","178691949","6221","68","CA Colmar Agglomération"
"10713",246800726,"5-HORS ESS",4088,"47843","41155.1","1392855267","44682","68","CA Colmar Agglomération"
"10714",246800726,"5A-PUBLIC",223,"17104","14756.07","500598787","15940","68","CA Colmar Agglomération"
"10715",246800726,"5B-PRIVE",3865,"30739","26399.03","892256480","28742","68","CA Colmar Agglomération"
"10716",246800726,"6-TOTAL",4490,"54704","46643.81","1571547216","50903","68","CA Colmar Agglomération"
"10717",247000011,"1-ASSO+FOND",210,"3228","2477.71","67083748","2963","70","CA de Vesoul"
"10718",247000011,"1A-ASSOCIATIONS",210,"3228","2477.71","67083748","2963","70","CA de Vesoul"
"10719",247000011,"2-COOPERATIVES",12,"115","109.98","4804172","111","70","CA de Vesoul"
"10720",247000011,"3-MUTUELLES",19,"221","192.32","7384741","216","70","CA de Vesoul"
"10721",247000011,"4-ESS",241,"3564","2780.01","79272661","3290","70","CA de Vesoul"
"10722",247000011,"5-HORS ESS",1234,"16170","14132.05","446340243","15228","70","CA de Vesoul"
"10723",247000011,"5A-PUBLIC",147,"6816","5890.71","200275383","6362","70","CA de Vesoul"
"10724",247000011,"5B-PRIVE",1087,"9354","8241.34","246064860","8866","70","CA de Vesoul"
"10725",247000011,"6-TOTAL",1475,"19734","16912.06","525612904","18518","70","CA de Vesoul"
"10726",247100290,"1-ASSO+FOND",204,"3345","2694.18","82388232","3144","71","CU Le Creusot Montceau-les-Mines"
"10727",247100290,"1A-ASSOCIATIONS",204,"3345","2694.18","82388232","3144","71","CU Le Creusot Montceau-les-Mines"
"10728",247100290,"2-COOPERATIVES",25,"181","175.91","7294333","175","71","CU Le Creusot Montceau-les-Mines"
"10729",247100290,"3-MUTUELLES",18,"67","61.39","2500794","66","71","CU Le Creusot Montceau-les-Mines"
"10730",247100290,"4-ESS",247,"3593","2931.48","92183359","3385","71","CU Le Creusot Montceau-les-Mines"
"10731",247100290,"5-HORS ESS",2200,"24012","21500.18","707764760","22985","71","CU Le Creusot Montceau-les-Mines"
"10732",247100290,"5A-PUBLIC",202,"6063","5326.13","166985670","5703","71","CU Le Creusot Montceau-les-Mines"
"10733",247100290,"5B-PRIVE",1998,"17949","16174.05","540779090","17282","71","CU Le Creusot Montceau-les-Mines"
"10734",247100290,"6-TOTAL",2447,"27605","24431.66","799948119","26370","71","CU Le Creusot Montceau-les-Mines"
"10735",247100589,"1-ASSO+FOND",294,"3195","2514.18","68702624","2820","71","CA Le Grand Chalon"
"10736",247100589,"1A-ASSOCIATIONS",294,"3195","2514.18","68702624","2820","71","CA Le Grand Chalon"
"10737",247100589,"2-COOPERATIVES",38,"374","371.95","14141435","370","71","CA Le Grand Chalon"
"10738",247100589,"3-MUTUELLES",24,"340","269.42","8337381","327","71","CA Le Grand Chalon"
"10739",247100589,"4-ESS",356,"3909","3155.55","91181440","3517","71","CA Le Grand Chalon"
"10740",247100589,"5-HORS ESS",3698,"44526","38603.25","1284831914","41605","71","CA Le Grand Chalon"
"10741",247100589,"5A-PUBLIC",263,"11242","9516.17","312807119","10235","71","CA Le Grand Chalon"
"10742",247100589,"5B-PRIVE",3435,"33284","29087.08","972024795","31370","71","CA Le Grand Chalon"
"10743",247100589,"6-TOTAL",4054,"48435","41758.8","1376013354","45122","71","CA Le Grand Chalon"
"10744",247200132,"1-ASSO+FOND",732,"10789","8000.19","229759431","9579","72","CU Le Mans Métropole"
"10745",247200132,"1A-ASSOCIATIONS",729,"10506","7770.16","223892788","9310","72","CU Le Mans Métropole"
"10746",247200132,"1B-FONDATIONS",3,"283","230.03","5866643","269","72","CU Le Mans Métropole"
"10747",247200132,"2-COOPERATIVES",79,"1909","1865.78","74325083","1870","72","CU Le Mans Métropole"
"10748",247200132,"3-MUTUELLES",44,"616","574.97","24296118","607","72","CU Le Mans Métropole"
"10749",247200132,"4-ESS",855,"13314","10440.94","328380632","12056","72","CU Le Mans Métropole"
"10750",247200132,"5-HORS ESS",5774,"91353","78899.7","2643078479","85094","72","CU Le Mans Métropole"
"10751",247200132,"5A-PUBLIC",357,"29339","24783.33","816506159","26764","72","CU Le Mans Métropole"
"10752",247200132,"5B-PRIVE",5417,"62014","54116.37","1826572320","58330","72","CU Le Mans Métropole"
"10753",247200132,"6-TOTAL",6629,"104667","89340.64","2971459111","97150","72","CU Le Mans Métropole"
"10754",247600786,"1-ASSO+FOND",144,"1680","1354.05","35747316","1545","76","CA de la Région Dieppoise"
"10755",247600786,"1A-ASSOCIATIONS",142,"s","s","s","s","76","CA de la Région Dieppoise"
"10756",247600786,"1B-FONDATIONS",2,"s","s","s","s","76","CA de la Région Dieppoise"
"10757",247600786,"2-COOPERATIVES",13,"83","79.51","3177813","83","76","CA de la Région Dieppoise"
"10758",247600786,"3-MUTUELLES",12,"44","40.27","1572692","43","76","CA de la Région Dieppoise"
"10759",247600786,"4-ESS",169,"1807","1473.83","40497821","1671","76","CA de la Région Dieppoise"
"10760",247600786,"5-HORS ESS",1603,"19228","17076.12","543856323","18233","76","CA de la Région Dieppoise"
"10761",247600786,"5A-PUBLIC",137,"6565","5846.46","188928146","6174","76","CA de la Région Dieppoise"
"10762",247600786,"5B-PRIVE",1466,"12663","11229.66","354928177","12059","76","CA de la Région Dieppoise"
"10763",247600786,"6-TOTAL",1772,"21035","18549.95","584354144","19904","76","CA de la Région Dieppoise"
"10764",247700057,"1-ASSO+FOND",381,"4891","3784.7","115336647","4345","77","CA Melun Val de Seine"
"10765",247700057,"1A-ASSOCIATIONS",379,"s","s","s","s","77","CA Melun Val de Seine"
"10766",247700057,"1B-FONDATIONS",2,"s","s","s","s","77","CA Melun Val de Seine"
"10767",247700057,"2-COOPERATIVES",27,"253","207.35","9653446","233","77","CA Melun Val de Seine"
"10768",247700057,"3-MUTUELLES",18,"422","327.22","11559574","391","77","CA Melun Val de Seine"
"10769",247700057,"4-ESS",426,"5566","4319.27","136549667","4969","77","CA Melun Val de Seine"
"10770",247700057,"5-HORS ESS",3117,"50489","44710.82","1572579703","47731","77","CA Melun Val de Seine"
"10771",247700057,"5A-PUBLIC",227,"25776","23504.83","820180549","24611","77","CA Melun Val de Seine"
"10772",247700057,"5B-PRIVE",2890,"24713","21205.99","752399154","23120","77","CA Melun Val de Seine"
"10773",247700057,"6-TOTAL",3543,"56055","49030.09","1709129370","52700","77","CA Melun Val de Seine"
"10774",247700339,"1-ASSO+FOND",105,"822","589.8","17465021","680","77","CA Val d'Europe Agglomération"
"10775",247700339,"1A-ASSOCIATIONS",100,"618","420.99","12230227","489","77","CA Val d'Europe Agglomération"
"10776",247700339,"1B-FONDATIONS",5,"204","168.81","5234794","191","77","CA Val d'Europe Agglomération"
"10777",247700339,"2-COOPERATIVES",4,"26","24.78","1147042","26","77","CA Val d'Europe Agglomération"
"10778",247700339,"4-ESS",109,"848","614.58","18612063","706","77","CA Val d'Europe Agglomération"
"10779",247700339,"5-HORS ESS",1556,"37492","30649.81","1043713780","34952","77","CA Val d'Europe Agglomération"
