"DEP","typo_Asso","typo_Asso_det","nb_etab","eff_31","eff_EQTP","rem_brut"
"40","ENSEIGNEMENT (PZ)","Autres enseignements","39","115","93","2710448"
"40","ENSEIGNEMENT (PZ)","Enseignement culturel","18","s","s","s"
"40","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","35","793","676","22013462"
"40","ENSEIGNEMENT (PZ)","Formation continue d adultes","14","51","44","1381751"
"40","SPORTS ET LOISIRS (RZ2)","Loisirs","45","95","85","2019542"
"40","SPORTS ET LOISIRS (RZ2)","Sports","321","380","377","9825020"
"41","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","6","67","53","1531656"
"41","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","5","44","37","1196384"
"41","ACTION SOCIALE (QB)","Accueil d enfants handicapes","4","63","45","1555235"
"41","ACTION SOCIALE (QB)","Accueil des jeunes enfants","7","77","69","1859227"
"41","ACTION SOCIALE (QB)","Action sociale NCA","34","432","362","9693244"
"41","ACTION SOCIALE (QB)","Aide a domicile","45","1066","785","17624862"
"41","ACTION SOCIALE (QB)","Aide par le travail","20","1031","921","17118615"
"41","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","9","263","232","6888727"
"41","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","27","228","209","6152128"
"41","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","19","651","596","17697926"
"41","ENSEIGNEMENT (PZ)","Autres enseignements","20","46","35","963458"
"41","ENSEIGNEMENT (PZ)","Enseignement culturel","18","17","11","290912"
"41","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","51","971","859","27500234"
"41","ENSEIGNEMENT (PZ)","Formation continue d adultes","11","107","97","3090059"
"41","SPORTS ET LOISIRS (RZ2)","Loisirs","25","53","43","922744"
"41","SPORTS ET LOISIRS (RZ2)","Sports","222","392","383","10467392"
"42","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","18","s","s","s"
"42","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","2","s","s","s"
"42","ACTION SOCIALE (QB)","Accueil d enfants handicapes","20","543","429","12971973"
"42","ACTION SOCIALE (QB)","Accueil des jeunes enfants","77","886","712","18157274"
"42","ACTION SOCIALE (QB)","Action sociale NCA","134","1457","1153","31591763"
"42","ACTION SOCIALE (QB)","Aide a domicile","80","2795","2115","45118771"
"42","ACTION SOCIALE (QB)","Aide par le travail","28","1753","1549","24406451"
"42","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","25","1450","1234","34159015"
"42","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","49","1245","1069","31933917"
"42","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","50","1637","1423","39297764"
"42","ENSEIGNEMENT (PZ)","Autres enseignements","61","449","362","11104969"
"42","ENSEIGNEMENT (PZ)","Enseignement culturel","35","s","s","s"
"42","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","183","4209","3599","119553442"
"42","ENSEIGNEMENT (PZ)","Formation continue d adultes","32","207","191","6185579"
"42","SPORTS ET LOISIRS (RZ2)","Loisirs","78","251","212","5182182"
"42","SPORTS ET LOISIRS (RZ2)","Sports","430","676","528","13580515"
"43","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","3","s","s","s"
"43","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","3","s","s","s"
"43","ACTION SOCIALE (QB)","Accueil d enfants handicapes","7","99","63","2218235"
"43","ACTION SOCIALE (QB)","Accueil des jeunes enfants","21","203","165","3983129"
"43","ACTION SOCIALE (QB)","Action sociale NCA","52","612","496","12313377"
"43","ACTION SOCIALE (QB)","Aide a domicile","65","1045","762","16193858"
"43","ACTION SOCIALE (QB)","Aide par le travail","11","705","637","10221104"
"43","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","22","1074","909","24347704"
"43","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","20","376","341","9755712"
"43","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","29","1039","910","25914129"
"43","ENSEIGNEMENT (PZ)","Autres enseignements","11","24","17","473533"
"43","ENSEIGNEMENT (PZ)","Enseignement culturel","8","57","42","1060169"
"43","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","90","1728","1517","49642110"
"43","ENSEIGNEMENT (PZ)","Formation continue d adultes","2","s","s","s"
"43","SPORTS ET LOISIRS (RZ2)","Loisirs","28","97","92","2076837"
"43","SPORTS ET LOISIRS (RZ2)","Sports","183","230","191","4897633"
"44","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","14","239","196","5707321"
"44","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","5","100","84","2470695"
"44","ACTION SOCIALE (QB)","Accueil d enfants handicapes","15","265","223","7132657"
"44","ACTION SOCIALE (QB)","Accueil des jeunes enfants","94","1810","1339","33247943"
"44","ACTION SOCIALE (QB)","Action sociale NCA","128","2629","2140","56572527"
"44","ACTION SOCIALE (QB)","Aide a domicile","69","2887","2172","49226503"
"44","ACTION SOCIALE (QB)","Aide par le travail","32","2663","2269","36778936"
"44","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","105","5602","4776","127351386"
"44","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","74","2030","1745","49500931"
"44","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","124","3521","3120","87959805"
"44","ENSEIGNEMENT (PZ)","Autres enseignements","80","129","99","2889757"
"44","ENSEIGNEMENT (PZ)","Enseignement culturel","77","245","145","3967956"
"44","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","604","10712","9224","320300916"
"44","ENSEIGNEMENT (PZ)","Formation continue d adultes","90","825","763","25410235"
"44","SPORTS ET LOISIRS (RZ2)","Loisirs","54","1089","935","25354797"
"44","SPORTS ET LOISIRS (RZ2)","Sports","896","1477","1081","30062290"
"45","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","8","41","36","1015214"
"45","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","3","51","50","1607424"
"45","ACTION SOCIALE (QB)","Accueil d enfants handicapes","11","186","143","4789887"
"45","ACTION SOCIALE (QB)","Accueil des jeunes enfants","11","41","33","820366"
"45","ACTION SOCIALE (QB)","Action sociale NCA","94","1566","1342","34934346"
"45","ACTION SOCIALE (QB)","Aide a domicile","30","1036","842","19136121"
"45","ACTION SOCIALE (QB)","Aide par le travail","15","1298","1138","18289436"
"45","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","16","553","511","13855008"
"45","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","19","229","237","7135546"
"45","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","56","2233","1960","56960451"
"45","ENSEIGNEMENT (PZ)","Autres enseignements","36","162","142","4581854"
"45","ENSEIGNEMENT (PZ)","Enseignement culturel","35","s","s","s"
"45","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","69","1920","1729","58076603"
"45","ENSEIGNEMENT (PZ)","Formation continue d adultes","24","163","136","4759592"
"45","SPORTS ET LOISIRS (RZ2)","Loisirs","27","s","s","s"
"45","SPORTS ET LOISIRS (RZ2)","Sports","452","s","s","s"
"46","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","1","s","s","s"
"46","ACTION SOCIALE (QB)","Accueil d enfants handicapes","4","s","s","s"
"46","ACTION SOCIALE (QB)","Accueil des jeunes enfants","16","225","190","4319249"
"46","ACTION SOCIALE (QB)","Action sociale NCA","27","362","299","8068403"
"46","ACTION SOCIALE (QB)","Aide a domicile","16","548","395","8786361"
"46","ACTION SOCIALE (QB)","Aide par le travail","7","387","349","5112984"
"46","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","9","293","273","7220463"
"46","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","13","122","99","3224752"
"46","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","21","1014","895","26502367"
"46","ENSEIGNEMENT (PZ)","Autres enseignements","12","66","58","1557328"
"46","ENSEIGNEMENT (PZ)","Enseignement culturel","6","16","12","303430"
"46","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","17","310","283","8953989"
"46","ENSEIGNEMENT (PZ)","Formation continue d adultes","8","6","8","352094"
"46","SPORTS ET LOISIRS (RZ2)","Loisirs","14","27","23","565757"
"46","SPORTS ET LOISIRS (RZ2)","Sports","71","73","68","1816693"
"47","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","3","24","18","463890"
"47","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","5","29","21","594274"
"47","ACTION SOCIALE (QB)","Accueil d enfants handicapes","14","185","145","5312894"
"47","ACTION SOCIALE (QB)","Accueil des jeunes enfants","19","196","170","3858236"
"47","ACTION SOCIALE (QB)","Action sociale NCA","64","599","498","13005245"
"47","ACTION SOCIALE (QB)","Aide a domicile","70","1825","1389","29988778"
"47","ACTION SOCIALE (QB)","Aide par le travail","16","685","602","10326056"
"47","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","4","113","107","2922897"
"47","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","24","946","821","25176603"
"47","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","30","1066","951","26593850"
"47","ENSEIGNEMENT (PZ)","Autres enseignements","33","56","44","1316561"
"47","ENSEIGNEMENT (PZ)","Enseignement culturel","11","27","16","426507"
"47","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","38","929","782","25071573"
"47","ENSEIGNEMENT (PZ)","Formation continue d adultes","13","165","142","4296779"
"47","SPORTS ET LOISIRS (RZ2)","Loisirs","25","151","139","3327238"
"47","SPORTS ET LOISIRS (RZ2)","Sports","193","241","198","4818726"
"48","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","1","s","s","s"
"48","ACTION SOCIALE (QB)","Accueil des jeunes enfants","7","s","s","s"
"48","ACTION SOCIALE (QB)","Action sociale NCA","15","247","178","4265902"
"48","ACTION SOCIALE (QB)","Aide a domicile","14","264","193","4087748"
"48","ACTION SOCIALE (QB)","Aide par le travail","6","227","212","4354873"
"48","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","11","486","397","11308503"
"48","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","12","361","337","7588116"
"48","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","33","1944","1742","52001980"
"48","ENSEIGNEMENT (PZ)","Autres enseignements","22","138","128","4071399"
"48","ENSEIGNEMENT (PZ)","Enseignement culturel","4","5","s","s"
"48","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","28","585","534","18126146"
"48","ENSEIGNEMENT (PZ)","Formation continue d adultes","5","18","s","s"
"48","SPORTS ET LOISIRS (RZ2)","Loisirs","4","s","s","s"
"48","SPORTS ET LOISIRS (RZ2)","Sports","64","s","s","s"
"49","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","11","s","s","s"
"49","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","3","s","s","s"
"49","ACTION SOCIALE (QB)","Accueil d enfants handicapes","19","304","225","7353545"
"49","ACTION SOCIALE (QB)","Accueil des jeunes enfants","77","429","360","8766733"
"49","ACTION SOCIALE (QB)","Action sociale NCA","113","1984","1678","41939968"
"49","ACTION SOCIALE (QB)","Aide a domicile","76","2037","1535","35139427"
"49","ACTION SOCIALE (QB)","Aide par le travail","32","2205","1987","32450416"
"49","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","49","2709","2344","62519084"
"49","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","37","984","956","26103233"
"49","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","64","2346","2099","60017177"
"49","ENSEIGNEMENT (PZ)","Autres enseignements","47","176","145","4796146"
"49","ENSEIGNEMENT (PZ)","Enseignement culturel","34","s","s","s"
"49","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","372","7946","6921","241235703"
"49","ENSEIGNEMENT (PZ)","Formation continue d adultes","39","404","340","11288134"
"49","SPORTS ET LOISIRS (RZ2)","Loisirs","53","264","217","5510484"
"49","SPORTS ET LOISIRS (RZ2)","Sports","645","749","589","16007865"
"50","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","4","s","s","s"
"50","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","2","s","s","s"
"50","ACTION SOCIALE (QB)","Accueil d enfants handicapes","9","155","111","4056662"
"50","ACTION SOCIALE (QB)","Accueil des jeunes enfants","12","103","88","2095096"
"50","ACTION SOCIALE (QB)","Action sociale NCA","49","549","436","11841978"
"50","ACTION SOCIALE (QB)","Aide a domicile","44","2023","1407","31892266"
"50","ACTION SOCIALE (QB)","Aide par le travail","16","1439","1278","21349949"
"50","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","10","394","341","9274565"
"50","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","20","481","440","11789723"
"50","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","27","1952","1767","45041054"
"50","ENSEIGNEMENT (PZ)","Autres enseignements","30","49","33","787182"
"50","ENSEIGNEMENT (PZ)","Enseignement culturel","18","s","s","s"
"50","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","88","1951","1755","58066352"
"50","ENSEIGNEMENT (PZ)","Formation continue d adultes","10","45","36","1017635"
"50","SPORTS ET LOISIRS (RZ2)","Loisirs","23","44","37","799600"
"50","SPORTS ET LOISIRS (RZ2)","Sports","269","565","493","12233576"
"51","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","5","26","24","813348"
"51","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","5","32","27","746737"
"51","ACTION SOCIALE (QB)","Accueil d enfants handicapes","11","166","134","4203311"
"51","ACTION SOCIALE (QB)","Accueil des jeunes enfants","34","457","415","9778546"
"51","ACTION SOCIALE (QB)","Action sociale NCA","151","1529","1301","31956598"
"51","ACTION SOCIALE (QB)","Aide a domicile","54","1578","1193","27156036"
"51","ACTION SOCIALE (QB)","Aide par le travail","18","1590","1432","24192627"
"51","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","19","565","470","13052370"
"51","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","30","778","678","19718143"
"51","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","44","1547","1352","38344888"
"51","ENSEIGNEMENT (PZ)","Autres enseignements","13","182","154","4577316"
"51","ENSEIGNEMENT (PZ)","Enseignement culturel","12","22","12","349845"
"51","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","63","2218","2022","69041061"
"51","ENSEIGNEMENT (PZ)","Formation continue d adultes","27","283","254","8864025"
"51","SPORTS ET LOISIRS (RZ2)","Loisirs","16","13","13","282800"
"51","SPORTS ET LOISIRS (RZ2)","Sports","233","354","265","7408598"
"52","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","1","s","s","s"
"52","ACTION SOCIALE (QB)","Accueil d enfants handicapes","6","221","186","5437683"
"52","ACTION SOCIALE (QB)","Accueil des jeunes enfants","7","s","s","s"
"52","ACTION SOCIALE (QB)","Action sociale NCA","24","228","191","4971402"
"52","ACTION SOCIALE (QB)","Aide a domicile","21","789","543","12576582"
"52","ACTION SOCIALE (QB)","Aide par le travail","5","517","444","6129065"
"52","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","7","294","259","6777866"
"52","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","14","204","190","4732654"
"52","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","13","315","287","7944597"
"52","ENSEIGNEMENT (PZ)","Autres enseignements","4","s","s","s"
"52","ENSEIGNEMENT (PZ)","Enseignement culturel","3","s","s","s"
"52","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","16","403","358","11778219"
"52","ENSEIGNEMENT (PZ)","Formation continue d adultes","1","s","s","s"
"52","SPORTS ET LOISIRS (RZ2)","Loisirs","5","31","30","670951"
"52","SPORTS ET LOISIRS (RZ2)","Sports","90","88","82","2313823"
"53","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","14","91","78","2440527"
"53","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","1","s","s","s"
"53","ACTION SOCIALE (QB)","Accueil d enfants handicapes","16","250","212","6842668"
"53","ACTION SOCIALE (QB)","Accueil des jeunes enfants","8","s","s","s"
"53","ACTION SOCIALE (QB)","Action sociale NCA","45","448","353","9233928"
"53","ACTION SOCIALE (QB)","Aide a domicile","54","1097","827","18538987"
"53","ACTION SOCIALE (QB)","Aide par le travail","15","1208","1003","17393617"
"53","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","9","459","397","11108986"
"53","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","21","358","325","8999958"
"53","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","23","610","559","15851887"
"53","ENSEIGNEMENT (PZ)","Autres enseignements","15","s","s","s"
"53","ENSEIGNEMENT (PZ)","Enseignement culturel","2","s","s","s"
"53","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","141","2361","2114","71737842"
"53","ENSEIGNEMENT (PZ)","Formation continue d adultes","9","63","53","1667126"
"53","SPORTS ET LOISIRS (RZ2)","Loisirs","12","14","13","290519"
"53","SPORTS ET LOISIRS (RZ2)","Sports","182","211","172","6419729"
"54","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","10","63","51","1523726"
"54","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","5","184","142","3592471"
"54","ACTION SOCIALE (QB)","Accueil d enfants handicapes","6","169","141","4689283"
"54","ACTION SOCIALE (QB)","Accueil des jeunes enfants","36","280","244","5570021"
"54","ACTION SOCIALE (QB)","Action sociale NCA","131","2106","1697","44987798"
"54","ACTION SOCIALE (QB)","Aide a domicile","55","2193","1706","38097186"
"54","ACTION SOCIALE (QB)","Aide par le travail","18","1775","1563","25403239"
"54","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","30","1610","1444","39079261"
"54","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","39","1007","888","25145876"
"54","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","41","2166","1911","57139021"
"54","ENSEIGNEMENT (PZ)","Autres enseignements","37","202","184","6325017"
"54","ENSEIGNEMENT (PZ)","Enseignement culturel","22","55","34","841100"
"54","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","67","1903","1713","63333770"
"54","ENSEIGNEMENT (PZ)","Formation continue d adultes","40","278","257","8339530"
"54","SPORTS ET LOISIRS (RZ2)","Loisirs","34","226","193","4664501"
"54","SPORTS ET LOISIRS (RZ2)","Sports","319","609","487","13293354"
"55","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","5","43","36","1125214"
"55","ACTION SOCIALE (QB)","Accueil d enfants handicapes","8","79","55","2110456"
"55","ACTION SOCIALE (QB)","Accueil des jeunes enfants","14","111","105","2215277"
"55","ACTION SOCIALE (QB)","Action sociale NCA","41","564","451","10756787"
"55","ACTION SOCIALE (QB)","Aide a domicile","34","795","543","12186079"
"55","ACTION SOCIALE (QB)","Aide par le travail","7","499","471","6730992"
"55","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","6","73","65","1685163"
"55","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","14","234","215","6556999"
"55","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","11","456","400","11100493"
"55","ENSEIGNEMENT (PZ)","Autres enseignements","13","101","85","2676957"
"55","ENSEIGNEMENT (PZ)","Enseignement culturel","2","s","s","s"
"55","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","23","431","385","12501250"
"55","ENSEIGNEMENT (PZ)","Formation continue d adultes","5","s","s","s"
"55","SPORTS ET LOISIRS (RZ2)","Loisirs","11","21","32","742377"
"55","SPORTS ET LOISIRS (RZ2)","Sports","68","79","67","1647866"
"56","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","2","s","s","s"
"56","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","1","s","s","s"
"56","ACTION SOCIALE (QB)","Accueil d enfants handicapes","18","403","334","10855170"
"56","ACTION SOCIALE (QB)","Accueil des jeunes enfants","22","177","172","4134771"
"56","ACTION SOCIALE (QB)","Action sociale NCA","63","915","760","19671323"
"56","ACTION SOCIALE (QB)","Aide a domicile","51","1348","986","21407252"
"56","ACTION SOCIALE (QB)","Aide par le travail","19","1584","1429","23108689"
"56","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","31","1285","1081","29220917"
"56","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","24","1036","878","25876113"
"56","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","29","1438","1268","35177864"
"56","ENSEIGNEMENT (PZ)","Autres enseignements","68","174","137","4180697"
"56","ENSEIGNEMENT (PZ)","Enseignement culturel","47","s","s","s"
"56","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","339","6427","5770","194855936"
"56","ENSEIGNEMENT (PZ)","Formation continue d adultes","33","326","296","9902162"
"56","SPORTS ET LOISIRS (RZ2)","Loisirs","31","75","62","1476144"
"56","SPORTS ET LOISIRS (RZ2)","Sports","433","601","489","12891721"
"57","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","5","s","s","s"
"57","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","13","s","s","s"
"57","ACTION SOCIALE (QB)","Accueil d enfants handicapes","24","473","394","12723007"
"57","ACTION SOCIALE (QB)","Accueil des jeunes enfants","102","1045","912","21849564"
"57","ACTION SOCIALE (QB)","Action sociale NCA","123","2239","1777","45116095"
"57","ACTION SOCIALE (QB)","Aide a domicile","19","2455","1914","41002336"
"57","ACTION SOCIALE (QB)","Aide par le travail","32","3068","2737","43269587"
"57","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","98","4032","3571","95462885"
"57","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","47","1364","1185","34224840"
"57","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","62","2323","2068","59535706"
"57","ENSEIGNEMENT (PZ)","Autres enseignements","146","277","242","7252750"
"57","ENSEIGNEMENT (PZ)","Enseignement culturel","34","138","s","s"
"57","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","62","2085","1897","68220442"
"57","ENSEIGNEMENT (PZ)","Formation continue d adultes","28","s","122","4467892"
"57","SPORTS ET LOISIRS (RZ2)","Loisirs","45","252","186","4665223"
"57","SPORTS ET LOISIRS (RZ2)","Sports","188","393","327","8575085"
"58","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","6","39","35","1044441"
"58","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","5","109","86","2406442"
"58","ACTION SOCIALE (QB)","Accueil d enfants handicapes","3","104","85","3115090"
"58","ACTION SOCIALE (QB)","Accueil des jeunes enfants","4","105","97","2329413"
"58","ACTION SOCIALE (QB)","Action sociale NCA","46","666","564","14339970"
"58","ACTION SOCIALE (QB)","Aide a domicile","25","548","472","10401277"
"58","ACTION SOCIALE (QB)","Aide par le travail","6","392","362","5590375"
"58","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","18","707","622","16685636"
"58","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","11","271","268","7157482"
"58","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","18","749","665","19669936"
"58","ENSEIGNEMENT (PZ)","Autres enseignements","6","s","49","1033035"
"58","ENSEIGNEMENT (PZ)","Enseignement culturel","2","s","s","s"
"58","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","18","500","449","15229615"
"58","ENSEIGNEMENT (PZ)","Formation continue d adultes","13","22","s","s"
"58","SPORTS ET LOISIRS (RZ2)","Loisirs","8","7","5","115232"
"58","SPORTS ET LOISIRS (RZ2)","Sports","83","135","130","2958486"
"59","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","35","476","430","12594277"
"59","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","50","1171","1024","31383914"
"59","ACTION SOCIALE (QB)","Accueil d enfants handicapes","37","1201","992","30801251"
"59","ACTION SOCIALE (QB)","Accueil des jeunes enfants","82","1094","896","22614938"
"59","ACTION SOCIALE (QB)","Action sociale NCA","469","9220","7524","197375324"
"59","ACTION SOCIALE (QB)","Aide a domicile","99","7492","5571","124529619"
"59","ACTION SOCIALE (QB)","Aide par le travail","72","8324","7206","115268535"
"59","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","95","3529","2983","83655393"
"59","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","179","4662","3991","119884019"
"59","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","200","8658","7653","210906712"
"59","ENSEIGNEMENT (PZ)","Autres enseignements","105","885","686","22717537"
"59","ENSEIGNEMENT (PZ)","Enseignement culturel","68","146","130","3811009"
"59","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","447","17306","15269","551899924"
"59","ENSEIGNEMENT (PZ)","Formation continue d adultes","105","1357","1191","37828999"
"59","SPORTS ET LOISIRS (RZ2)","Loisirs","55","353","291","7242186"
"59","SPORTS ET LOISIRS (RZ2)","Sports","1059","1528","1240","35196744"
"60","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","3","12","11","315211"
"60","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","9","117","101","3373433"
"60","ACTION SOCIALE (QB)","Accueil d enfants handicapes","16","488","390","14349966"
"60","ACTION SOCIALE (QB)","Accueil des jeunes enfants","23","479","427","10437648"
"60","ACTION SOCIALE (QB)","Action sociale NCA","83","1355","1072","28890118"
"60","ACTION SOCIALE (QB)","Aide a domicile","32","1154","932","21056706"
"60","ACTION SOCIALE (QB)","Aide par le travail","19","1939","1728","28967217"
"60","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","39","794","749","19609142"
"60","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","28","743","723","20715453"
"60","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","47","2629","2350","66494324"
"60","ENSEIGNEMENT (PZ)","Autres enseignements","47","377","279","9666338"
"60","ENSEIGNEMENT (PZ)","Enseignement culturel","31","65","30","1070735"
"60","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","53","2121","1894","67884413"
"60","ENSEIGNEMENT (PZ)","Formation continue d adultes","33","509","356","11958805"
"60","SPORTS ET LOISIRS (RZ2)","Loisirs","46","228","182","4405379"
"60","SPORTS ET LOISIRS (RZ2)","Sports","426","566","459","15572550"
"61","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","3","s","s","s"
"61","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","6","189","183","5255997"
"61","ACTION SOCIALE (QB)","Accueil d enfants handicapes","2","s","s","s"
"61","ACTION SOCIALE (QB)","Accueil des jeunes enfants","6","37","38","832480"
"61","ACTION SOCIALE (QB)","Action sociale NCA","54","1444","1254","28818488"
"61","ACTION SOCIALE (QB)","Aide a domicile","38","1437","1129","25729861"
"61","ACTION SOCIALE (QB)","Aide par le travail","14","1237","1166","21104222"
"61","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","23","1181","1021","28894143"
