"","EPCI","jurid1","nb_etab","non_annexe","eff_EQTP","rem_brut","dep_epci","nom_complet"
"7829",247200629,"5-HORS ESS",545,"4863","4619.98","146494283","72","CC du Val de Sarthe"
"7830",247200629,"5A-PUBLIC",57,"893","795.07","22451009","72","CC du Val de Sarthe"
"7831",247200629,"5B-PRIVE",488,"3970","3824.91","124043274","72","CC du Val de Sarthe"
"7832",247200629,"6-TOTAL",612,"5040","4774.44","151169291","72","CC du Val de Sarthe"
"7833",247200686,"1-ASSO+FOND",64,"383","326.05","8994839","72","CC du Pays de l'Huisne Sarthoise"
"7834",247200686,"1A-ASSOCIATIONS",64,"383","326.05","8994839","72","CC du Pays de l'Huisne Sarthoise"
"7835",247200686,"2-COOPERATIVES",12,"57","54.36","1849150","72","CC du Pays de l'Huisne Sarthoise"
"7836",247200686,"3-MUTUELLES",4,"6","6.35","272311","72","CC du Pays de l'Huisne Sarthoise"
"7837",247200686,"4-ESS",80,"446","386.76","11116300","72","CC du Pays de l'Huisne Sarthoise"
"7838",247200686,"5-HORS ESS",805,"9721","9134.22","296033843","72","CC du Pays de l'Huisne Sarthoise"
"7839",247200686,"5A-PUBLIC",92,"1506","1360.98","41234306","72","CC du Pays de l'Huisne Sarthoise"
"7840",247200686,"5B-PRIVE",713,"8215","7773.24","254799537","72","CC du Pays de l'Huisne Sarthoise"
"7841",247200686,"6-TOTAL",885,"10167","9520.98","307150143","72","CC du Pays de l'Huisne Sarthoise"
"7842",247300015,"1-ASSO+FOND",18,"s","s","s","73","CC des Vallées d'Aigueblanche"
"7843",247300015,"1A-ASSOCIATIONS",18,"s","s","s","73","CC des Vallées d'Aigueblanche"
"7844",247300015,"2-COOPERATIVES",1,"s","s","s","73","CC des Vallées d'Aigueblanche"
"7845",247300015,"4-ESS",19,"67","79.38","1998504","73","CC des Vallées d'Aigueblanche"
"7846",247300015,"5-HORS ESS",315,"2198","2227.65","74595636","73","CC des Vallées d'Aigueblanche"
"7847",247300015,"5A-PUBLIC",26,"283","266.56","7728316","73","CC des Vallées d'Aigueblanche"
"7848",247300015,"5B-PRIVE",289,"1915","1961.09","66867320","73","CC des Vallées d'Aigueblanche"
"7849",247300015,"6-TOTAL",334,"2265","2307.03","76594140","73","CC des Vallées d'Aigueblanche"
"7850",247300254,"1-ASSO+FOND",60,"290","248.03","6917824","73","CC de Haute-Tarentaise"
"7851",247300254,"1A-ASSOCIATIONS",60,"290","248.03","6917824","73","CC de Haute-Tarentaise"
"7852",247300254,"2-COOPERATIVES",12,"103","99.82","3837751","73","CC de Haute-Tarentaise"
"7853",247300254,"4-ESS",72,"393","347.85","10755575","73","CC de Haute-Tarentaise"
"7854",247300254,"5-HORS ESS",1669,"8972","8155.93","258218626","73","CC de Haute-Tarentaise"
"7855",247300254,"5A-PUBLIC",61,"1453","1350.42","46186289","73","CC de Haute-Tarentaise"
"7856",247300254,"5B-PRIVE",1608,"7519","6805.51","212032337","73","CC de Haute-Tarentaise"
"7857",247300254,"6-TOTAL",1741,"9365","8503.78","268974201","73","CC de Haute-Tarentaise"
"7858",247300262,"1-ASSO+FOND",8,"27","17.38","382662","73","CC de Yenne"
"7859",247300262,"1A-ASSOCIATIONS",8,"27","17.38","382662","73","CC de Yenne"
"7860",247300262,"2-COOPERATIVES",4,"73","67.45","2530413","73","CC de Yenne"
"7861",247300262,"4-ESS",12,"100","84.83","2913075","73","CC de Yenne"
"7862",247300262,"5-HORS ESS",206,"818","759.52","22027016","73","CC de Yenne"
"7863",247300262,"5A-PUBLIC",35,"295","259.83","7482350","73","CC de Yenne"
"7864",247300262,"5B-PRIVE",171,"523","499.69","14544666","73","CC de Yenne"
"7865",247300262,"6-TOTAL",218,"918","844.35","24940091","73","CC de Yenne"
"7866",247300361,"1-ASSO+FOND",20,"212","182.79","3762517","73","CC du Canton de La Chambre"
"7867",247300361,"1A-ASSOCIATIONS",20,"212","182.79","3762517","73","CC du Canton de La Chambre"
"7868",247300361,"2-COOPERATIVES",3,"22","19.33","789343","73","CC du Canton de La Chambre"
"7869",247300361,"4-ESS",23,"234","202.12","4551860","73","CC du Canton de La Chambre"
"7870",247300361,"5-HORS ESS",285,"1296","1174.02","37621200","73","CC du Canton de La Chambre"
"7871",247300361,"5A-PUBLIC",35,"299","262.56","7653523","73","CC du Canton de La Chambre"
"7872",247300361,"5B-PRIVE",250,"997","911.46","29967677","73","CC du Canton de La Chambre"
"7873",247300361,"6-TOTAL",308,"1530","1376.14","42173060","73","CC du Canton de La Chambre"
"7874",247300452,"1-ASSO+FOND",28,"s","s","s","73","CC Maurienne Galibier"
"7875",247300452,"1A-ASSOCIATIONS",28,"s","s","s","73","CC Maurienne Galibier"
"7876",247300452,"2-COOPERATIVES",2,"s","s","s","73","CC Maurienne Galibier"
"7877",247300452,"4-ESS",30,"107","106.86","2875453","73","CC Maurienne Galibier"
"7878",247300452,"5-HORS ESS",314,"1384","1219.97","36522159","73","CC Maurienne Galibier"
"7879",247300452,"5A-PUBLIC",26,"385","366.91","10990841","73","CC Maurienne Galibier"
"7880",247300452,"5B-PRIVE",288,"999","853.06","25531318","73","CC Maurienne Galibier"
"7881",247300452,"6-TOTAL",344,"1491","1326.83","39397612","73","CC Maurienne Galibier"
"7882",247300528,"1-ASSO+FOND",18,"121","97.56","2527258","73","CC Val Guiers"
"7883",247300528,"1A-ASSOCIATIONS",18,"121","97.56","2527258","73","CC Val Guiers"
"7884",247300528,"2-COOPERATIVES",5,"21","21.17","899300","73","CC Val Guiers"
"7885",247300528,"4-ESS",23,"142","118.73","3426558","73","CC Val Guiers"
"7886",247300528,"5-HORS ESS",419,"3152","2893.45","85191762","73","CC Val Guiers"
"7887",247300528,"5A-PUBLIC",41,"448","388.1","11133887","73","CC Val Guiers"
"7888",247300528,"5B-PRIVE",378,"2704","2505.35","74057875","73","CC Val Guiers"
"7889",247300528,"6-TOTAL",442,"3294","3012.18","88618320","73","CC Val Guiers"
"7890",247300668,"1-ASSO+FOND",14,"57","47.08","1282156","73","CC du Lac d'Aiguebelette (CCLA)"
"7891",247300668,"1A-ASSOCIATIONS",14,"57","47.08","1282156","73","CC du Lac d'Aiguebelette (CCLA)"
"7892",247300668,"2-COOPERATIVES",5,"13","11.73","411162","73","CC du Lac d'Aiguebelette (CCLA)"
"7893",247300668,"4-ESS",19,"70","58.81","1693318","73","CC du Lac d'Aiguebelette (CCLA)"
"7894",247300668,"5-HORS ESS",183,"702","678.22","21511107","73","CC du Lac d'Aiguebelette (CCLA)"
"7895",247300668,"5A-PUBLIC",24,"215","187.55","5410823","73","CC du Lac d'Aiguebelette (CCLA)"
"7896",247300668,"5B-PRIVE",159,"487","490.67","16100284","73","CC du Lac d'Aiguebelette (CCLA)"
"7897",247300668,"6-TOTAL",202,"772","737.03","23204425","73","CC du Lac d'Aiguebelette (CCLA)"
"7898",247300676,"1-ASSO+FOND",13,"102","76.68","1801542","73","CC Porte de Maurienne"
"7899",247300676,"1A-ASSOCIATIONS",13,"102","76.68","1801542","73","CC Porte de Maurienne"
"7900",247300676,"2-COOPERATIVES",3,"19","19.89","902160","73","CC Porte de Maurienne"
"7901",247300676,"4-ESS",16,"121","96.57","2703702","73","CC Porte de Maurienne"
"7902",247300676,"5-HORS ESS",169,"1078","1049.08","33816980","73","CC Porte de Maurienne"
"7903",247300676,"5A-PUBLIC",35,"449","413.25","12983058","73","CC Porte de Maurienne"
"7904",247300676,"5B-PRIVE",134,"629","635.83","20833922","73","CC Porte de Maurienne"
"7905",247300676,"6-TOTAL",185,"1199","1145.65","36520682","73","CC Porte de Maurienne"
"7906",247300817,"1-ASSO+FOND",41,"489","409.66","9797836","73","CC Les Versants d'Aime"
"7907",247300817,"1A-ASSOCIATIONS",41,"489","409.66","9797836","73","CC Les Versants d'Aime"
"7908",247300817,"2-COOPERATIVES",5,"26","29.5","1224985","73","CC Les Versants d'Aime"
"7909",247300817,"4-ESS",46,"515","439.16","11022821","73","CC Les Versants d'Aime"
"7910",247300817,"5-HORS ESS",762,"3571","3459.55","105414296","73","CC Les Versants d'Aime"
"7911",247300817,"5A-PUBLIC",32,"538","510.91","15012125","73","CC Les Versants d'Aime"
"7912",247300817,"5B-PRIVE",730,"3033","2948.64","90402171","73","CC Les Versants d'Aime"
"7913",247300817,"6-TOTAL",808,"4086","3898.71","116437117","73","CC Les Versants d'Aime"
"7914",247400047,"1-ASSO+FOND",22,"s","s","s","74","CC de la Vallée Verte"
"7915",247400047,"1A-ASSOCIATIONS",22,"s","s","s","74","CC de la Vallée Verte"
"7916",247400047,"2-COOPERATIVES",1,"s","s","s","74","CC de la Vallée Verte"
"7917",247400047,"4-ESS",23,"163","134.97","3814774","74","CC de la Vallée Verte"
"7918",247400047,"5-HORS ESS",148,"540","513.15","15183166","74","CC de la Vallée Verte"
"7919",247400047,"5A-PUBLIC",22,"170","169.2","5069583","74","CC de la Vallée Verte"
"7920",247400047,"5B-PRIVE",126,"370","343.95","10113583","74","CC de la Vallée Verte"
"7921",247400047,"6-TOTAL",171,"703","648.12","18997940","74","CC de la Vallée Verte"
"7922",247400112,"1-ASSO+FOND",37,"312","255.97","6593554","74","CC du Pays de Cruseilles"
"7923",247400112,"1A-ASSOCIATIONS",37,"312","255.97","6593554","74","CC du Pays de Cruseilles"
"7924",247400112,"2-COOPERATIVES",7,"50","42.56","1556763","74","CC du Pays de Cruseilles"
"7925",247400112,"4-ESS",44,"362","298.53","8150317","74","CC du Pays de Cruseilles"
"7926",247400112,"5-HORS ESS",342,"2432","2263.71","75569145","74","CC du Pays de Cruseilles"
"7927",247400112,"5A-PUBLIC",32,"498","430.07","12849386","74","CC du Pays de Cruseilles"
"7928",247400112,"5B-PRIVE",310,"1934","1833.64","62719759","74","CC du Pays de Cruseilles"
"7929",247400112,"6-TOTAL",386,"2794","2562.24","83719462","74","CC du Pays de Cruseilles"
"7930",247400567,"1-ASSO+FOND",16,"190","155.62","4320142","74","CC Fier et Usses"
"7931",247400567,"1A-ASSOCIATIONS",16,"190","155.62","4320142","74","CC Fier et Usses"
"7932",247400567,"2-COOPERATIVES",5,"118","120.45","3796213","74","CC Fier et Usses"
"7933",247400567,"4-ESS",21,"308","276.07","8116355","74","CC Fier et Usses"
"7934",247400567,"5-HORS ESS",372,"2341","2183.69","74108004","74","CC Fier et Usses"
"7935",247400567,"5A-PUBLIC",22,"347","313.21","9378155","74","CC Fier et Usses"
"7936",247400567,"5B-PRIVE",350,"1994","1870.48","64729849","74","CC Fier et Usses"
"7937",247400567,"6-TOTAL",393,"2649","2459.76","82224359","74","CC Fier et Usses"
"7938",247400583,"1-ASSO+FOND",30,"507","433.75","12934953","74","CC Arve et Salève"
"7939",247400583,"1A-ASSOCIATIONS",26,"217","181.76","5302995","74","CC Arve et Salève"
"7940",247400583,"1B-FONDATIONS",4,"290","251.99","7631958","74","CC Arve et Salève"
"7941",247400583,"2-COOPERATIVES",5,"s","s","s","74","CC Arve et Salève"
"7942",247400583,"3-MUTUELLES",1,"s","s","s","74","CC Arve et Salève"
"7943",247400583,"4-ESS",36,"573","507.33","15792230","74","CC Arve et Salève"
"7944",247400583,"5-HORS ESS",357,"2235","2054.55","62994639","74","CC Arve et Salève"
"7945",247400583,"5A-PUBLIC",28,"780","684.43","19798584","74","CC Arve et Salève"
"7946",247400583,"5B-PRIVE",329,"1455","1370.12","43196055","74","CC Arve et Salève"
"7947",247400583,"6-TOTAL",393,"2808","2561.88","78786869","74","CC Arve et Salève"
"7948",247400617,"1-ASSO+FOND",87,"570","499.49","14881808","74","CC des Vallées de Thônes"
"7949",247400617,"1A-ASSOCIATIONS",86,"s","s","s","74","CC des Vallées de Thônes"
"7950",247400617,"1B-FONDATIONS",1,"s","s","s","74","CC des Vallées de Thônes"
"7951",247400617,"2-COOPERATIVES",9,"83","82.49","3479307","74","CC des Vallées de Thônes"
"7952",247400617,"4-ESS",96,"653","581.98","18361115","74","CC des Vallées de Thônes"
"7953",247400617,"5-HORS ESS",1189,"5593","5298.55","174144954","74","CC des Vallées de Thônes"
"7954",247400617,"5A-PUBLIC",43,"716","644.05","19876753","74","CC des Vallées de Thônes"
"7955",247400617,"5B-PRIVE",1146,"4877","4654.5","154268201","74","CC des Vallées de Thônes"
"7956",247400617,"6-TOTAL",1285,"6246","5880.53","192506069","74","CC des Vallées de Thônes"
"7957",247400666,"1-ASSO+FOND",33,"222","186.77","5351388","74","CC des Quatre Rivières"
"7958",247400666,"1A-ASSOCIATIONS",33,"222","186.77","5351388","74","CC des Quatre Rivières"
"7959",247400666,"2-COOPERATIVES",7,"91","84.72","3615425","74","CC des Quatre Rivières"
"7960",247400666,"4-ESS",40,"313","271.49","8966813","74","CC des Quatre Rivières"
"7961",247400666,"5-HORS ESS",452,"2846","2593.17","85384491","74","CC des Quatre Rivières"
"7962",247400666,"5A-PUBLIC",34,"721","625.65","18629323","74","CC des Quatre Rivières"
"7963",247400666,"5B-PRIVE",418,"2125","1967.52","66755168","74","CC des Quatre Rivières"
"7964",247400666,"6-TOTAL",492,"3159","2864.66","94351304","74","CC des Quatre Rivières"
"7965",247400682,"1-ASSO+FOND",56,"270","251.99","7028690","74","CC du Haut-Chablais"
"7966",247400682,"1A-ASSOCIATIONS",56,"270","251.99","7028690","74","CC du Haut-Chablais"
"7967",247400682,"2-COOPERATIVES",6,"32","34.03","1442007","74","CC du Haut-Chablais"
"7968",247400682,"4-ESS",62,"302","286.02","8470697","74","CC du Haut-Chablais"
"7969",247400682,"5-HORS ESS",1106,"4050","3955.5","119994525","74","CC du Haut-Chablais"
"7970",247400682,"5A-PUBLIC",37,"432","415.61","12323219","74","CC du Haut-Chablais"
"7971",247400682,"5B-PRIVE",1069,"3618","3539.89","107671306","74","CC du Haut-Chablais"
"7972",247400682,"6-TOTAL",1168,"4352","4241.52","128465222","74","CC du Haut-Chablais"
"7973",247400690,"1-ASSO+FOND",71,"515","426.79","12840271","74","CC du Genevois"
"7974",247400690,"1A-ASSOCIATIONS",71,"515","426.79","12840271","74","CC du Genevois"
"7975",247400690,"2-COOPERATIVES",11,"148","138.34","5930595","74","CC du Genevois"
"7976",247400690,"4-ESS",82,"663","565.13","18770866","74","CC du Genevois"
"7977",247400690,"5-HORS ESS",934,"7877","7281.77","247991437","74","CC du Genevois"
"7978",247400690,"5A-PUBLIC",65,"2381","2171.74","69356557","74","CC du Genevois"
"7979",247400690,"5B-PRIVE",869,"5496","5110.03","178634880","74","CC du Genevois"
"7980",247400690,"6-TOTAL",1016,"8540","7846.9","266762303","74","CC du Genevois"
"7981",247400724,"1-ASSO+FOND",46,"661","562.19","17374875","74","CC du Pays Rochois"
"7982",247400724,"1A-ASSOCIATIONS",45,"s","s","s","74","CC du Pays Rochois"
"7983",247400724,"1B-FONDATIONS",1,"s","s","s","74","CC du Pays Rochois"
"7984",247400724,"2-COOPERATIVES",11,"149","144.77","6085376","74","CC du Pays Rochois"
"7985",247400724,"3-MUTUELLES",4,"8","8.7","227460","74","CC du Pays Rochois"
"7986",247400724,"4-ESS",61,"818","715.66","23687711","74","CC du Pays Rochois"
"7987",247400724,"5-HORS ESS",793,"6956","6567.82","225776245","74","CC du Pays Rochois"
"7988",247400724,"5A-PUBLIC",50,"1487","1342.35","42234212","74","CC du Pays Rochois"
"7989",247400724,"5B-PRIVE",743,"5469","5225.47","183542033","74","CC du Pays Rochois"
"7990",247400724,"6-TOTAL",854,"7774","7283.48","249463956","74","CC du Pays Rochois"
"7991",247400740,"1-ASSO+FOND",51,"422","346.2","10025182","74","CC Rumilly Terre de Savoie"
"7992",247400740,"1A-ASSOCIATIONS",51,"422","346.2","10025182","74","CC Rumilly Terre de Savoie"
"7993",247400740,"2-COOPERATIVES",6,"119","127.17","5422143","74","CC Rumilly Terre de Savoie"
"7994",247400740,"3-MUTUELLES",5,"16","15.76","654172","74","CC Rumilly Terre de Savoie"
"7995",247400740,"4-ESS",62,"557","489.13","16101497","74","CC Rumilly Terre de Savoie"
"7996",247400740,"5-HORS ESS",714,"7375","6940.91","234931249","74","CC Rumilly Terre de Savoie"
"7997",247400740,"5A-PUBLIC",64,"1482","1333.89","41886159","74","CC Rumilly Terre de Savoie"
"7998",247400740,"5B-PRIVE",650,"5893","5607.02","193045090","74","CC Rumilly Terre de Savoie"
"7999",247400740,"6-TOTAL",776,"7932","7430.04","251032746","74","CC Rumilly Terre de Savoie"
"8000",247400773,"1-ASSO+FOND",37,"319","259.74","7249188","74","CC des sources du lac d'Annecy"
"8001",247400773,"1A-ASSOCIATIONS",33,"235","183.73","5435368","74","CC des sources du lac d'Annecy"
"8002",247400773,"1B-FONDATIONS",4,"84","76.01","1813820","74","CC des sources du lac d'Annecy"
"8003",247400773,"2-COOPERATIVES",9,"s","s","s","74","CC des sources du lac d'Annecy"
"8004",247400773,"3-MUTUELLES",1,"s","s","s","74","CC des sources du lac d'Annecy"
"8005",247400773,"4-ESS",47,"361","303.3","9217178","74","CC des sources du lac d'Annecy"
"8006",247400773,"5-HORS ESS",394,"3470","3382.36","147837451","74","CC des sources du lac d'Annecy"
"8007",247400773,"5A-PUBLIC",25,"515","483.15","14566959","74","CC des sources du lac d'Annecy"
"8008",247400773,"5B-PRIVE",369,"2955","2899.21","133270492","74","CC des sources du lac d'Annecy"
"8009",247400773,"6-TOTAL",441,"3831","3685.66","157054629","74","CC des sources du lac d'Annecy"
"8010",247600505,"1-ASSO+FOND",31,"120","100.73","2799903","76","CC Campagne-de-Caux"
"8011",247600505,"1A-ASSOCIATIONS",31,"120","100.73","2799903","76","CC Campagne-de-Caux"
"8012",247600505,"2-COOPERATIVES",7,"60","60.88","2073975","76","CC Campagne-de-Caux"
"8013",247600505,"4-ESS",38,"180","161.61","4873878","76","CC Campagne-de-Caux"
"8014",247600505,"5-HORS ESS",316,"1402","1304.22","38295720","76","CC Campagne-de-Caux"
"8015",247600505,"5A-PUBLIC",56,"356","316.2","9410660","76","CC Campagne-de-Caux"
"8016",247600505,"5B-PRIVE",260,"1046","988.02","28885060","76","CC Campagne-de-Caux"
"8017",247600505,"6-TOTAL",354,"1582","1465.83","43169598","76","CC Campagne-de-Caux"
"8018",247600588,"1-ASSO+FOND",62,"397","353.82","8485085","76","CC des Villes Soeurs"
"8019",247600588,"1A-ASSOCIATIONS",62,"397","353.82","8485085","76","CC des Villes Soeurs"
"8020",247600588,"2-COOPERATIVES",13,"48","45.66","2103884","76","CC des Villes Soeurs"
"8021",247600588,"3-MUTUELLES",6,"35","35.39","1245072","76","CC des Villes Soeurs"
"8022",247600588,"4-ESS",81,"480","434.87","11834041","76","CC des Villes Soeurs"
"8023",247600588,"5-HORS ESS",1012,"9982","9527.19","304486574","76","CC des Villes Soeurs"
"8024",247600588,"5A-PUBLIC",100,"1831","1695.3","51519190","76","CC des Villes Soeurs"
"8025",247600588,"5B-PRIVE",912,"8151","7831.89","252967384","76","CC des Villes Soeurs"
"8026",247600588,"6-TOTAL",1093,"10462","9962.06","316320615","76","CC des Villes Soeurs"
"8027",247600604,"1-ASSO+FOND",15,"s","s","s","76","CC de Londinières"
"8028",247600604,"1A-ASSOCIATIONS",15,"s","s","s","76","CC de Londinières"
"8029",247600604,"2-COOPERATIVES",4,"s","5.22","186891","76","CC de Londinières"
"8030",247600604,"4-ESS",19,"83","75.24","2067084","76","CC de Londinières"
"8031",247600604,"5-HORS ESS",168,"618","574.07","16154409","76","CC de Londinières"
"8032",247600604,"5A-PUBLIC",34,"104","89.07","2510347","76","CC de Londinières"
"8033",247600604,"5B-PRIVE",134,"514","485","13644062","76","CC de Londinières"
"8034",247600604,"6-TOTAL",187,"701","649.31","18221493","76","CC de Londinières"
"8035",247600620,"1-ASSO+FOND",60,"678","610.24","16542149","76","CC Yvetot Normandie"
"8036",247600620,"1A-ASSOCIATIONS",59,"s","s","s","76","CC Yvetot Normandie"
"8037",247600620,"1B-FONDATIONS",1,"s","s","s","76","CC Yvetot Normandie"
"8038",247600620,"2-COOPERATIVES",10,"133","127.45","5181162","76","CC Yvetot Normandie"
"8039",247600620,"3-MUTUELLES",4,"16","14.75","613219","76","CC Yvetot Normandie"
"8040",247600620,"4-ESS",74,"827","752.44","22336530","76","CC Yvetot Normandie"
"8041",247600620,"5-HORS ESS",801,"8961","8030.66","253363007","76","CC Yvetot Normandie"
"8042",247600620,"5A-PUBLIC",77,"3018","2760.91","89984365","76","CC Yvetot Normandie"
"8043",247600620,"5B-PRIVE",724,"5943","5269.75","163378642","76","CC Yvetot Normandie"
"8044",247600620,"6-TOTAL",875,"9788","8783.1","275699537","76","CC Yvetot Normandie"
"8045",247600646,"1-ASSO+FOND",37,"406","327.98","8702874","76","CC Caux - Austreberthe"
"8046",247600646,"1A-ASSOCIATIONS",37,"406","327.98","8702874","76","CC Caux - Austreberthe"
"8047",247600646,"2-COOPERATIVES",8,"31","31.86","1456789","76","CC Caux - Austreberthe"
"8048",247600646,"3-MUTUELLES",4,"11","10.86","486007","76","CC Caux - Austreberthe"
"8049",247600646,"4-ESS",49,"448","370.7","10645670","76","CC Caux - Austreberthe"
"8050",247600646,"5-HORS ESS",628,"6809","6225.88","186891055","76","CC Caux - Austreberthe"
"8051",247600646,"5A-PUBLIC",48,"1402","1295.41","41736503","76","CC Caux - Austreberthe"
"8052",247600646,"5B-PRIVE",580,"5407","4930.47","145154552","76","CC Caux - Austreberthe"
"8053",247600646,"6-TOTAL",677,"7257","6596.58","197536725","76","CC Caux - Austreberthe"
"8054",247600729,"1-ASSO+FOND",32,"248","190.29","4575687","76","CC Falaises du Talou"
"8055",247600729,"1A-ASSOCIATIONS",32,"248","190.29","4575687","76","CC Falaises du Talou"
"8056",247600729,"2-COOPERATIVES",7,"25","28.45","1174758","76","CC Falaises du Talou"
"8057",247600729,"4-ESS",39,"273","218.74","5750445","76","CC Falaises du Talou"
"8058",247600729,"5-HORS ESS",471,"3776","3566.77","127082922","76","CC Falaises du Talou"
"8059",247600729,"5A-PUBLIC",82,"820","710.62","19585325","76","CC Falaises du Talou"
"8060",247600729,"5B-PRIVE",389,"2956","2856.15","107497597","76","CC Falaises du Talou"
"8061",247600729,"6-TOTAL",510,"4049","3785.51","132833367","76","CC Falaises du Talou"
"8062",247700032,"1-ASSO+FOND",83,"747","650.41","20713398","77","CC Moret Seine et Loing"
"8063",247700032,"1A-ASSOCIATIONS",79,"408","342.74","9847699","77","CC Moret Seine et Loing"
"8064",247700032,"1B-FONDATIONS",4,"339","307.67","10865699","77","CC Moret Seine et Loing"
"8065",247700032,"2-COOPERATIVES",8,"33","29.55","1265867","77","CC Moret Seine et Loing"
"8066",247700032,"4-ESS",91,"780","679.96","21979265","77","CC Moret Seine et Loing"
"8067",247700032,"5-HORS ESS",801,"4893","4620.87","166162599","77","CC Moret Seine et Loing"
"8068",247700032,"5A-PUBLIC",91,"1406","1323.92","41808664","77","CC Moret Seine et Loing"
"8069",247700032,"5B-PRIVE",710,"3487","3296.95","124353935","77","CC Moret Seine et Loing"
"8070",247700032,"6-TOTAL",892,"5673","5300.83","188141864","77","CC Moret Seine et Loing"
"8071",247700065,"1-ASSO+FOND",37,"s","s","s","77","CC du Pays de l'Ourcq"
"8072",247700065,"1A-ASSOCIATIONS",37,"s","s","s","77","CC du Pays de l'Ourcq"
"8073",247700065,"2-COOPERATIVES",2,"s","s","s","77","CC du Pays de l'Ourcq"
"8074",247700065,"4-ESS",39,"178","154.15","4568702","77","CC du Pays de l'Ourcq"
"8075",247700065,"5-HORS ESS",334,"2081","1971.8","65646274","77","CC du Pays de l'Ourcq"
"8076",247700065,"5A-PUBLIC",69,"650","600.03","18759769","77","CC du Pays de l'Ourcq"
"8077",247700065,"5B-PRIVE",265,"1431","1371.77","46886505","77","CC du Pays de l'Ourcq"
"8078",247700065,"6-TOTAL",373,"2259","2125.95","70214976","77","CC du Pays de l'Ourcq"
"8079",247700107,"1-ASSO+FOND",53,"418","374.01","11228202","77","CC Pays de Montereau"
"8080",247700107,"1A-ASSOCIATIONS",53,"418","374.01","11228202","77","CC Pays de Montereau"
"8081",247700107,"2-COOPERATIVES",10,"s","s","s","77","CC Pays de Montereau"
"8082",247700107,"3-MUTUELLES",3,"5","s","s","77","CC Pays de Montereau"
"8083",247700107,"4-ESS",66,"510","465.87","14802838","77","CC Pays de Montereau"
"8084",247700107,"5-HORS ESS",1035,"10340","9778.03","327936219","77","CC Pays de Montereau"
"8085",247700107,"5A-PUBLIC",101,"3367","3229.42","110373975","77","CC Pays de Montereau"
"8086",247700107,"5B-PRIVE",934,"6973","6548.61","217562244","77","CC Pays de Montereau"
"8087",247700107,"6-TOTAL",1101,"10850","10243.9","342739057","77","CC Pays de Montereau"
"8088",247700644,"1-ASSO+FOND",48,"331","286.75","9996908","77","CC l'Orée de la Brie"
"8089",247700644,"1A-ASSOCIATIONS",47,"s","s","s","77","CC l'Orée de la Brie"
"8090",247700644,"1B-FONDATIONS",1,"s","s","s","77","CC l'Orée de la Brie"
"8091",247700644,"2-COOPERATIVES",6,"s","s","s","77","CC l'Orée de la Brie"
"8092",247700644,"3-MUTUELLES",1,"s","s","s","77","CC l'Orée de la Brie"
"8093",247700644,"4-ESS",55,"460","411.14","15233321","77","CC l'Orée de la Brie"
"8094",247700644,"5-HORS ESS",1030,"11360","10656.98","365517720","77","CC l'Orée de la Brie"
"8095",247700644,"5A-PUBLIC",32,"1202","1135.3","37066324","77","CC l'Orée de la Brie"
"8096",247700644,"5B-PRIVE",998,"10158","9521.68","328451396","77","CC l'Orée de la Brie"
"8097",247700644,"6-TOTAL",1085,"11820","11068.12","380751041","77","CC l'Orée de la Brie"
"8098",247700701,"1-ASSO+FOND",55,"418","332.4","9037994","77","CC Brie Nangissienne"
"8099",247700701,"1A-ASSOCIATIONS",55,"418","332.4","9037994","77","CC Brie Nangissienne"
"8100",247700701,"2-COOPERATIVES",8,"52","48.07","1767337","77","CC Brie Nangissienne"
"8101",247700701,"4-ESS",63,"470","380.47","10805331","77","CC Brie Nangissienne"
"8102",247700701,"5-HORS ESS",598,"4969","4752.72","173156116","77","CC Brie Nangissienne"
"8103",247700701,"5A-PUBLIC",74,"1138","1111.44","32724294","77","CC Brie Nangissienne"
"8104",247700701,"5B-PRIVE",524,"3831","3641.28","140431822","77","CC Brie Nangissienne"
"8105",247700701,"6-TOTAL",661,"5439","5133.19","183961447","77","CC Brie Nangissienne"
"8106",247800550,"1-ASSO+FOND",54,"766","682.87","22143200","78","CC du Pays Houdanais (CCPH)"
"8107",247800550,"1A-ASSOCIATIONS",53,"s","s","s","78","CC du Pays Houdanais (CCPH)"
"8108",247800550,"1B-FONDATIONS",1,"s","s","s","78","CC du Pays Houdanais (CCPH)"
"8109",247800550,"2-COOPERATIVES",5,"110","108.79","6294935","78","CC du Pays Houdanais (CCPH)"
"8110",247800550,"4-ESS",59,"876","791.66","28438135","78","CC du Pays Houdanais (CCPH)"
"8111",247800550,"5-HORS ESS",858,"4786","4457.36","148179786","78","CC du Pays Houdanais (CCPH)"
"8112",247800550,"5A-PUBLIC",87,"974","882.85","26983045","78","CC du Pays Houdanais (CCPH)"
"8113",247800550,"5B-PRIVE",771,"3812","3574.51","121196741","78","CC du Pays Houdanais (CCPH)"
"8114",247800550,"6-TOTAL",917,"5662","5249.02","176617921","78","CC du Pays Houdanais (CCPH)"
"8115",247800618,"1-ASSO+FOND",109,"864","730.03","22887866","78","CC Coeur d'Yvelines"
"8116",247800618,"1A-ASSOCIATIONS",108,"s","s","s","78","CC Coeur d'Yvelines"
"8117",247800618,"1B-FONDATIONS",1,"s","s","s","78","CC Coeur d'Yvelines"
"8118",247800618,"2-COOPERATIVES",11,"s","s","s","78","CC Coeur d'Yvelines"
"8119",247800618,"3-MUTUELLES",1,"s","s","s","78","CC Coeur d'Yvelines"
