"ESS","famille","typo_C","typo_C_det","taille_etab","IDF","nb_etab","nb_ent","eff_31","eff_EQTP","rem_brut"
"Hors ESS","Public","ENSEIGNEMENT (PZ)","Enseignement culturel","Toutes entreprises","Hors IDF","28","14","s","s","s"
"Hors ESS","Public","ENSEIGNEMENT (PZ)","Enseignement culturel","Toutes entreprises","IDF","28","2","s","s","s"
"Hors ESS","Public","ENSEIGNEMENT (PZ)","Enseignement de disciplines sportives et d activites de lois","Toutes entreprises","Hors IDF","74","29","s","s","s"
"Hors ESS","Public","ENSEIGNEMENT (PZ)","Enseignement de disciplines sportives et d activites de lois","Toutes entreprises","IDF","7","2","s","s","s"
"Hors ESS","Public","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","Toutes entreprises","Hors IDF","46653","7826","929428","866054","32104290657"
"Hors ESS","Public","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","Toutes entreprises","IDF","8167","1549","250060","234728","8540324850"
"Hors ESS","Public","ENSEIGNEMENT (PZ)","Formation d adultes","Toutes entreprises","Hors IDF","690","45","30542","25684","869234042"
"Hors ESS","Public","ENSEIGNEMENT (PZ)","Formation d adultes","Toutes entreprises","IDF","64","9","5110","4374","170791266"
"Hors ESS","Public","SPORTS ET LOISIRS (RZ2)","Loisirs","Toutes entreprises","Hors IDF","185","31","s","s","s"
"Hors ESS","Public","SPORTS ET LOISIRS (RZ2)","Loisirs","Toutes entreprises","IDF","7","2","s","s","s"
"Hors ESS","Public","SPORTS ET LOISIRS (RZ2)","Sports","Toutes entreprises","Hors IDF","190","106","s","s","s"
"Hors ESS","Public","SPORTS ET LOISIRS (RZ2)","Sports","Toutes entreprises","IDF","247","28","s","s","s"
"ESS","1. Coopérative","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","2 - Petites entreprises","Ensemble","1","1","s","s","s"
"ESS","1. Coopérative","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","1 - Micro entreprise","Ensemble","1","1","s","s","s"
"ESS","1. Coopérative","ACTION SOCIALE (QB)","Accueil des jeunes enfants","1 - Micro entreprise","Ensemble","32","15","s","s","s"
"ESS","1. Coopérative","ACTION SOCIALE (QB)","Accueil des jeunes enfants","2 - Petites entreprises","Ensemble","21","7","317","210","5338464"
"ESS","1. Coopérative","ACTION SOCIALE (QB)","Action sociale NCA","1 - Micro entreprise","Ensemble","24","14","s","s","s"
"ESS","1. Coopérative","ACTION SOCIALE (QB)","Action sociale NCA","2 - Petites entreprises","Ensemble","9","7","172","161","3985393"
"ESS","1. Coopérative","ACTION SOCIALE (QB)","Action sociale NCA","3 - Moyennes entreprises","Ensemble","2","2","s","s","s"
"ESS","1. Coopérative","ACTION SOCIALE (QB)","Aide a domicile","1 - Micro entreprise","Ensemble","10","8","s","s","s"
"ESS","1. Coopérative","ACTION SOCIALE (QB)","Aide a domicile","2 - Petites entreprises","Ensemble","17","14","268","172","3817462"
"ESS","1. Coopérative","ACTION SOCIALE (QB)","Aide a domicile","3 - Moyennes entreprises","Ensemble","9","7","s","s","s"
"ESS","1. Coopérative","ACTION SOCIALE (QB)","Aide a domicile","4 - Grandes entreprises","Ensemble","1","1","s","s","s"
"ESS","1. Coopérative","ACTION SOCIALE (QB)","Aide par le travail","1 - Micro entreprise","Ensemble","2","0","s","s","s"
"ESS","1. Coopérative","ACTION SOCIALE (QB)","Aide par le travail","2 - Petites entreprises","Ensemble","3","2","s","s","s"
"ESS","1. Coopérative","ACTION SOCIALE (QB)","Aide par le travail","3 - Moyennes entreprises","Ensemble","1","0","s","s","s"
"ESS","1. Coopérative","ACTION SOCIALE (QB)","Hebergement medico-social et social","1 - Micro entreprise","Ensemble","12","12","s","s","s"
"ESS","1. Coopérative","ACTION SOCIALE (QB)","Hebergement medico-social et social","2 - Petites entreprises","Ensemble","1","1","s","s","s"
"ESS","1. Coopérative","ACTION SOCIALE (QB)","Hebergement medico-social et social","3 - Moyennes entreprises","Ensemble","2","2","s","s","s"
"ESS","1. Coopérative","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1 - Micro entreprise","Ensemble","33","17","72","66","2845129"
"ESS","1. Coopérative","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","2 - Petites entreprises","Ensemble","6","1","s","s","s"
"ESS","1. Coopérative","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","3 - Moyennes entreprises","Ensemble","1","0","s","s","s"
"ESS","1. Coopérative","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","4 - Grandes entreprises","Ensemble","2","1","s","s","s"
"ESS","1. Coopérative","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","1 - Micro entreprise","Ensemble","10977","1292","43999","45347","2012461467"
"ESS","1. Coopérative","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","2 - Petites entreprises","Ensemble","2572","213","s","s","s"
"ESS","1. Coopérative","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","3 - Moyennes entreprises","Ensemble","159","15","s","s","s"
"ESS","1. Coopérative","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","4 - Grandes entreprises","Ensemble","107","39","s","s","s"
"ESS","1. Coopérative","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","3 - Moyennes entreprises","Ensemble","6","1","s","s","s"
"ESS","1. Coopérative","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","4 - Grandes entreprises","Ensemble","2","0","s","s","s"
"ESS","1. Coopérative","ARTS SPECTACLES (RZ1)","Arts du spectacle vivant et soutien au spectacle vivant","1 - Micro entreprise","Ensemble","56","46","s","s","s"
"ESS","1. Coopérative","ARTS SPECTACLES (RZ1)","Arts du spectacle vivant et soutien au spectacle vivant","2 - Petites entreprises","Ensemble","19","19","348","391","13335421"
"ESS","1. Coopérative","ARTS SPECTACLES (RZ1)","Arts du spectacle vivant et soutien au spectacle vivant","3 - Moyennes entreprises","Ensemble","4","4","s","s","s"
"ESS","1. Coopérative","ARTS SPECTACLES (RZ1)","Création artistique","1 - Micro entreprise","Ensemble","4","3","s","s","s"
"ESS","1. Coopérative","ARTS SPECTACLES (RZ1)","Création artistique","2 - Petites entreprises","Ensemble","1","1","s","s","s"
"ESS","1. Coopérative","ARTS SPECTACLES (RZ1)","Gestion des spectacles","1 - Micro entreprise","Ensemble","2","2","s","s","s"
"ESS","1. Coopérative","ARTS SPECTACLES (RZ1)","Gestion des spectacles","2 - Petites entreprises","Ensemble","1","1","s","s","s"
"ESS","1. Coopérative","ARTS SPECTACLES (RZ1)","Gestion des spectacles","3 - Moyennes entreprises","Ensemble","1","1","s","s","s"
"ESS","1. Coopérative","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Autres industries (BE)","1 - Micro entreprise","Ensemble","243","192","s","s","s"
"ESS","1. Coopérative","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Autres industries (BE)","2 - Petites entreprises","Ensemble","180","138","3858","3587","118827311"
"ESS","1. Coopérative","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Autres industries (BE)","3 - Moyennes entreprises","Ensemble","58","43","s","s","s"
"ESS","1. Coopérative","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Autres industries (BE)","4 - Grandes entreprises","Ensemble","3","3","s","s","s"
"ESS","1. Coopérative","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Construction (FZ)","1 - Micro entreprise","Ensemble","462","402","s","s","s"
"ESS","1. Coopérative","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Construction (FZ)","2 - Petites entreprises","Ensemble","258","215","5682","5467","186340185"
"ESS","1. Coopérative","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Construction (FZ)","3 - Moyennes entreprises","Ensemble","42","33","s","s","s"
"ESS","1. Coopérative","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Construction (FZ)","4 - Grandes entreprises","Ensemble","2","1","s","s","s"
"ESS","1. Coopérative","ENSEIGNEMENT (PZ)","Autres enseignements","1 - Micro entreprise","Ensemble","15","13","s","48","1479678"
"ESS","1. Coopérative","ENSEIGNEMENT (PZ)","Autres enseignements","2 - Petites entreprises","Ensemble","5","4","s","s","s"
"ESS","1. Coopérative","ENSEIGNEMENT (PZ)","Autres enseignements","3 - Moyennes entreprises","Ensemble","1","1","s","s","s"
"ESS","1. Coopérative","ENSEIGNEMENT (PZ)","Enseignement culturel","1 - Micro entreprise","Ensemble","3","3","s","s","s"
"ESS","1. Coopérative","ENSEIGNEMENT (PZ)","Enseignement culturel","2 - Petites entreprises","Ensemble","2","1","s","s","s"
"ESS","1. Coopérative","ENSEIGNEMENT (PZ)","Enseignement de disciplines sportives et d activites de lois","1 - Micro entreprise","Ensemble","5","4","s","s","s"
"ESS","1. Coopérative","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","1 - Micro entreprise","Ensemble","3","3","s","s","s"
"ESS","1. Coopérative","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","2 - Petites entreprises","Ensemble","2","2","s","s","s"
"ESS","1. Coopérative","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","3 - Moyennes entreprises","Ensemble","1","1","s","s","s"
"ESS","1. Coopérative","ENSEIGNEMENT (PZ)","Formation d adultes","1 - Micro entreprise","Ensemble","149","73","s","s","s"
"ESS","1. Coopérative","ENSEIGNEMENT (PZ)","Formation d adultes","2 - Petites entreprises","Ensemble","68","26","1122","955","29947435"
"ESS","1. Coopérative","ENSEIGNEMENT (PZ)","Formation d adultes","3 - Moyennes entreprises","Ensemble","8","3","s","s","s"
"ESS","1. Coopérative","SPORTS ET LOISIRS (RZ2)","Loisirs","1 - Micro entreprise","Ensemble","14","7","s","s","s"
"ESS","1. Coopérative","SPORTS ET LOISIRS (RZ2)","Loisirs","2 - Petites entreprises","Ensemble","5","4","s","s","s"
"ESS","1. Coopérative","SPORTS ET LOISIRS (RZ2)","Loisirs","3 - Moyennes entreprises","Ensemble","1","1","s","s","s"
"ESS","1. Coopérative","SPORTS ET LOISIRS (RZ2)","Sports","1 - Micro entreprise","Ensemble","4","4","s","s","s"
"ESS","1. Coopérative","SPORTS ET LOISIRS (RZ2)","Sports","2 - Petites entreprises","Ensemble","1","1","s","s","s"
"ESS","2. Mutuelle","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","1 - Micro entreprise","Ensemble","9","0","s","s","s"
"ESS","2. Mutuelle","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","2 - Petites entreprises","Ensemble","6","0","s","s","s"
"ESS","2. Mutuelle","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","1 - Micro entreprise","Ensemble","4","0","s","s","s"
"ESS","2. Mutuelle","ACTION SOCIALE (QB)","Accueil d enfants handicapes","1 - Micro entreprise","Ensemble","3","0","s","s","s"
"ESS","2. Mutuelle","ACTION SOCIALE (QB)","Accueil d enfants handicapes","2 - Petites entreprises","Ensemble","5","0","77","47","1647392"
"ESS","2. Mutuelle","ACTION SOCIALE (QB)","Accueil d enfants handicapes","3 - Moyennes entreprises","Ensemble","1","0","s","s","s"
"ESS","2. Mutuelle","ACTION SOCIALE (QB)","Accueil des jeunes enfants","1 - Micro entreprise","Ensemble","111","17","s","s","s"
"ESS","2. Mutuelle","ACTION SOCIALE (QB)","Accueil des jeunes enfants","2 - Petites entreprises","Ensemble","86","1","s","s","s"
"ESS","2. Mutuelle","ACTION SOCIALE (QB)","Action sociale NCA","1 - Micro entreprise","Ensemble","32","7","s","s","s"
"ESS","2. Mutuelle","ACTION SOCIALE (QB)","Action sociale NCA","2 - Petites entreprises","Ensemble","10","4","192","163","5086935"
"ESS","2. Mutuelle","ACTION SOCIALE (QB)","Action sociale NCA","3 - Moyennes entreprises","Ensemble","2","1","s","s","s"
"ESS","2. Mutuelle","ACTION SOCIALE (QB)","Aide a domicile","1 - Micro entreprise","Ensemble","14","0","43","221","5207453"
"ESS","2. Mutuelle","ACTION SOCIALE (QB)","Aide a domicile","2 - Petites entreprises","Ensemble","20","1","s","s","s"
"ESS","2. Mutuelle","ACTION SOCIALE (QB)","Aide a domicile","3 - Moyennes entreprises","Ensemble","11","0","1146","925","22438687"
"ESS","2. Mutuelle","ACTION SOCIALE (QB)","Aide a domicile","4 - Grandes entreprises","Ensemble","2","0","s","s","s"
"ESS","2. Mutuelle","ACTION SOCIALE (QB)","Aide par le travail","1 - Micro entreprise","Ensemble","2","0","s","s","s"
"ESS","2. Mutuelle","ACTION SOCIALE (QB)","Aide par le travail","2 - Petites entreprises","Ensemble","6","1","s","s","s"
"ESS","2. Mutuelle","ACTION SOCIALE (QB)","Aide par le travail","3 - Moyennes entreprises","Ensemble","16","1","s","s","s"
"ESS","2. Mutuelle","ACTION SOCIALE (QB)","Hebergement medico-social et social","1 - Micro entreprise","Ensemble","61","1","s","s","s"
"ESS","2. Mutuelle","ACTION SOCIALE (QB)","Hebergement medico-social et social","2 - Petites entreprises","Ensemble","182","6","s","s","s"
"ESS","2. Mutuelle","ACTION SOCIALE (QB)","Hebergement medico-social et social","3 - Moyennes entreprises","Ensemble","133","8","s","s","s"
"ESS","2. Mutuelle","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1 - Micro entreprise","Ensemble","158","1","s","s","s"
"ESS","2. Mutuelle","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","2 - Petites entreprises","Ensemble","13","1","s","s","s"
"ESS","2. Mutuelle","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","3 - Moyennes entreprises","Ensemble","8","1","s","s","s"
"ESS","2. Mutuelle","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","4 - Grandes entreprises","Ensemble","1","0","s","s","s"
"ESS","2. Mutuelle","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","1 - Micro entreprise","Ensemble","1","0","s","s","s"
"ESS","2. Mutuelle","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","2 - Petites entreprises","Ensemble","1","1","s","s","s"
"ESS","2. Mutuelle","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","3 - Moyennes entreprises","Ensemble","1","0","s","s","s"
"ESS","2. Mutuelle","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","1 - Micro entreprise","Ensemble","3511","269","s","s","s"
"ESS","2. Mutuelle","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","2 - Petites entreprises","Ensemble","760","142","s","s","s"
"ESS","2. Mutuelle","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","3 - Moyennes entreprises","Ensemble","290","67","30807","28760","1230205506"
"ESS","2. Mutuelle","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","4 - Grandes entreprises","Ensemble","47","21","s","s","s"
"ESS","2. Mutuelle","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Autres industries (BE)","1 - Micro entreprise","Ensemble","8","0","s","s","s"
"ESS","2. Mutuelle","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Autres industries (BE)","2 - Petites entreprises","Ensemble","8","1","s","s","s"
"ESS","2. Mutuelle","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Construction (FZ)","2 - Petites entreprises","Ensemble","1","0","s","s","s"
"ESS","2. Mutuelle","ENSEIGNEMENT (PZ)","Autres enseignements","2 - Petites entreprises","Ensemble","1","0","s","s","s"
"ESS","2. Mutuelle","ENSEIGNEMENT (PZ)","Formation d adultes","1 - Micro entreprise","Ensemble","3","0","s","s","s"
"ESS","2. Mutuelle","ENSEIGNEMENT (PZ)","Formation d adultes","2 - Petites entreprises","Ensemble","1","0","s","s","s"
"ESS","3. Association","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","1 - Micro entreprise","Ensemble","562","91","s","s","s"
"ESS","3. Association","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","2 - Petites entreprises","Ensemble","325","46","s","s","s"
"ESS","3. Association","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","3 - Moyennes entreprises","Ensemble","42","10","s","s","s"
"ESS","3. Association","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","1 - Micro entreprise","Ensemble","277","139","s","s","s"
"ESS","3. Association","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","2 - Petites entreprises","Ensemble","310","106","s","s","s"
"ESS","3. Association","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","3 - Moyennes entreprises","Ensemble","62","20","s","s","s"
"ESS","3. Association","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","4 - Grandes entreprises","Ensemble","1","1","s","s","s"
"ESS","3. Association","ACTION SOCIALE (QB)","Accueil d enfants handicapes","1 - Micro entreprise","Ensemble","304","48","1343","1214","40312423"
"ESS","3. Association","ACTION SOCIALE (QB)","Accueil d enfants handicapes","2 - Petites entreprises","Ensemble","686","97","14643","11159","380717247"
"ESS","3. Association","ACTION SOCIALE (QB)","Accueil d enfants handicapes","3 - Moyennes entreprises","Ensemble","117","40","7830","6677","210474876"
"ESS","3. Association","ACTION SOCIALE (QB)","Accueil des jeunes enfants","1 - Micro entreprise","Ensemble","2129","1480","9467","8544","204686298"
"ESS","3. Association","ACTION SOCIALE (QB)","Accueil des jeunes enfants","2 - Petites entreprises","Ensemble","1600","1061","25294","21373","525862844"
"ESS","3. Association","ACTION SOCIALE (QB)","Accueil des jeunes enfants","3 - Moyennes entreprises","Ensemble","54","40","s","s","s"
"ESS","3. Association","ACTION SOCIALE (QB)","Accueil des jeunes enfants","4 - Grandes entreprises","Ensemble","2","0","s","s","s"
"ESS","3. Association","ACTION SOCIALE (QB)","Action sociale NCA","1 - Micro entreprise","Ensemble","5023","3267","s","s","s"
"ESS","3. Association","ACTION SOCIALE (QB)","Action sociale NCA","2 - Petites entreprises","Ensemble","3023","1751","59834","49365","1403660302"
"ESS","3. Association","ACTION SOCIALE (QB)","Action sociale NCA","3 - Moyennes entreprises","Ensemble","651","448","50457","41900","1070418684"
"ESS","3. Association","ACTION SOCIALE (QB)","Action sociale NCA","4 - Grandes entreprises","Ensemble","27","23","s","s","s"
"ESS","3. Association","ACTION SOCIALE (QB)","Aide a domicile","1 - Micro entreprise","Ensemble","950","748","2645","3726","90804190"
"ESS","3. Association","ACTION SOCIALE (QB)","Aide a domicile","2 - Petites entreprises","Ensemble","2570","2166","56722","40766","930231423"
"ESS","3. Association","ACTION SOCIALE (QB)","Aide a domicile","3 - Moyennes entreprises","Ensemble","689","570","56831","42924","972426865"
"ESS","3. Association","ACTION SOCIALE (QB)","Aide a domicile","4 - Grandes entreprises","Ensemble","77","64","36437","28409","633379937"
"ESS","3. Association","ACTION SOCIALE (QB)","Aide par le travail","1 - Micro entreprise","Ensemble","265","93","s","s","s"
"ESS","3. Association","ACTION SOCIALE (QB)","Aide par le travail","2 - Petites entreprises","Ensemble","595","142","s","s","317265439"
"ESS","3. Association","ACTION SOCIALE (QB)","Aide par le travail","3 - Moyennes entreprises","Ensemble","1052","181","112855","99787","1610961708"
"ESS","3. Association","ACTION SOCIALE (QB)","Aide par le travail","4 - Grandes entreprises","Ensemble","52","8","s","s","s"
"ESS","3. Association","ACTION SOCIALE (QB)","Hebergement medico-social et social","1 - Micro entreprise","Ensemble","2514","811","s","s","s"
"ESS","3. Association","ACTION SOCIALE (QB)","Hebergement medico-social et social","2 - Petites entreprises","Ensemble","4651","1163","120130","104632","3023984627"
"ESS","3. Association","ACTION SOCIALE (QB)","Hebergement medico-social et social","3 - Moyennes entreprises","Ensemble","3030","1105","220108","192883","5462524980"
"ESS","3. Association","ACTION SOCIALE (QB)","Hebergement medico-social et social","4 - Grandes entreprises","Ensemble","21","15","s","s","s"
"ESS","3. Association","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1 - Micro entreprise","Ensemble","86","31","285","308","14347742"
"ESS","3. Association","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","2 - Petites entreprises","Ensemble","12","2","s","s","s"
"ESS","3. Association","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","3 - Moyennes entreprises","Ensemble","4","2","s","s","s"
"ESS","3. Association","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","4 - Grandes entreprises","Ensemble","4","1","s","s","s"
"ESS","3. Association","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","1 - Micro entreprise","Ensemble","67","9","128","119","3918309"
"ESS","3. Association","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","2 - Petites entreprises","Ensemble","9","2","s","s","s"
"ESS","3. Association","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","3 - Moyennes entreprises","Ensemble","1","1","s","s","s"
"ESS","3. Association","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","1 - Micro entreprise","Ensemble","21","12","64","69","3133423"
"ESS","3. Association","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","2 - Petites entreprises","Ensemble","2","0","s","s","s"
"ESS","3. Association","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","3 - Moyennes entreprises","Ensemble","1","0","s","s","s"
"ESS","3. Association","ARTS SPECTACLES (RZ1)","Arts du spectacle vivant et soutien au spectacle vivant","1 - Micro entreprise","Ensemble","18834","17746","10448","15192","539741725"
"ESS","3. Association","ARTS SPECTACLES (RZ1)","Arts du spectacle vivant et soutien au spectacle vivant","2 - Petites entreprises","Ensemble","526","501","6453","6342","225782646"
"ESS","3. Association","ARTS SPECTACLES (RZ1)","Arts du spectacle vivant et soutien au spectacle vivant","3 - Moyennes entreprises","Ensemble","35","35","s","s","s"
"ESS","3. Association","ARTS SPECTACLES (RZ1)","Arts du spectacle vivant et soutien au spectacle vivant","4 - Grandes entreprises","Ensemble","2","2","s","s","s"
"ESS","3. Association","ARTS SPECTACLES (RZ1)","Création artistique","1 - Micro entreprise","Ensemble","751","726","492","484","13968460"
"ESS","3. Association","ARTS SPECTACLES (RZ1)","Création artistique","2 - Petites entreprises","Ensemble","10","10","s","s","s"
"ESS","3. Association","ARTS SPECTACLES (RZ1)","Création artistique","3 - Moyennes entreprises","Ensemble","2","2","s","s","s"
"ESS","3. Association","ARTS SPECTACLES (RZ1)","Gestion des spectacles","1 - Micro entreprise","Ensemble","480","413","996","987","28015693"
"ESS","3. Association","ARTS SPECTACLES (RZ1)","Gestion des spectacles","2 - Petites entreprises","Ensemble","219","197","s","s","s"
"ESS","3. Association","ARTS SPECTACLES (RZ1)","Gestion des spectacles","3 - Moyennes entreprises","Ensemble","19","19","s","s","s"
"ESS","3. Association","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Autres industries (BE)","1 - Micro entreprise","Ensemble","125","103","s","s","s"
"ESS","3. Association","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Autres industries (BE)","2 - Petites entreprises","Ensemble","70","45","s","s","s"
"ESS","3. Association","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Autres industries (BE)","3 - Moyennes entreprises","Ensemble","27","10","s","s","s"
"ESS","3. Association","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Construction (FZ)","1 - Micro entreprise","Ensemble","35","31","s","s","s"
"ESS","3. Association","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Construction (FZ)","2 - Petites entreprises","Ensemble","20","14","s","s","s"
"ESS","3. Association","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Construction (FZ)","3 - Moyennes entreprises","Ensemble","2","2","s","s","s"
"ESS","3. Association","ENSEIGNEMENT (PZ)","Autres enseignements","1 - Micro entreprise","Ensemble","2306","2087","s","s","s"
"ESS","3. Association","ENSEIGNEMENT (PZ)","Autres enseignements","2 - Petites entreprises","Ensemble","597","480","9410","7472","247671855"
"ESS","3. Association","ENSEIGNEMENT (PZ)","Autres enseignements","3 - Moyennes entreprises","Ensemble","126","96","9536","8187","301259424"
"ESS","3. Association","ENSEIGNEMENT (PZ)","Autres enseignements","4 - Grandes entreprises","Ensemble","2","2","s","s","s"
"ESS","3. Association","ENSEIGNEMENT (PZ)","Enseignement culturel","1 - Micro entreprise","Ensemble","2164","2081","2301","1487","43094185"
"ESS","3. Association","ENSEIGNEMENT (PZ)","Enseignement culturel","2 - Petites entreprises","Ensemble","469","457","s","s","s"
"ESS","3. Association","ENSEIGNEMENT (PZ)","Enseignement culturel","3 - Moyennes entreprises","Ensemble","20","18","s","s","s"
"ESS","3. Association","ENSEIGNEMENT (PZ)","Enseignement de disciplines sportives et d activites de lois","1 - Micro entreprise","Ensemble","1891","1814","s","s","s"
"ESS","3. Association","ENSEIGNEMENT (PZ)","Enseignement de disciplines sportives et d activites de lois","2 - Petites entreprises","Ensemble","45","41","s","s","s"
"ESS","3. Association","ENSEIGNEMENT (PZ)","Enseignement de disciplines sportives et d activites de lois","3 - Moyennes entreprises","Ensemble","6","6","s","s","s"
"ESS","3. Association","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","1 - Micro entreprise","Ensemble","2916","2202","s","s","s"
"ESS","3. Association","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","2 - Petites entreprises","Ensemble","4665","3139","99653","86647","2832950237"
"ESS","3. Association","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","3 - Moyennes entreprises","Ensemble","1414","1039","115169","101674","3667788796"
"ESS","3. Association","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","4 - Grandes entreprises","Ensemble","54","49","s","s","s"
"ESS","3. Association","ENSEIGNEMENT (PZ)","Formation d adultes","1 - Micro entreprise","Ensemble","2309","1684","s","s","s"
"ESS","3. Association","ENSEIGNEMENT (PZ)","Formation d adultes","2 - Petites entreprises","Ensemble","849","462","15263","12899","446398578"
"ESS","3. Association","ENSEIGNEMENT (PZ)","Formation d adultes","3 - Moyennes entreprises","Ensemble","136","83","8704","7331","247899201"
"ESS","3. Association","ENSEIGNEMENT (PZ)","Formation d adultes","4 - Grandes entreprises","Ensemble","2","2","s","s","s"
"ESS","3. Association","SPORTS ET LOISIRS (RZ2)","Loisirs","1 - Micro entreprise","Ensemble","2452","2223","s","3453","85355722"
"ESS","3. Association","SPORTS ET LOISIRS (RZ2)","Loisirs","2 - Petites entreprises","Ensemble","512","426","s","s","s"
"ESS","3. Association","SPORTS ET LOISIRS (RZ2)","Loisirs","3 - Moyennes entreprises","Ensemble","56","39","s","s","s"
"ESS","3. Association","SPORTS ET LOISIRS (RZ2)","Loisirs","4 - Grandes entreprises","Ensemble","4","2","s","s","s"
"ESS","3. Association","SPORTS ET LOISIRS (RZ2)","Sports","1 - Micro entreprise","Ensemble","29359","28213","s","26051","691646495"
"ESS","3. Association","SPORTS ET LOISIRS (RZ2)","Sports","2 - Petites entreprises","Ensemble","1691","1562","s","s","s"
