"REG","ESS_simp","typo_B","typo_B_det","sexe","CSP","nb_poste"
"Occitanie","ESS","NON-CLASSES (94.99Z)","Ensemble","Hommes","Ouvriers et Non codes","1072"
"Occitanie","ESS","NON-CLASSES (94.99Z)","Ensemble","Hommes","Professions intermediaires","s"
"Occitanie","ESS","SANTE HUMAINE (QA)","Ensemble","Femmes","Cadres professions intellectuelles supérieures et chefs d entreprises","1368"
"Occitanie","ESS","SANTE HUMAINE (QA)","Ensemble","Femmes","Employes","4830"
"Occitanie","ESS","SANTE HUMAINE (QA)","Ensemble","Femmes","Ouvriers et Non codes","94"
"Occitanie","ESS","SANTE HUMAINE (QA)","Ensemble","Femmes","Professions intermediaires","4442"
"Occitanie","ESS","SANTE HUMAINE (QA)","Ensemble","Hommes","Cadres professions intellectuelles supérieures et chefs d entreprises","845"
"Occitanie","ESS","SANTE HUMAINE (QA)","Ensemble","Hommes","Employes","700"
"Occitanie","ESS","SANTE HUMAINE (QA)","Ensemble","Hommes","Ouvriers et Non codes","288"
"Occitanie","ESS","SANTE HUMAINE (QA)","Ensemble","Hommes","Professions intermediaires","1143"
"Occitanie","ESS","SERVICES DIVERS","Ensemble","Femmes","Cadres professions intellectuelles supérieures et chefs d entreprises","267"
"Occitanie","ESS","SERVICES DIVERS","Ensemble","Femmes","Employes","1495"
"Occitanie","ESS","SERVICES DIVERS","Ensemble","Femmes","Ouvriers et Non codes","199"
"Occitanie","ESS","SERVICES DIVERS","Ensemble","Femmes","Professions intermediaires","536"
"Occitanie","ESS","SERVICES DIVERS","Ensemble","Hommes","Cadres professions intellectuelles supérieures et chefs d entreprises","355"
"Occitanie","ESS","SERVICES DIVERS","Ensemble","Hommes","Employes","815"
"Occitanie","ESS","SERVICES DIVERS","Ensemble","Hommes","Ouvriers et Non codes","450"
"Occitanie","ESS","SERVICES DIVERS","Ensemble","Hommes","Professions intermediaires","564"
"Occitanie","ESS","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Femmes","Cadres professions intellectuelles supérieures et chefs d entreprises","922"
"Occitanie","ESS","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Femmes","Employes","2898"
"Occitanie","ESS","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Femmes","Ouvriers et Non codes","1183"
"Occitanie","ESS","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Femmes","Professions intermediaires","1166"
"Occitanie","ESS","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Hommes","Cadres professions intellectuelles supérieures et chefs d entreprises","868"
"Occitanie","ESS","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Hommes","Employes","804"
"Occitanie","ESS","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Hommes","Ouvriers et Non codes","3303"
"Occitanie","ESS","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Hommes","Professions intermediaires","739"
"Occitanie","ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","Femmes","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Occitanie","ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","Femmes","Employes","s"
"Occitanie","ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","Femmes","Ouvriers et Non codes","s"
"Occitanie","ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","Femmes","Professions intermediaires","2395"
"Occitanie","ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","Hommes","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Occitanie","ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","Hommes","Employes","s"
"Occitanie","ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","Hommes","Ouvriers et Non codes","s"
"Occitanie","ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","Hommes","Professions intermediaires","2713"
"Occitanie","Privé Hors ESS","ACTION SOCIALE (QB)","Ensemble","Femmes","Cadres professions intellectuelles supérieures et chefs d entreprises","567"
"Occitanie","Privé Hors ESS","ACTION SOCIALE (QB)","Ensemble","Femmes","Employes","15487"
"Occitanie","Privé Hors ESS","ACTION SOCIALE (QB)","Ensemble","Femmes","Ouvriers et Non codes","215"
"Occitanie","Privé Hors ESS","ACTION SOCIALE (QB)","Ensemble","Femmes","Professions intermediaires","2631"
"Occitanie","Privé Hors ESS","ACTION SOCIALE (QB)","Ensemble","Hommes","Cadres professions intellectuelles supérieures et chefs d entreprises","248"
"Occitanie","Privé Hors ESS","ACTION SOCIALE (QB)","Ensemble","Hommes","Employes","1296"
"Occitanie","Privé Hors ESS","ACTION SOCIALE (QB)","Ensemble","Hommes","Ouvriers et Non codes","403"
"Occitanie","Privé Hors ESS","ACTION SOCIALE (QB)","Ensemble","Hommes","Professions intermediaires","377"
"Occitanie","Privé Hors ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Cadres professions intellectuelles supérieures et chefs d entreprises","3584"
"Occitanie","Privé Hors ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Employes","8314"
"Occitanie","Privé Hors ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Ouvriers et Non codes","s"
"Occitanie","Privé Hors ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Professions intermediaires","s"
"Occitanie","Privé Hors ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Cadres professions intellectuelles supérieures et chefs d entreprises","4994"
"Occitanie","Privé Hors ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Employes","1706"
"Occitanie","Privé Hors ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Ouvriers et Non codes","s"
"Occitanie","Privé Hors ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Professions intermediaires","s"
"Occitanie","Privé Hors ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Femmes","Cadres professions intellectuelles supérieures et chefs d entreprises","256"
"Occitanie","Privé Hors ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Femmes","Employes","1110"
"Occitanie","Privé Hors ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Femmes","Ouvriers et Non codes","3602"
"Occitanie","Privé Hors ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Femmes","Professions intermediaires","287"
"Occitanie","Privé Hors ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Hommes","Cadres professions intellectuelles supérieures et chefs d entreprises","694"
"Occitanie","Privé Hors ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Hommes","Employes","284"
"Occitanie","Privé Hors ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Hommes","Ouvriers et Non codes","13226"
"Occitanie","Privé Hors ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Hommes","Professions intermediaires","533"
"Occitanie","Privé Hors ESS","ARTS SPECTACLES (RZ1)","Ensemble","Femmes","Cadres professions intellectuelles supérieures et chefs d entreprises","327"
"Occitanie","Privé Hors ESS","ARTS SPECTACLES (RZ1)","Ensemble","Femmes","Employes","798"
"Occitanie","Privé Hors ESS","ARTS SPECTACLES (RZ1)","Ensemble","Femmes","Ouvriers et Non codes","127"
"Occitanie","Privé Hors ESS","ARTS SPECTACLES (RZ1)","Ensemble","Femmes","Professions intermediaires","180"
"Occitanie","Privé Hors ESS","ARTS SPECTACLES (RZ1)","Ensemble","Hommes","Cadres professions intellectuelles supérieures et chefs d entreprises","570"
"Occitanie","Privé Hors ESS","ARTS SPECTACLES (RZ1)","Ensemble","Hommes","Employes","761"
"Occitanie","Privé Hors ESS","ARTS SPECTACLES (RZ1)","Ensemble","Hommes","Ouvriers et Non codes","339"
"Occitanie","Privé Hors ESS","ARTS SPECTACLES (RZ1)","Ensemble","Hommes","Professions intermediaires","341"
"Occitanie","Privé Hors ESS","COMMERCE (GZ)","Ensemble","Femmes","Cadres professions intellectuelles supérieures et chefs d entreprises","10437"
"Occitanie","Privé Hors ESS","COMMERCE (GZ)","Ensemble","Femmes","Employes","82862"
"Occitanie","Privé Hors ESS","COMMERCE (GZ)","Ensemble","Femmes","Ouvriers et Non codes","5187"
"Occitanie","Privé Hors ESS","COMMERCE (GZ)","Ensemble","Femmes","Professions intermediaires","18944"
"Occitanie","Privé Hors ESS","COMMERCE (GZ)","Ensemble","Hommes","Cadres professions intellectuelles supérieures et chefs d entreprises","19217"
"Occitanie","Privé Hors ESS","COMMERCE (GZ)","Ensemble","Hommes","Employes","42655"
"Occitanie","Privé Hors ESS","COMMERCE (GZ)","Ensemble","Hommes","Ouvriers et Non codes","44651"
"Occitanie","Privé Hors ESS","COMMERCE (GZ)","Ensemble","Hommes","Professions intermediaires","22516"
"Occitanie","Privé Hors ESS","ENSEIGNEMENT (PZ)","Ensemble","Femmes","Cadres professions intellectuelles supérieures et chefs d entreprises","1055"
"Occitanie","Privé Hors ESS","ENSEIGNEMENT (PZ)","Ensemble","Femmes","Employes","1342"
"Occitanie","Privé Hors ESS","ENSEIGNEMENT (PZ)","Ensemble","Femmes","Ouvriers et Non codes","100"
"Occitanie","Privé Hors ESS","ENSEIGNEMENT (PZ)","Ensemble","Femmes","Professions intermediaires","2296"
"Occitanie","Privé Hors ESS","ENSEIGNEMENT (PZ)","Ensemble","Hommes","Cadres professions intellectuelles supérieures et chefs d entreprises","1166"
"Occitanie","Privé Hors ESS","ENSEIGNEMENT (PZ)","Ensemble","Hommes","Employes","276"
"Occitanie","Privé Hors ESS","ENSEIGNEMENT (PZ)","Ensemble","Hommes","Ouvriers et Non codes","175"
"Occitanie","Privé Hors ESS","ENSEIGNEMENT (PZ)","Ensemble","Hommes","Professions intermediaires","2208"
"Occitanie","Privé Hors ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Femmes","Cadres professions intellectuelles supérieures et chefs d entreprises","1725"
"Occitanie","Privé Hors ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Femmes","Employes","27351"
"Occitanie","Privé Hors ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Femmes","Ouvriers et Non codes","2567"
"Occitanie","Privé Hors ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Femmes","Professions intermediaires","1921"
"Occitanie","Privé Hors ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Hommes","Cadres professions intellectuelles supérieures et chefs d entreprises","3256"
"Occitanie","Privé Hors ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Hommes","Employes","22089"
"Occitanie","Privé Hors ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Hommes","Ouvriers et Non codes","8554"
"Occitanie","Privé Hors ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Hommes","Professions intermediaires","2934"
"Occitanie","Privé Hors ESS","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Femmes","Cadres professions intellectuelles supérieures et chefs d entreprises","15311"
"Occitanie","Privé Hors ESS","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Femmes","Employes","25123"
"Occitanie","Privé Hors ESS","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Femmes","Ouvriers et Non codes","15861"
"Occitanie","Privé Hors ESS","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Femmes","Professions intermediaires","14225"
"Occitanie","Privé Hors ESS","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Hommes","Cadres professions intellectuelles supérieures et chefs d entreprises","49108"
"Occitanie","Privé Hors ESS","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Hommes","Employes","6899"
"Occitanie","Privé Hors ESS","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Hommes","Ouvriers et Non codes","146001"
"Occitanie","Privé Hors ESS","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Hommes","Professions intermediaires","49877"
"Occitanie","Privé Hors ESS","NON-CLASSES (94.99Z)","Ensemble","Femmes","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Occitanie","Privé Hors ESS","NON-CLASSES (94.99Z)","Ensemble","Femmes","Employes","67"
"Occitanie","Privé Hors ESS","NON-CLASSES (94.99Z)","Ensemble","Femmes","Ouvriers et Non codes","s"
"Occitanie","Privé Hors ESS","NON-CLASSES (94.99Z)","Ensemble","Femmes","Professions intermediaires","s"
"Occitanie","Privé Hors ESS","NON-CLASSES (94.99Z)","Ensemble","Hommes","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Occitanie","Privé Hors ESS","NON-CLASSES (94.99Z)","Ensemble","Hommes","Employes","7"
"Occitanie","Privé Hors ESS","NON-CLASSES (94.99Z)","Ensemble","Hommes","Ouvriers et Non codes","12"
"Occitanie","Privé Hors ESS","NON-CLASSES (94.99Z)","Ensemble","Hommes","Professions intermediaires","s"
"Occitanie","Privé Hors ESS","SANTE HUMAINE (QA)","Ensemble","Femmes","Cadres professions intellectuelles supérieures et chefs d entreprises","1586"
"Occitanie","Privé Hors ESS","SANTE HUMAINE (QA)","Ensemble","Femmes","Employes","18840"
"Occitanie","Privé Hors ESS","SANTE HUMAINE (QA)","Ensemble","Femmes","Ouvriers et Non codes","717"
"Occitanie","Privé Hors ESS","SANTE HUMAINE (QA)","Ensemble","Femmes","Professions intermediaires","12945"
"Occitanie","Privé Hors ESS","SANTE HUMAINE (QA)","Ensemble","Hommes","Cadres professions intellectuelles supérieures et chefs d entreprises","1040"
"Occitanie","Privé Hors ESS","SANTE HUMAINE (QA)","Ensemble","Hommes","Employes","5282"
"Occitanie","Privé Hors ESS","SANTE HUMAINE (QA)","Ensemble","Hommes","Ouvriers et Non codes","740"
"Occitanie","Privé Hors ESS","SANTE HUMAINE (QA)","Ensemble","Hommes","Professions intermediaires","2332"
"Occitanie","Privé Hors ESS","SERVICES DIVERS","Ensemble","Femmes","Cadres professions intellectuelles supérieures et chefs d entreprises","16740"
"Occitanie","Privé Hors ESS","SERVICES DIVERS","Ensemble","Femmes","Employes","31228"
"Occitanie","Privé Hors ESS","SERVICES DIVERS","Ensemble","Femmes","Ouvriers et Non codes","7988"
"Occitanie","Privé Hors ESS","SERVICES DIVERS","Ensemble","Femmes","Professions intermediaires","15409"
"Occitanie","Privé Hors ESS","SERVICES DIVERS","Ensemble","Hommes","Cadres professions intellectuelles supérieures et chefs d entreprises","34549"
"Occitanie","Privé Hors ESS","SERVICES DIVERS","Ensemble","Hommes","Employes","12733"
"Occitanie","Privé Hors ESS","SERVICES DIVERS","Ensemble","Hommes","Ouvriers et Non codes","44480"
"Occitanie","Privé Hors ESS","SERVICES DIVERS","Ensemble","Hommes","Professions intermediaires","16297"
"Occitanie","Privé Hors ESS","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Femmes","Cadres professions intellectuelles supérieures et chefs d entreprises","16742"
"Occitanie","Privé Hors ESS","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Femmes","Employes","31050"
"Occitanie","Privé Hors ESS","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Femmes","Ouvriers et Non codes","16545"
"Occitanie","Privé Hors ESS","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Femmes","Professions intermediaires","14661"
"Occitanie","Privé Hors ESS","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Hommes","Cadres professions intellectuelles supérieures et chefs d entreprises","29783"
"Occitanie","Privé Hors ESS","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Hommes","Employes","18092"
"Occitanie","Privé Hors ESS","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Hommes","Ouvriers et Non codes","20402"
"Occitanie","Privé Hors ESS","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Hommes","Professions intermediaires","17254"
"Occitanie","Privé Hors ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","Femmes","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Occitanie","Privé Hors ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","Femmes","Employes","921"
"Occitanie","Privé Hors ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","Femmes","Ouvriers et Non codes","s"
"Occitanie","Privé Hors ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","Femmes","Professions intermediaires","481"
"Occitanie","Privé Hors ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","Hommes","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Occitanie","Privé Hors ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","Hommes","Employes","792"
"Occitanie","Privé Hors ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","Hommes","Ouvriers et Non codes","s"
"Occitanie","Privé Hors ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","Hommes","Professions intermediaires","1599"
"Occitanie","Public","ACTION SOCIALE (QB)","Ensemble","Femmes","Cadres professions intellectuelles supérieures et chefs d entreprises","1116"
"Occitanie","Public","ACTION SOCIALE (QB)","Ensemble","Femmes","Employes","21041"
"Occitanie","Public","ACTION SOCIALE (QB)","Ensemble","Femmes","Ouvriers et Non codes","3275"
"Occitanie","Public","ACTION SOCIALE (QB)","Ensemble","Femmes","Professions intermediaires","5522"
"Occitanie","Public","ACTION SOCIALE (QB)","Ensemble","Hommes","Cadres professions intellectuelles supérieures et chefs d entreprises","650"
"Occitanie","Public","ACTION SOCIALE (QB)","Ensemble","Hommes","Employes","2247"
"Occitanie","Public","ACTION SOCIALE (QB)","Ensemble","Hommes","Ouvriers et Non codes","1756"
"Occitanie","Public","ACTION SOCIALE (QB)","Ensemble","Hommes","Professions intermediaires","1232"
"Occitanie","Public","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Occitanie","Public","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Employes","s"
"Occitanie","Public","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Ouvriers et Non codes","s"
"Occitanie","Public","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Professions intermediaires","s"
"Occitanie","Public","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Occitanie","Public","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Employes","s"
"Occitanie","Public","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Ouvriers et Non codes","s"
"Occitanie","Public","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Professions intermediaires","s"
"Occitanie","Public","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Femmes","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Occitanie","Public","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Femmes","Employes","s"
"Occitanie","Public","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Femmes","Ouvriers et Non codes","s"
"Occitanie","Public","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Femmes","Professions intermediaires","s"
"Occitanie","Public","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Hommes","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Occitanie","Public","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Hommes","Employes","s"
"Occitanie","Public","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Hommes","Ouvriers et Non codes","s"
"Occitanie","Public","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Hommes","Professions intermediaires","s"
"Occitanie","Public","ARTS SPECTACLES (RZ1)","Ensemble","Femmes","Cadres professions intellectuelles supérieures et chefs d entreprises","206"
"Occitanie","Public","ARTS SPECTACLES (RZ1)","Ensemble","Femmes","Employes","371"
"Occitanie","Public","ARTS SPECTACLES (RZ1)","Ensemble","Femmes","Ouvriers et Non codes","101"
"Occitanie","Public","ARTS SPECTACLES (RZ1)","Ensemble","Femmes","Professions intermediaires","170"
"Occitanie","Public","ARTS SPECTACLES (RZ1)","Ensemble","Hommes","Cadres professions intellectuelles supérieures et chefs d entreprises","167"
"Occitanie","Public","ARTS SPECTACLES (RZ1)","Ensemble","Hommes","Employes","247"
"Occitanie","Public","ARTS SPECTACLES (RZ1)","Ensemble","Hommes","Ouvriers et Non codes","129"
"Occitanie","Public","ARTS SPECTACLES (RZ1)","Ensemble","Hommes","Professions intermediaires","149"
"Occitanie","Public","COMMERCE (GZ)","Ensemble","Femmes","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Occitanie","Public","COMMERCE (GZ)","Ensemble","Femmes","Employes","s"
"Occitanie","Public","COMMERCE (GZ)","Ensemble","Femmes","Ouvriers et Non codes","s"
"Occitanie","Public","COMMERCE (GZ)","Ensemble","Femmes","Professions intermediaires","s"
"Occitanie","Public","COMMERCE (GZ)","Ensemble","Hommes","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Occitanie","Public","COMMERCE (GZ)","Ensemble","Hommes","Employes","s"
"Occitanie","Public","COMMERCE (GZ)","Ensemble","Hommes","Ouvriers et Non codes","s"
"Occitanie","Public","COMMERCE (GZ)","Ensemble","Hommes","Professions intermediaires","s"
"Occitanie","Public","ENSEIGNEMENT (PZ)","Ensemble","Femmes","Cadres professions intellectuelles supérieures et chefs d entreprises","23982"
"Occitanie","Public","ENSEIGNEMENT (PZ)","Ensemble","Femmes","Employes","6987"
"Occitanie","Public","ENSEIGNEMENT (PZ)","Ensemble","Femmes","Ouvriers et Non codes","1404"
"Occitanie","Public","ENSEIGNEMENT (PZ)","Ensemble","Femmes","Professions intermediaires","45000"
"Occitanie","Public","ENSEIGNEMENT (PZ)","Ensemble","Hommes","Cadres professions intellectuelles supérieures et chefs d entreprises","18958"
"Occitanie","Public","ENSEIGNEMENT (PZ)","Ensemble","Hommes","Employes","3692"
"Occitanie","Public","ENSEIGNEMENT (PZ)","Ensemble","Hommes","Ouvriers et Non codes","1080"
"Occitanie","Public","ENSEIGNEMENT (PZ)","Ensemble","Hommes","Professions intermediaires","14473"
"Occitanie","Public","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Femmes","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Occitanie","Public","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Femmes","Employes","627"
"Occitanie","Public","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Femmes","Ouvriers et Non codes","s"
"Occitanie","Public","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Femmes","Professions intermediaires","s"
"Occitanie","Public","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Hommes","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Occitanie","Public","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Hommes","Employes","529"
"Occitanie","Public","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Hommes","Ouvriers et Non codes","s"
"Occitanie","Public","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Hommes","Professions intermediaires","s"
"Occitanie","Public","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Femmes","Cadres professions intellectuelles supérieures et chefs d entreprises","178"
"Occitanie","Public","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Femmes","Employes","549"
"Occitanie","Public","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Femmes","Ouvriers et Non codes","281"
"Occitanie","Public","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Femmes","Professions intermediaires","236"
"Occitanie","Public","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Hommes","Cadres professions intellectuelles supérieures et chefs d entreprises","199"
"Occitanie","Public","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Hommes","Employes","212"
"Occitanie","Public","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Hommes","Ouvriers et Non codes","2949"
"Occitanie","Public","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Hommes","Professions intermediaires","372"
"Occitanie","Public","SANTE HUMAINE (QA)","Ensemble","Femmes","Cadres professions intellectuelles supérieures et chefs d entreprises","7769"
"Occitanie","Public","SANTE HUMAINE (QA)","Ensemble","Femmes","Employes","23413"
"Occitanie","Public","SANTE HUMAINE (QA)","Ensemble","Femmes","Ouvriers et Non codes","1655"
"Occitanie","Public","SANTE HUMAINE (QA)","Ensemble","Femmes","Professions intermediaires","25121"
"Occitanie","Public","SANTE HUMAINE (QA)","Ensemble","Hommes","Cadres professions intellectuelles supérieures et chefs d entreprises","5964"
"Occitanie","Public","SANTE HUMAINE (QA)","Ensemble","Hommes","Employes","3696"
"Occitanie","Public","SANTE HUMAINE (QA)","Ensemble","Hommes","Ouvriers et Non codes","3915"
"Occitanie","Public","SANTE HUMAINE (QA)","Ensemble","Hommes","Professions intermediaires","5289"
"Occitanie","Public","SERVICES DIVERS","Ensemble","Femmes","Cadres professions intellectuelles supérieures et chefs d entreprises","14956"
"Occitanie","Public","SERVICES DIVERS","Ensemble","Femmes","Employes","61089"
"Occitanie","Public","SERVICES DIVERS","Ensemble","Femmes","Ouvriers et Non codes","23934"
"Occitanie","Public","SERVICES DIVERS","Ensemble","Femmes","Professions intermediaires","29918"
"Occitanie","Public","SERVICES DIVERS","Ensemble","Hommes","Cadres professions intellectuelles supérieures et chefs d entreprises","13951"
"Occitanie","Public","SERVICES DIVERS","Ensemble","Hommes","Employes","28839"
"Occitanie","Public","SERVICES DIVERS","Ensemble","Hommes","Ouvriers et Non codes","44971"
"Occitanie","Public","SERVICES DIVERS","Ensemble","Hommes","Professions intermediaires","18792"
"Occitanie","Public","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Femmes","Cadres professions intellectuelles supérieures et chefs d entreprises","3982"
"Occitanie","Public","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Femmes","Employes","1471"
"Occitanie","Public","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Femmes","Ouvriers et Non codes","62"
"Occitanie","Public","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Femmes","Professions intermediaires","1687"
"Occitanie","Public","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Hommes","Cadres professions intellectuelles supérieures et chefs d entreprises","6322"
"Occitanie","Public","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Hommes","Employes","818"
"Occitanie","Public","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Hommes","Ouvriers et Non codes","139"
"Occitanie","Public","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Hommes","Professions intermediaires","1574"
"Occitanie","Public","SPORTS ET LOISIRS (RZ2)","Ensemble","Femmes","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Occitanie","Public","SPORTS ET LOISIRS (RZ2)","Ensemble","Femmes","Employes","s"
"Occitanie","Public","SPORTS ET LOISIRS (RZ2)","Ensemble","Femmes","Ouvriers et Non codes","s"
"Occitanie","Public","SPORTS ET LOISIRS (RZ2)","Ensemble","Femmes","Professions intermediaires","41"
"Occitanie","Public","SPORTS ET LOISIRS (RZ2)","Ensemble","Hommes","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Occitanie","Public","SPORTS ET LOISIRS (RZ2)","Ensemble","Hommes","Employes","s"
