"REG","ESS","famille","taille_etab","nb_etab","nb_ent","eff_31","eff_EQTP","rem_brut"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","1. Coopérative","3 - Moyennes entreprises","25","13","2635","2425","114168287"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","1. Coopérative","4 - Grandes entreprises","11","4","5652","5515","275935999"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","2. Mutuelle","1 - Micro entreprise","427","35","s","s","s"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","2. Mutuelle","2 - Petites entreprises","133","18","2505","2133","89387094"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","2. Mutuelle","3 - Moyennes entreprises","35","3","3159","2818","112000708"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","2. Mutuelle","4 - Grandes entreprises","2","1","s","s","s"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","3. Association","1 - Micro entreprise","10491","9156","17282","17008","506528744"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","3. Association","2 - Petites entreprises","2439","1526","47096","40387","1220006198"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","3. Association","3 - Moyennes entreprises","607","334","49498","43114","1204825967"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","3. Association","4 - Grandes entreprises","28","24","12962","10866","373789711"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","4. Fondation","1 - Micro entreprise","36","14","s","s","s"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","4. Fondation","2 - Petites entreprises","26","11","665","549","17345647"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","4. Fondation","3 - Moyennes entreprises","20","5","1806","1646","52346934"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","4. Fondation","4 - Grandes entreprises","3","2","s","s","s"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","Privé Hors ESS","1 - Micro entreprise","158181","135266","331203","332698","9900990431"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","Privé Hors ESS","2 - Petites entreprises","18283","12576","326303","304429","10446784210"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","Privé Hors ESS","3 - Moyennes entreprises","2989","1654","257826","239064","8916644582"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","Privé Hors ESS","4 - Grandes entreprises","312","154","151492","139950","6444136726"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","Public","1 - Micro entreprise","3244","765","14883","14023","479908738"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","Public","2 - Petites entreprises","2601","661","50352","46327","1564261592"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","Public","3 - Moyennes entreprises","1185","872","108614","101287","3525520708"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","Public","4 - Grandes entreprises","269","184","246445","232978","7931755970"
"Auvergne-Rhône-Alpes","ESS","1. Coopérative","Toutes entreprises","2967","911","35465","34559","1459457796"
"Auvergne-Rhône-Alpes","ESS","2. Mutuelle","Toutes entreprises","1081","90","18619","16689","651193528"
"Auvergne-Rhône-Alpes","ESS","3. Association","Toutes entreprises","23634","19382","227360","194261","5594162166"
"Auvergne-Rhône-Alpes","ESS","4. Fondation","Toutes entreprises","299","53","10497","9141","291347797"
"Auvergne-Rhône-Alpes","Hors ESS","Privé Hors ESS","Toutes entreprises","243281","199501","1828673","1718760","62851246623"
"Auvergne-Rhône-Alpes","Hors ESS","Public","Toutes entreprises","16331","7191","627492","580566","19399583430"
"Bourgogne-Franche-Comté","ESS","1. Coopérative","Toutes entreprises","1362","453","14112","13766","586931882"
"Bourgogne-Franche-Comté","ESS","2. Mutuelle","Toutes entreprises","498","23","8123","7412","231817433"
"Bourgogne-Franche-Comté","ESS","3. Association","Toutes entreprises","7721","5935","75143","64541","1795670651"
"Bourgogne-Franche-Comté","ESS","4. Fondation","Toutes entreprises","46","9","2026","1750","54625278"
"Bourgogne-Franche-Comté","Hors ESS","Privé Hors ESS","Toutes entreprises","72953","59805","534950","502736","16476482365"
"Bourgogne-Franche-Comté","Hors ESS","Public","Toutes entreprises","10102","5582","233995","216761","7086673485"
"Bretagne","ESS","1. Coopérative","Toutes entreprises","1743","690","27813","27216","1103965922"
"Bretagne","ESS","2. Mutuelle","Toutes entreprises","382","30","8501","7779","276984937"
"Bretagne","ESS","3. Association","Toutes entreprises","10602","8818","106505","93628","2717676448"
"Bretagne","ESS","4. Fondation","Toutes entreprises","87","12","5330","4675","159020061"
"Bretagne","Hors ESS","Privé Hors ESS","Toutes entreprises","91665","75298","667038","633924","20569095572"
"Bretagne","Hors ESS","Public","Toutes entreprises","5579","2539","253120","233724","7628529577"
"Centre-Val de Loire","ESS","1. Coopérative","Toutes entreprises","1081","228","13720","13668","578040790"
"Centre-Val de Loire","ESS","2. Mutuelle","Toutes entreprises","332","17","6540","6175","250709696"
"Centre-Val de Loire","ESS","3. Association","Toutes entreprises","7365","6021","60096","52084","1421507943"
"Centre-Val de Loire","ESS","4. Fondation","Toutes entreprises","55","8","2655","2451","68404948"
"Centre-Val de Loire","Hors ESS","Privé Hors ESS","Toutes entreprises","64568","52048","517753","491164","16417148708"
"Centre-Val de Loire","Hors ESS","Public","Toutes entreprises","6497","3309","198709","186165","6061871740"
"Corse","ESS","1. Coopérative","Toutes entreprises","84","42","1047","979","47457736"
"Corse","ESS","2. Mutuelle","Toutes entreprises","61","5","s","s","s"
"Corse","ESS","3. Association","Toutes entreprises","872","708","6453","5478","150363973"
"Corse","ESS","4. Fondation","Toutes entreprises","1","0","s","s","s"
"Corse","Hors ESS","Privé Hors ESS","Toutes entreprises","15349","13837","64646","66633","2022081418"
"Corse","Hors ESS","Public","Toutes entreprises","1004","490","31416","29978","1091570301"
"Grand-Est","ESS","1. Coopérative","Toutes entreprises","2495","872","29346","28719","1267358654"
"Grand-Est","ESS","2. Mutuelle","Toutes entreprises","508","51","6867","6489","272196786"
"Grand-Est","ESS","3. Association","Toutes entreprises","12640","9733","146363","127098","3519624723"
"Grand-Est","ESS","4. Fondation","Toutes entreprises","170","38","10421","9386","294175013"
"Grand-Est","Hors ESS","Privé Hors ESS","Toutes entreprises","142808","116708","1098059","1029247","35155054652"
"Grand-Est","Hors ESS","Public","Toutes entreprises","16529","9057","437038","405659","13617087134"
"Guadeloupe","ESS","1. Coopérative","Toutes entreprises","108","29","1053","1057","57737715"
"Guadeloupe","ESS","2. Mutuelle","Toutes entreprises","36","8","292","288","12999366"
"Guadeloupe","ESS","3. Association","Toutes entreprises","868","655","8713","7589","222243106"
"Guadeloupe","ESS","4. Fondation","Toutes entreprises","3","0","152","143","4613460"
"Guadeloupe","Hors ESS","Privé Hors ESS","Toutes entreprises","10150","8905","57823","54234","1864841858"
"Guadeloupe","Hors ESS","Public","Toutes entreprises","627","222","39296","37335","1556998205"
"Guyane","ESS","1. Coopérative","Toutes entreprises","24","8","177","168","7661639"
"Guyane","ESS","2. Mutuelle","Toutes entreprises","12","1","s","s","s"
"Guyane","ESS","3. Association","Toutes entreprises","396","286","3859","3482","111096430"
"Guyane","ESS","4. Fondation","Toutes entreprises","1","0","s","s","s"
"Guyane","Hors ESS","Privé Hors ESS","Toutes entreprises","4121","3468","24295","22939","815312805"
"Guyane","Hors ESS","Public","Toutes entreprises","385","129","26605","24985","1051938021"
"Hauts-de-France","ESS","1. Coopérative","Toutes entreprises","1739","397","19638","19071","843131497"
"Hauts-de-France","ESS","2. Mutuelle","Toutes entreprises","493","30","5862","5594","223450955"
"Hauts-de-France","ESS","3. Association","Toutes entreprises","12427","9566","169618","145284","4113623980"
"Hauts-de-France","ESS","4. Fondation","Toutes entreprises","116","23","6668","6140","188324780"
"Hauts-de-France","Hors ESS","Privé Hors ESS","Toutes entreprises","129562","105005","1154945","1082924","36741019758"
"Hauts-de-France","Hors ESS","Public","Toutes entreprises","14055","6685","484073","447747","14774752121"
"Ile-de-France","ESS","1. Coopérative","Toutes entreprises","1891","462","34248","33467","1747434137"
"Ile-de-France","ESS","2. Mutuelle","Toutes entreprises","691","178","23373","21551","1086272956"
"Ile-de-France","ESS","3. Association","Toutes entreprises","29987","24504","299559","263325","9337126073"
"Ile-de-France","ESS","4. Fondation","Toutes entreprises","654","282","32858","29856","1155785304"
"Ile-de-France","Hors ESS","Privé Hors ESS","Toutes entreprises","421404","357093","3922686","3708029","181079301202"
"Ile-de-France","Hors ESS","Public","Toutes entreprises","16639","4605","1223334","1152664","42900955855"
"La Réunion","ESS","1. Coopérative","Toutes entreprises","199","75","3050","2722","127506591"
"La Réunion","ESS","2. Mutuelle","Toutes entreprises","42","8","687","676","29905989"
"La Réunion","ESS","3. Association","Toutes entreprises","1749","1471","16719","15127","439427606"
"La Réunion","ESS","4. Fondation","Toutes entreprises","41","3","1653","1519","50467631"
"La Réunion","Hors ESS","Privé Hors ESS","Toutes entreprises","21569","18469","122182","117898","3698017052"
"La Réunion","Hors ESS","Public","Toutes entreprises","981","248","81541","76230","3090087728"
"Martinique","ESS","1. Coopérative","Toutes entreprises","112","32","1072","1074","58248351"
"Martinique","ESS","2. Mutuelle","Toutes entreprises","30","9","s","s","s"
"Martinique","ESS","3. Association","Toutes entreprises","808","669","9078","7690","236625762"
"Martinique","ESS","4. Fondation","Toutes entreprises","5","1","s","s","s"
"Martinique","Hors ESS","Privé Hors ESS","Toutes entreprises","9311","8035","60561","56991","1923154423"
"Martinique","Hors ESS","Public","Toutes entreprises","619","227","40392","38506","1584365589"
"Normandie","ESS","1. Coopérative","Toutes entreprises","1335","424","15738","15621","647193587"
"Normandie","ESS","2. Mutuelle","Toutes entreprises","453","14","5898","5432","232544715"
"Normandie","ESS","3. Association","Toutes entreprises","8377","6834","85500","74171","2040177972"
"Normandie","ESS","4. Fondation","Toutes entreprises","98","16","5036","4400","138339946"
"Normandie","Hors ESS","Privé Hors ESS","Toutes entreprises","85681","69861","669993","633112","21219401198"
"Normandie","Hors ESS","Public","Toutes entreprises","8565","4435","269560","250135","8138214049"
"Nouvelle-Aquitaine","ESS","1. Coopérative","Toutes entreprises","2689","948","35268","34694","1367279425"
"Nouvelle-Aquitaine","ESS","2. Mutuelle","Toutes entreprises","774","43","17805","16914","762740054"
"Nouvelle-Aquitaine","ESS","3. Association","Toutes entreprises","17537","14389","158579","139091","3849147122"
"Nouvelle-Aquitaine","ESS","4. Fondation","Toutes entreprises","143","25","7534","6719","208662060"
"Nouvelle-Aquitaine","Hors ESS","Privé Hors ESS","Toutes entreprises","180298","147819","1165779","1115038","36409459235"
"Nouvelle-Aquitaine","Hors ESS","Public","Toutes entreprises","15277","7576","524394","481398","15432777161"
"Occitanie","ESS","1. Coopérative","Toutes entreprises","2665","1100","28410","28204","1139877453"
"Occitanie","ESS","2. Mutuelle","Toutes entreprises","834","48","12809","11684","434745183"
"Occitanie","ESS","3. Association","Toutes entreprises","18406","15343","162726","142028","3922269614"
"Occitanie","ESS","4. Fondation","Toutes entreprises","81","19","3774","3390","111450902"
"Occitanie","Hors ESS","Privé Hors ESS","Toutes entreprises","176844","146946","1110989","1053470","35833272218"
"Occitanie","Hors ESS","Public","Toutes entreprises","14412","7073","494147","457111","15116105494"
"Pays de la Loire","ESS","1. Coopérative","Toutes entreprises","1896","646","26152","25309","1024062902"
"Pays de la Loire","ESS","2. Mutuelle","Toutes entreprises","505","24","8734","7762","274796616"
"Pays de la Loire","ESS","3. Association","Toutes entreprises","12611","10172","124317","106946","3090659640"
"Pays de la Loire","ESS","4. Fondation","Toutes entreprises","59","14","2726","2379","71937228"
"Pays de la Loire","Hors ESS","Privé Hors ESS","Toutes entreprises","99651","80292","871141","826133","27506669230"
"Pays de la Loire","Hors ESS","Public","Toutes entreprises","5830","2582","265342","245155","8063817045"
"Provence-Alpes-Côte d'Azur","ESS","1. Coopérative","Toutes entreprises","1490","665","17607","17089","762666954"
"Provence-Alpes-Côte d'Azur","ESS","2. Mutuelle","Toutes entreprises","597","57","7698","6878","281686807"
"Provence-Alpes-Côte d'Azur","ESS","3. Association","Toutes entreprises","13565","11040","126838","111376","3305150620"
"Provence-Alpes-Côte d'Azur","ESS","4. Fondation","Toutes entreprises","85","32","4686","4133","134315512"
"Provence-Alpes-Côte d'Azur","Hors ESS","Privé Hors ESS","Toutes entreprises","179765","149650","1066824","1016141","35708555949"
"Provence-Alpes-Côte d'Azur","Hors ESS","Public","Toutes entreprises","7299","2482","420294","394615","13501447008"
"Auvergne-Rhône-Alpes","ESS","1. Coopérative","1 - Micro entreprise","2211","645","8515","8704","353741497"
"Auvergne-Rhône-Alpes","ESS","1. Coopérative","2 - Petites entreprises","661","211","11568","11133","458341365"
"Auvergne-Rhône-Alpes","ESS","1. Coopérative","3 - Moyennes entreprises","78","48","6885","6446","258318185"
"Auvergne-Rhône-Alpes","ESS","1. Coopérative","4 - Grandes entreprises","17","7","8497","8276","389056749"
"Auvergne-Rhône-Alpes","ESS","2. Mutuelle","1 - Micro entreprise","773","64","s","s","s"
"Auvergne-Rhône-Alpes","ESS","2. Mutuelle","2 - Petites entreprises","215","17","4601","3899","142981043"
"Auvergne-Rhône-Alpes","ESS","2. Mutuelle","3 - Moyennes entreprises","86","7","7686","6915","254762835"
"Auvergne-Rhône-Alpes","ESS","2. Mutuelle","4 - Grandes entreprises","7","2","s","s","s"
"Auvergne-Rhône-Alpes","ESS","3. Association","1 - Micro entreprise","17835","15676","29599","27583","815157336"
"Auvergne-Rhône-Alpes","ESS","3. Association","2 - Petites entreprises","4564","3019","86133","71224","2084328049"
"Auvergne-Rhône-Alpes","ESS","3. Association","3 - Moyennes entreprises","1189","657","93758","80297","2241751510"
"Auvergne-Rhône-Alpes","ESS","3. Association","4 - Grandes entreprises","46","30","17870","15157","452925271"
"Auvergne-Rhône-Alpes","ESS","4. Fondation","1 - Micro entreprise","135","25","s","s","s"
"Auvergne-Rhône-Alpes","ESS","4. Fondation","2 - Petites entreprises","97","11","2187","1850","58678365"
"Auvergne-Rhône-Alpes","ESS","4. Fondation","3 - Moyennes entreprises","61","14","4892","4222","133833334"
"Auvergne-Rhône-Alpes","ESS","4. Fondation","4 - Grandes entreprises","6","3","s","s","s"
"Auvergne-Rhône-Alpes","Hors ESS","Privé Hors ESS","1 - Micro entreprise","206161","174202","459475","446604","13741950443"
"Auvergne-Rhône-Alpes","Hors ESS","Privé Hors ESS","2 - Petites entreprises","30987","21772","567102","524543","18362745119"
"Auvergne-Rhône-Alpes","Hors ESS","Privé Hors ESS","3 - Moyennes entreprises","5476","3199","492033","458423","17646585695"
"Auvergne-Rhône-Alpes","Hors ESS","Privé Hors ESS","4 - Grandes entreprises","657","328","310063","289189","13099965366"
"Auvergne-Rhône-Alpes","Hors ESS","Public","1 - Micro entreprise","8843","3325","35298","32434","1042086733"
"Auvergne-Rhône-Alpes","Hors ESS","Public","2 - Petites entreprises","4995","2112","96072","88275","2834333039"
"Auvergne-Rhône-Alpes","Hors ESS","Public","3 - Moyennes entreprises","2129","1508","194582","179940","6154768528"
"Auvergne-Rhône-Alpes","Hors ESS","Public","4 - Grandes entreprises","364","246","301540","279917","9368395130"
"Bourgogne-Franche-Comté","ESS","1. Coopérative","1 - Micro entreprise","1049","317","3858","3836","156551940"
"Bourgogne-Franche-Comté","ESS","1. Coopérative","2 - Petites entreprises","277","116","4830","4636","195225589"
"Bourgogne-Franche-Comté","ESS","1. Coopérative","3 - Moyennes entreprises","31","18","s","s","s"
"Bourgogne-Franche-Comté","ESS","1. Coopérative","4 - Grandes entreprises","5","2","s","s","s"
"Bourgogne-Franche-Comté","ESS","2. Mutuelle","1 - Micro entreprise","345","10","1023","1197","42988017"
"Bourgogne-Franche-Comté","ESS","2. Mutuelle","2 - Petites entreprises","109","10","s","s","s"
"Bourgogne-Franche-Comté","ESS","2. Mutuelle","3 - Moyennes entreprises","40","2","s","s","s"
"Bourgogne-Franche-Comté","ESS","2. Mutuelle","4 - Grandes entreprises","4","1","s","s","s"
"Bourgogne-Franche-Comté","ESS","3. Association","1 - Micro entreprise","5738","4778","9879","9418","275134639"
"Bourgogne-Franche-Comté","ESS","3. Association","2 - Petites entreprises","1602","958","31203","25766","735761753"
"Bourgogne-Franche-Comté","ESS","3. Association","3 - Moyennes entreprises","364","193","27744","23827","631743281"
"Bourgogne-Franche-Comté","ESS","3. Association","4 - Grandes entreprises","17","6","6317","5530","153030978"
"Bourgogne-Franche-Comté","ESS","4. Fondation","1 - Micro entreprise","16","6","44","79","2464613"
"Bourgogne-Franche-Comté","ESS","4. Fondation","2 - Petites entreprises","14","2","s","s","s"
"Bourgogne-Franche-Comté","ESS","4. Fondation","3 - Moyennes entreprises","16","1","s","s","s"
"Bourgogne-Franche-Comté","Hors ESS","Privé Hors ESS","1 - Micro entreprise","62252","52484","143346","137245","3895339718"
"Bourgogne-Franche-Comté","Hors ESS","Privé Hors ESS","2 - Petites entreprises","8983","6226","167408","155202","5007857089"
"Bourgogne-Franche-Comté","Hors ESS","Privé Hors ESS","3 - Moyennes entreprises","1531","983","142091","131988","4498081784"
"Bourgogne-Franche-Comté","Hors ESS","Privé Hors ESS","4 - Grandes entreprises","187","112","82105","78301","3075203774"
"Bourgogne-Franche-Comté","Hors ESS","Public","1 - Micro entreprise","7245","4086","20749","18310","570862147"
"Bourgogne-Franche-Comté","Hors ESS","Public","2 - Petites entreprises","1915","872","37646","35195","1147079993"
"Bourgogne-Franche-Comté","Hors ESS","Public","3 - Moyennes entreprises","797","524","73722","68818","2300559624"
"Bourgogne-Franche-Comté","Hors ESS","Public","4 - Grandes entreprises","145","100","101878","94439","3068171721"
"Bretagne","ESS","1. Coopérative","1 - Micro entreprise","1332","536","3857","3930","145157038"
"Bretagne","ESS","1. Coopérative","2 - Petites entreprises","339","118","6499","6155","229367754"
"Bretagne","ESS","1. Coopérative","3 - Moyennes entreprises","54","28","4437","4343","150343457"
"Bretagne","ESS","1. Coopérative","4 - Grandes entreprises","18","8","13020","12787","579097673"
"Bretagne","ESS","2. Mutuelle","1 - Micro entreprise","257","15","845","827","33717175"
"Bretagne","ESS","2. Mutuelle","2 - Petites entreprises","83","8","1731","1473","48578195"
"Bretagne","ESS","2. Mutuelle","3 - Moyennes entreprises","35","4","2908","2645","86411540"
"Bretagne","ESS","2. Mutuelle","4 - Grandes entreprises","7","3","3017","2834","108278027"
"Bretagne","ESS","3. Association","1 - Micro entreprise","8019","7134","13423","13217","384982838"
"Bretagne","ESS","3. Association","2 - Petites entreprises","1999","1342","39122","33817","999388698"
"Bretagne","ESS","3. Association","3 - Moyennes entreprises","566","327","47966","41419","1159688796"
"Bretagne","ESS","3. Association","4 - Grandes entreprises","18","15","5994","5176","173616116"
"Bretagne","ESS","4. Fondation","1 - Micro entreprise","21","3","48","53","1695857"
"Bretagne","ESS","4. Fondation","2 - Petites entreprises","32","3","704","600","19425021"
"Bretagne","ESS","4. Fondation","3 - Moyennes entreprises","31","3","2990","2580","83902840"
"Bretagne","ESS","4. Fondation","4 - Grandes entreprises","3","3","1588","1443","53996343"
"Bretagne","Hors ESS","Privé Hors ESS","1 - Micro entreprise","78429","66207","177151","176068","4978463227"
"Bretagne","Hors ESS","Privé Hors ESS","2 - Petites entreprises","11076","7782","204326","190724","6138088247"
"Bretagne","Hors ESS","Privé Hors ESS","3 - Moyennes entreprises","1914","1171","176539","164472","5650011431"
"Bretagne","Hors ESS","Privé Hors ESS","4 - Grandes entreprises","246","138","109022","102660","3802532667"
"Bretagne","Hors ESS","Public","1 - Micro entreprise","2554","926","10875","10412","343244025"
"Bretagne","Hors ESS","Public","2 - Petites entreprises","1978","928","39855","36798","1167936216"
"Bretagne","Hors ESS","Public","3 - Moyennes entreprises","887","584","79174","73373","2404987322"
"Bretagne","Hors ESS","Public","4 - Grandes entreprises","160","101","123216","113141","3712362014"
"Centre-Val de Loire","ESS","1. Coopérative","1 - Micro entreprise","848","177","3155","3282","130160362"
"Centre-Val de Loire","ESS","1. Coopérative","2 - Petites entreprises","199","36","3353","3280","128888011"
"Centre-Val de Loire","ESS","1. Coopérative","3 - Moyennes entreprises","23","12","2560","2547","101332856"
"Centre-Val de Loire","ESS","1. Coopérative","4 - Grandes entreprises","11","3","4652","4560","217659561"
"Centre-Val de Loire","ESS","2. Mutuelle","1 - Micro entreprise","241","9","s","s","s"
"Centre-Val de Loire","ESS","2. Mutuelle","2 - Petites entreprises","70","5","1479","1365","48866766"
"Centre-Val de Loire","ESS","2. Mutuelle","3 - Moyennes entreprises","18","0","s","s","s"
"Centre-Val de Loire","ESS","2. Mutuelle","4 - Grandes entreprises","3","3","s","s","94057995"
"Centre-Val de Loire","ESS","3. Association","1 - Micro entreprise","5799","5093","8907","8666","s"
"Centre-Val de Loire","ESS","3. Association","2 - Petites entreprises","1254","774","24370","20299","584258541"
"Centre-Val de Loire","ESS","3. Association","3 - Moyennes entreprises","302","146","23364","20151","517067460"
"Centre-Val de Loire","ESS","3. Association","4 - Grandes entreprises","10","8","3455","2967","s"
"Centre-Val de Loire","ESS","4. Fondation","1 - Micro entreprise","12","2","s","s","s"
"Centre-Val de Loire","ESS","4. Fondation","2 - Petites entreprises","22","4","676","624","19160478"
"Centre-Val de Loire","ESS","4. Fondation","3 - Moyennes entreprises","20","2","s","s","s"
"Centre-Val de Loire","ESS","4. Fondation","4 - Grandes entreprises","1","0","s","s","s"
"Centre-Val de Loire","Hors ESS","Privé Hors ESS","1 - Micro entreprise","54675","45614","126231","123867","3523057895"
"Centre-Val de Loire","Hors ESS","Privé Hors ESS","2 - Petites entreprises","8149","5475","154591","143888","4624798117"
"Centre-Val de Loire","Hors ESS","Privé Hors ESS","3 - Moyennes entreprises","1525","861","139403","130662","4498712920"
"Centre-Val de Loire","Hors ESS","Privé Hors ESS","4 - Grandes entreprises","219","98","97528","92747","3770579776"
"Centre-Val de Loire","Hors ESS","Public","1 - Micro entreprise","4006","1904","14237","13105","414491986"
"Centre-Val de Loire","Hors ESS","Public","2 - Petites entreprises","1675","824","31855","29741","952835478"
"Centre-Val de Loire","Hors ESS","Public","3 - Moyennes entreprises","694","499","64064","60252","2001378326"
"Centre-Val de Loire","Hors ESS","Public","4 - Grandes entreprises","122","82","88553","83067","2693165950"
"Corse","ESS","1. Coopérative","1 - Micro entreprise","56","27","s","s","s"
"Corse","ESS","1. Coopérative","2 - Petites entreprises","27","14","546","496","23262533"
"Corse","ESS","1. Coopérative","4 - Grandes entreprises","1","1","s","s","s"
"Corse","ESS","2. Mutuelle","1 - Micro entreprise","41","4","s","s","s"
"Corse","ESS","2. Mutuelle","2 - Petites entreprises","17","0","287","251","9328535"
"Corse","ESS","2. Mutuelle","3 - Moyennes entreprises","3","1","s","s","s"
"Corse","ESS","3. Association","1 - Micro entreprise","674","579","s","s","s"
"Corse","ESS","3. Association","2 - Petites entreprises","171","115","3288","2721","76890858"
"Corse","ESS","3. Association","3 - Moyennes entreprises","27","14","s","s","s"
"Corse","ESS","4. Fondation","1 - Micro entreprise","1","0","s","s","s"
"Corse","Hors ESS","Privé Hors ESS","1 - Micro entreprise","13886","12634","27470","31411","867323436"
"Corse","Hors ESS","Privé Hors ESS","2 - Petites entreprises","1323","1104","23103","22212","703572487"
"Corse","Hors ESS","Privé Hors ESS","3 - Moyennes entreprises","135","96","s","s","s"
"Corse","Hors ESS","Privé Hors ESS","4 - Grandes entreprises","5","3","s","s","s"
"Corse","Hors ESS","Public","1 - Micro entreprise","596","265","s","s","66598615"
"Corse","Hors ESS","Public","2 - Petites entreprises","273","125","5465","5147","181957096"
"Corse","Hors ESS","Public","3 - Moyennes entreprises","123","88","s","s","s"
"Corse","Hors ESS","Public","4 - Grandes entreprises","12","12","s","s","s"
"Grand-Est","ESS","1. Coopérative","1 - Micro entreprise","1910","568","5887","6175","257038794"
"Grand-Est","ESS","1. Coopérative","2 - Petites entreprises","500","255","8114","7754","332013682"
"Grand-Est","ESS","1. Coopérative","3 - Moyennes entreprises","66","38","7313","7087","309926927"
"Grand-Est","ESS","1. Coopérative","4 - Grandes entreprises","19","11","8032","7703","368379251"
"Grand-Est","ESS","2. Mutuelle","1 - Micro entreprise","378","24","s","s","s"
"Grand-Est","ESS","2. Mutuelle","2 - Petites entreprises","100","21","1977","1818","75129530"
"Grand-Est","ESS","2. Mutuelle","3 - Moyennes entreprises","27","5","2479","2307","92636830"
"Grand-Est","ESS","2. Mutuelle","4 - Grandes entreprises","3","1","s","s","s"
"Grand-Est","ESS","3. Association","1 - Micro entreprise","9216","7765","16647","15738","460943916"
"Grand-Est","ESS","3. Association","2 - Petites entreprises","2586","1540","50639","43018","1226230032"
"Grand-Est","ESS","3. Association","3 - Moyennes entreprises","804","404","62930","54222","1429435275"
"Grand-Est","ESS","3. Association","4 - Grandes entreprises","34","24","16147","14120","403015500"
"Grand-Est","ESS","4. Fondation","1 - Micro entreprise","59","19","s","s","s"
"Grand-Est","ESS","4. Fondation","2 - Petites entreprises","46","7","1313","1144","33263057"
"Grand-Est","ESS","4. Fondation","3 - Moyennes entreprises","57","10","5130","4617","136665433"
"Grand-Est","ESS","4. Fondation","4 - Grandes entreprises","8","2","s","s","s"
"Grand-Est","Hors ESS","Privé Hors ESS","1 - Micro entreprise","120879","101795","277287","263509","7693056054"
"Grand-Est","Hors ESS","Privé Hors ESS","2 - Petites entreprises","18344","12774","335539","309705","10241856839"
"Grand-Est","Hors ESS","Privé Hors ESS","3 - Moyennes entreprises","3165","1901","291343","272312","9902506222"
"Grand-Est","Hors ESS","Privé Hors ESS","4 - Grandes entreprises","420","238","193890","183721","7317635537"
"Grand-Est","Hors ESS","Public","1 - Micro entreprise","11327","6508","31538","28242","900989630"
"Grand-Est","Hors ESS","Public","2 - Petites entreprises","3498","1418","70423","65191","2156345034"
"Grand-Est","Hors ESS","Public","3 - Moyennes entreprises","1446","963","134246","125057","4316065996"
"Grand-Est","Hors ESS","Public","4 - Grandes entreprises","258","168","200831","187169","6243686474"
"Guadeloupe","ESS","1. Coopérative","1 - Micro entreprise","80","23","s","s","s"
"Guadeloupe","ESS","1. Coopérative","2 - Petites entreprises","26","6","462","453","23161961"
"Guadeloupe","ESS","1. Coopérative","3 - Moyennes entreprises","2","0","s","s","s"
"Guadeloupe","ESS","2. Mutuelle","1 - Micro entreprise","30","6","91","90","3770273"
"Guadeloupe","ESS","2. Mutuelle","2 - Petites entreprises","5","1","s","s","s"
"Guadeloupe","ESS","2. Mutuelle","3 - Moyennes entreprises","1","1","s","s","s"
"Guadeloupe","ESS","3. Association","1 - Micro entreprise","603","479","s","s","s"
"Guadeloupe","ESS","3. Association","2 - Petites entreprises","227","153","4297","3553","106870729"
"Guadeloupe","ESS","3. Association","3 - Moyennes entreprises","37","22","2601","2234","65202112"
"Guadeloupe","ESS","3. Association","4 - Grandes entreprises","1","1","s","s","s"
"Guadeloupe","ESS","4. Fondation","2 - Petites entreprises","2","0","s","s","s"
"Guadeloupe","ESS","4. Fondation","3 - Moyennes entreprises","1","0","s","s","s"
"Guadeloupe","Hors ESS","Privé Hors ESS","1 - Micro entreprise","8871","7891","22828","21992","637922924"
"Guadeloupe","Hors ESS","Privé Hors ESS","2 - Petites entreprises","1135","913","19744","18129","631685332"
"Guadeloupe","Hors ESS","Privé Hors ESS","3 - Moyennes entreprises","135","95","s","s","s"
"Guadeloupe","Hors ESS","Privé Hors ESS","4 - Grandes entreprises","9","6","s","s","s"
"Guadeloupe","Hors ESS","Public","1 - Micro entreprise","215","38","s","s","s"
"Guadeloupe","Hors ESS","Public","2 - Petites entreprises","257","60","5151","4901","218666600"
"Guadeloupe","Hors ESS","Public","3 - Moyennes entreprises","128","101","s","s","s"
"Guadeloupe","Hors ESS","Public","4 - Grandes entreprises","27","23","20001","18965","733312709"
