"DEP","ESS_simp","typo_A","typo_A_det","taille_etab","nb_etab","nb_ent","eff_31","eff_EQTP","rem_brut"
"37","Privé Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","27","16","1261","1167","31573801"
"37","Public","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","1","0","s","s","s"
"37","Public","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","26","20","s","s","s"
"37","Public","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","28","18","2056","1893","51040529"
"38","ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","67","61","s","s","s"
"38","ESS","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","110","102","3324","2488","56976329"
"38","ESS","ACTION SOCIALE (QB)","Aide par le travail","Tous établissements","31","8","s","s","s"
"38","ESS","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","200","102","2696","2228","65347640"
"38","ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","176","51","6774","5820","166888360"
"38","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","128","77","s","s","s"
"38","Privé Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","80","60","s","s","s"
"38","Privé Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","14","3","s","s","s"
"38","Privé Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","15","10","620","533","15299417"
"38","Public","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","3","0","s","s","s"
"38","Public","ACTION SOCIALE (QB)","Aide par le travail","Tous établissements","1","1","s","s","s"
"38","Public","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","52","38","s","s","s"
"38","Public","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","88","43","5103","4581","128361076"
"39","ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","10","9","s","s","s"
"39","ESS","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","27","27","s","821","18614527"
"39","ESS","ACTION SOCIALE (QB)","Aide par le travail","Tous établissements","9","1","s","s","s"
"39","ESS","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","57","15","s","s","s"
"39","ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","61","8","1569","1372","39385380"
"39","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","6","3","21","s","s"
"39","Privé Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","9","5","s","77","1534512"
"39","Privé Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","2","0","s","s","s"
"39","Privé Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","12","10","491","440","12082566"
"39","Public","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","2","0","s","s","s"
"39","Public","ACTION SOCIALE (QB)","Aide par le travail","Tous établissements","1","0","s","s","s"
"39","Public","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","18","10","729","658","17488633"
"39","Public","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","37","11","1115","1016","27908902"
"40","ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","7","5","s","s","s"
"40","ESS","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","21","20","481","380","8386270"
"40","ESS","ACTION SOCIALE (QB)","Aide par le travail","Tous établissements","17","4","818","717","11257503"
"40","ESS","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","70","38","s","s","s"
"40","ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","48","18","1433","1228","36136036"
"40","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","1","1","s","s","s"
"40","Privé Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","32","23","326","240","4848703"
"40","Privé Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","6","1","s","s","s"
"40","Privé Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","5","3","84","73","1794085"
"40","Public","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","18","3","253","238","6016747"
"40","Public","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","14","5","650","562","13036909"
"40","Public","ACTION SOCIALE (QB)","Aide par le travail","Tous établissements","3","0","71","38","917132"
"40","Public","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","50","31","1370","1212","30623999"
"40","Public","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","57","22","3454","3223","88359032"
"41","ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","8","6","s","s","s"
"41","ESS","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","45","25","1066","785","17624862"
"41","ESS","ACTION SOCIALE (QB)","Aide par le travail","Tous établissements","21","2","s","s","s"
"41","ESS","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","51","24","623","511","14374850"
"41","ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","61","18","1354","1240","36497007"
"41","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","8","5","54","46","1059431"
"41","Privé Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","17","15","s","s","s"
"41","Privé Hors ESS","ACTION SOCIALE (QB)","Aide par le travail","Tous établissements","3","2","s","s","s"
"41","Privé Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","5","0","s","s","s"
"41","Privé Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","16","14","616","543","14598811"
"41","Public","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","3","0","s","s","s"
"41","Public","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","1","0","s","s","s"
"41","Public","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","16","8","s","s","s"
"41","Public","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","35","23","1849","1718","49002575"
"42","ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","79","54","s","s","s"
"42","ESS","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","82","55","2806","2124","45361943"
"42","ESS","ACTION SOCIALE (QB)","Aide par le travail","Tous établissements","28","7","s","s","s"
"42","ESS","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","184","110","2357","1861","52819818"
"42","ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","148","38","5269","4564","129751059"
"42","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","39","22","s","s","s"
"42","Privé Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","38","26","701","513","11410986"
"42","Privé Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","8","6","s","s","s"
"42","Privé Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","28","17","1177","1015","27669057"
"42","Public","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","4","0","s","s","s"
"42","Public","ACTION SOCIALE (QB)","Aide par le travail","Tous établissements","1","1","s","s","s"
"42","Public","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","31","21","s","s","s"
"42","Public","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","54","38","3219","2959","84648986"
"43","ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","21","16","203","165","3983129"
"43","ESS","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","66","59","1073","786","16858840"
"43","ESS","ACTION SOCIALE (QB)","Aide par le travail","Tous établissements","11","4","705","637","10221104"
"43","ESS","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","65","35","751","589","15462181"
"43","ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","73","34","2559","2219","61545269"
"43","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","2","1","s","s","s"
"43","Privé Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","3","3","s","s","s"
"43","Privé Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","6","6","57","52","1234307"
"43","Privé Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","3","3","65","51","1393041"
"43","Public","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","2","0","s","s","s"
"43","Public","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","1","0","s","s","s"
"43","Public","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","11","9","247","215","5907496"
"43","Public","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","24","16","1379","1217","32974448"
"44","ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","107","71","1890","1383","34336471"
"44","ESS","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","73","52","2989","2247","51211899"
"44","ESS","ACTION SOCIALE (QB)","Aide par le travail","Tous établissements","38","7","3101","2648","44563199"
"44","ESS","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","168","82","3296","2696","73546495"
"44","ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","358","123","12831","11074","304222445"
"44","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","116","73","822","691","14785845"
"44","Privé Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","90","75","s","s","s"
"44","Privé Hors ESS","ACTION SOCIALE (QB)","Aide par le travail","Tous établissements","6","3","s","s","s"
"44","Privé Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","11","9","59","62","1758798"
"44","Privé Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","31","16","1475","1324","40339889"
"44","Public","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","4","0","58","52","1665316"
"44","Public","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","2","1","s","s","s"
"44","Public","ACTION SOCIALE (QB)","Aide par le travail","Tous établissements","2","2","s","s","s"
"44","Public","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","40","31","1345","1246","36805671"
"44","Public","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","33","21","3258","2910","82051483"
"45","ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","14","11","s","s","s"
"45","ESS","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","30","30","1036","842","19136121"
"45","ESS","ACTION SOCIALE (QB)","Aide par le travail","Tous établissements","16","1","s","s","s"
"45","ESS","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","117","56","1881","1607","43438703"
"45","ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","100","34","3353","3040","87429147"
"45","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","46","27","412","365","8118300"
"45","Privé Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","36","24","684","492","10347745"
"45","Privé Hors ESS","ACTION SOCIALE (QB)","Aide par le travail","Tous établissements","1","1","s","s","s"
"45","Privé Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","6","4","s","s","s"
"45","Privé Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","24","15","1182","1072","30630666"
"45","Public","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","2","2","s","s","s"
"45","Public","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","24","20","s","s","s"
"45","Public","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","29","21","1568","1417","38295159"
"46","ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","17","15","s","s","s"
"46","ESS","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","16","16","s","s","s"
"46","ESS","ACTION SOCIALE (QB)","Aide par le travail","Tous établissements","7","2","s","s","s"
"46","ESS","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","33","22","s","s","s"
"46","ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","45","19","s","s","s"
"46","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","3","0","32","26","726157"
"46","Privé Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","6","3","s","s","s"
"46","Privé Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","3","2","s","s","s"
"46","Public","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","1","1","s","s","s"
"46","Public","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","13","9","s","s","s"
"46","Public","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","35","21","1670","1475","40293498"
"47","ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","19","16","s","s","s"
"47","ESS","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","70","66","1825","1389","29988778"
"47","ESS","ACTION SOCIALE (QB)","Aide par le travail","Tous établissements","16","4","685","602","10326056"
"47","ESS","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","87","48","s","s","s"
"47","ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","61","18","2209","1957","56783936"
"47","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","5","1","s","s","s"
"47","Privé Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","20","13","s","s","s"
"47","Privé Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","21","15","883","792","22191790"
"47","Public","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","1","0","s","s","s"
"47","Public","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","23","21","s","s","s"
"47","Public","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","29","26","1605","1522","39752525"
"48","ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","7","7","s","s","s"
"48","ESS","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","14","14","s","s","s"
"48","ESS","ACTION SOCIALE (QB)","Aide par le travail","Tous établissements","6","1","s","s","s"
"48","ESS","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","16","8","s","s","s"
"48","ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","56","20","2791","2476","70898599"
"48","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","1","1","s","s","s"
"48","Privé Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","3","1","s","s","s"
"48","Public","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","2","2","s","s","s"
"48","Public","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","14","6","s","s","s"
"48","Public","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","19","10","804","733","19684599"
"49","ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","113","53","787","685","16753901"
"49","ESS","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","77","72","2087","1582","37181779"
"49","ESS","ACTION SOCIALE (QB)","Aide par le travail","Tous établissements","35","8","2460","2226","37697302"
"49","ESS","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","151","86","2792","2284","60994484"
"49","ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","171","71","7091","6289","172124258"
"49","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","47","33","s","s","s"
"49","Privé Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","54","41","833","568","11808368"
"49","Privé Hors ESS","ACTION SOCIALE (QB)","Aide par le travail","Tous établissements","1","1","s","s","s"
"49","Privé Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","3","3","s","s","s"
"49","Privé Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","16","15","642","551","15186478"
"49","Public","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","4","2","s","s","s"
"49","Public","ACTION SOCIALE (QB)","Aide par le travail","Tous établissements","1","1","s","s","s"
"49","Public","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","32","27","s","s","s"
"49","Public","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","70","37","3271","2926","77700520"
"50","ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","13","11","s","s","s"
"50","ESS","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","45","18","2026","1409","s"
"50","ESS","ACTION SOCIALE (QB)","Aide par le travail","Tous établissements","18","5","s","s","s"
"50","ESS","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","83","38","1022","768","23207362"
"50","ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","70","28","3530","3151","81816623"
"50","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","11","7","125","98","s"
"50","Privé Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","19","13","330","232","s"
"50","Privé Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","18","15","675","585","15285277"
"50","Public","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","1","1","s","s","s"
"50","Public","ACTION SOCIALE (QB)","Aide par le travail","Tous établissements","1","1","s","s","s"
"50","Public","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","26","23","1487","1305","36241385"
"50","Public","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","44","30","1996","1796","50429541"
"51","ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","34","21","s","s","s"
"51","ESS","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","54","47","1578","1193","27156036"
"51","ESS","ACTION SOCIALE (QB)","Aide par le travail","Tous établissements","18","5","s","s","s"
"51","ESS","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","176","110","1785","1514","38627326"
"51","ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","96","39","3012","2614","74170889"
"51","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","85","50","465","s","s"
"51","Privé Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","23","15","s","s","s"
"51","Privé Hors ESS","ACTION SOCIALE (QB)","Aide par le travail","Tous établissements","2","2","s","s","s"
"51","Privé Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","20","13","972","897","25478207"
"51","Public","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","12","0","s","s","s"
"51","Public","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","1","0","s","s","s"
"51","Public","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","42","25","1943","1743","51855239"
"51","Public","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","27","10","2347","2138","58908609"
"52","ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","7","5","49","44","934696"
"52","ESS","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","21","20","789","543","12576582"
"52","ESS","ACTION SOCIALE (QB)","Aide par le travail","Tous établissements","5","0","517","444","6129065"
"52","ESS","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","39","17","580","489","13869777"
"52","ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","37","14","843","762","20220672"
"52","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","4","3","s","s","s"
"52","Privé Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","10","9","96","68","1591481"
"52","Privé Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","1","0","s","s","s"
"52","Public","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","1","0","s","s","s"
"52","Public","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","16","6","s","s","s"
"52","Public","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","16","11","954","869","23824802"
"53","ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","8","5","s","s","s"
"53","ESS","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","54","50","s","s","18538987"
"53","ESS","ACTION SOCIALE (QB)","Aide par le travail","Tous établissements","15","7","1208","1003","s"
"53","ESS","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","76","32","s","s","19399283"
"53","ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","54","12","1452","1306","36746992"
"53","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","7","4","s","s","s"
"53","Privé Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","6","5","s","s","1958331"
"53","Privé Hors ESS","ACTION SOCIALE (QB)","Aide par le travail","Tous établissements","3","3","122","115","s"
"53","Privé Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","12","8","s","s","5700223"
"53","Public","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","22","18","s","s","13081326"
"53","Public","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","38","31","s","s","54455790"
"54","ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","36","28","s","s","s"
"54","ESS","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","56","42","2221","1727","38547683"
"54","ESS","ACTION SOCIALE (QB)","Aide par le travail","Tous établissements","19","6","s","s","s"
"54","ESS","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","152","88","2522","2030","54793278"
"54","ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","118","29","5294","4659","133550347"
"54","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","15","11","s","s","s"
"54","Privé Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","31","25","664","508","10460698"
"54","Privé Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","8","5","s","s","s"
"54","Privé Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","16","9","591","525","14667138"
"54","Public","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","14","2","s","s","s"
"54","Public","ACTION SOCIALE (QB)","Aide par le travail","Tous établissements","1","1","s","s","s"
"54","Public","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","49","45","s","s","s"
"54","Public","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","23","17","2562","2248","61950138"
"55","ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","14","7","111","105","2215277"
"55","ESS","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","34","31","s","s","s"
"55","ESS","ACTION SOCIALE (QB)","Aide par le travail","Tous établissements","7","0","499","471","6730992"
"55","ESS","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","54","31","686","543","13992457"
"55","ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","32","9","s","s","s"
"55","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","1","1","s","s","s"
"55","Privé Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","3","1","s","s","s"
"55","Privé Hors ESS","ACTION SOCIALE (QB)","Aide par le travail","Tous établissements","1","1","s","s","s"
"55","Privé Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","1","1","s","s","s"
"55","Privé Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","5","2","s","s","s"
"55","Public","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","1","1","s","s","s"
"55","Public","ACTION SOCIALE (QB)","Aide par le travail","Tous établissements","5","0","s","s","s"
"55","Public","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","13","7","s","s","s"
"55","Public","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","40","15","1897","1721","47454849"
"56","ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","22","13","s","s","4134771"
"56","ESS","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","55","51","1404","1025","22447542"
"56","ESS","ACTION SOCIALE (QB)","Aide par le travail","Tous établissements","21","3","s","s","s"
"56","ESS","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","91","50","s","s","s"
"56","ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","104","32","4396","3787","104882838"
"56","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","26","17","s","s","s"
"56","Privé Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","45","38","751","549","11359256"
"56","Privé Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","4","3","s","s","s"
"56","Privé Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","9","7","478","425","11133434"
"56","Public","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","3","0","s","s","s"
"56","Public","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","29","11","643","515","11636504"
"56","Public","ACTION SOCIALE (QB)","Aide par le travail","Tous établissements","4","1","s","s","s"
"56","Public","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","86","67","1987","1740","50257020"
"56","Public","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","97","42","4925","4427","122180101"
"57","ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","102","27","1045","912","21849564"
"57","ESS","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","19","13","2455","1914","41002336"
"57","ESS","ACTION SOCIALE (QB)","Aide par le travail","Tous établissements","32","4","3068","2737","43269587"
"57","ESS","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","165","70","3082","2501","67682659"
"57","ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","222","56","8536","7556","209881043"
"57","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","61","33","s","s","s"
"57","Privé Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","49","38","1477","1088","22918240"
"57","Privé Hors ESS","ACTION SOCIALE (QB)","Aide par le travail","Tous établissements","1","0","s","s","s"
"57","Privé Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","2","2","s","s","s"
"57","Privé Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","9","7","458","402","10919676"
"57","Public","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","1","0","s","s","s"
"57","Public","ACTION SOCIALE (QB)","Aide par le travail","Tous établissements","7","3","s","s","s"
"57","Public","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","42","35","s","s","s"
"57","Public","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","22","8","1406","1321","36465946"
"58","ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","4","4","s","s","s"
