"DEP","typo_Mut","typo_Mut_det","type_emploi","nb_poste"
"80","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ensemble","s"
"81","ACTION SOCIALE (QB)","Action sociale sans hebergement","Ensemble","s"
"81","ACTION SOCIALE (QB)","Hebergement medico-social et social","Ensemble","s"
"81","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ensemble","14"
"81","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ensemble","470"
"82","ACTION SOCIALE (QB)","Action sociale sans hebergement","Ensemble","s"
"82","ACTION SOCIALE (QB)","Hebergement medico-social et social","Ensemble","s"
"82","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ensemble","s"
"82","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ensemble","s"
"83","ACTION SOCIALE (QB)","Action sociale sans hebergement","Ensemble","s"
"83","ACTION SOCIALE (QB)","Hebergement medico-social et social","Ensemble","218"
"83","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ensemble","s"
"83","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ensemble","s"
"84","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ensemble","s"
"84","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ensemble","s"
"85","ACTION SOCIALE (QB)","Action sociale sans hebergement","Ensemble","s"
"85","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ensemble","s"
"85","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ensemble","s"
"86","ACTION SOCIALE (QB)","Action sociale sans hebergement","Ensemble","s"
"86","ACTION SOCIALE (QB)","Hebergement medico-social et social","Ensemble","s"
"86","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ensemble","s"
"86","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ensemble","s"
"87","ACTION SOCIALE (QB)","Action sociale sans hebergement","Ensemble","133"
"87","ACTION SOCIALE (QB)","Hebergement medico-social et social","Ensemble","285"
"87","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ensemble","s"
"87","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ensemble","s"
"88","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ensemble","s"
"88","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ensemble","s"
"89","ACTION SOCIALE (QB)","Action sociale sans hebergement","Ensemble","s"
"89","ACTION SOCIALE (QB)","Hebergement medico-social et social","Ensemble","s"
"89","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ensemble","s"
"89","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ensemble","s"
"90","ACTION SOCIALE (QB)","Action sociale sans hebergement","Ensemble","s"
"90","ACTION SOCIALE (QB)","Hebergement medico-social et social","Ensemble","s"
"90","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ensemble","s"
"90","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ensemble","s"
"91","ACTION SOCIALE (QB)","Action sociale sans hebergement","Ensemble","s"
"91","ACTION SOCIALE (QB)","Hebergement medico-social et social","Ensemble","s"
"91","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ensemble","158"
"91","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ensemble","418"
"92","ACTION SOCIALE (QB)","Action sociale sans hebergement","Ensemble","s"
"92","ACTION SOCIALE (QB)","Hebergement medico-social et social","Ensemble","s"
"92","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ensemble","s"
"92","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Ensemble","s"
"92","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ensemble","2194"
"93","ACTION SOCIALE (QB)","Action sociale sans hebergement","Ensemble","s"
"93","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ensemble","s"
"93","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ensemble","s"
"94","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ensemble","s"
"94","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ensemble","s"
"95","ACTION SOCIALE (QB)","Action sociale sans hebergement","Ensemble","s"
"95","ACTION SOCIALE (QB)","Hebergement medico-social et social","Ensemble","s"
"95","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ensemble","s"
"95","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ensemble","s"
"971","ACTION SOCIALE (QB)","Action sociale sans hebergement","Ensemble","s"
"971","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ensemble","280"
"972","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ensemble","505"
"973","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ensemble","s"
"973","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ensemble","s"
"974","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ensemble","657"
"1","ACTION SOCIALE (QB)","Action sociale sans hebergement","Aides","s"
"1","ACTION SOCIALE (QB)","Action sociale sans hebergement","Ordinaires","s"
"1","ACTION SOCIALE (QB)","Hebergement medico-social et social","Aides","s"
"1","ACTION SOCIALE (QB)","Hebergement medico-social et social","Ordinaires","s"
"1","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Aides","s"
"1","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ordinaires","s"
"1","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Aides","s"
"1","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Apprentis","s"
"1","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ordinaires","s"
"2","ACTION SOCIALE (QB)","Hebergement medico-social et social","Aides","s"
"2","ACTION SOCIALE (QB)","Hebergement medico-social et social","Ordinaires","s"
"2","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ordinaires","s"
"2","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Aides","s"
"2","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ordinaires","s"
"3","ACTION SOCIALE (QB)","Action sociale sans hebergement","Ordinaires","65"
"3","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ordinaires","s"
"3","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Aides","s"
"3","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Apprentis","s"
"3","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ordinaires","s"
"4","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ordinaires","s"
"4","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Aides","s"
"4","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ordinaires","s"
"5","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Aides","s"
"5","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ordinaires","s"
"6","ACTION SOCIALE (QB)","Action sociale sans hebergement","Aides","s"
"6","ACTION SOCIALE (QB)","Action sociale sans hebergement","Ordinaires","s"
"6","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ordinaires","s"
"6","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Aides","15"
"6","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Apprentis","s"
"6","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ordinaires","s"
"6","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Stagiaires","s"
"7","ACTION SOCIALE (QB)","Action sociale sans hebergement","Aides","s"
"7","ACTION SOCIALE (QB)","Action sociale sans hebergement","Ordinaires","s"
"7","ACTION SOCIALE (QB)","Hebergement medico-social et social","Aides","s"
"7","ACTION SOCIALE (QB)","Hebergement medico-social et social","Apprentis","s"
"7","ACTION SOCIALE (QB)","Hebergement medico-social et social","Ordinaires","s"
"7","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ordinaires","s"
"7","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Aides","s"
"7","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ordinaires","s"
"8","ACTION SOCIALE (QB)","Action sociale sans hebergement","Aides","s"
"8","ACTION SOCIALE (QB)","Action sociale sans hebergement","Ordinaires","s"
"8","ACTION SOCIALE (QB)","Hebergement medico-social et social","Aides","s"
"8","ACTION SOCIALE (QB)","Hebergement medico-social et social","Apprentis","s"
"8","ACTION SOCIALE (QB)","Hebergement medico-social et social","Ordinaires","s"
"8","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ordinaires","s"
"8","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Aides","s"
"8","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ordinaires","s"
"9","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Apprentis","s"
"9","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ordinaires","s"
"10","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Aides","s"
"10","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ordinaires","s"
"10","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Aides","s"
"10","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Apprentis","s"
"10","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ordinaires","s"
"11","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Apprentis","s"
"11","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ordinaires","s"
"11","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Aides","s"
"11","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Apprentis","s"
"11","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ordinaires","s"
"12","ACTION SOCIALE (QB)","Action sociale sans hebergement","Ordinaires","s"
"12","ACTION SOCIALE (QB)","Hebergement medico-social et social","Aides","s"
"12","ACTION SOCIALE (QB)","Hebergement medico-social et social","Ordinaires","s"
"12","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ordinaires","s"
"12","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Aides","s"
"12","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Apprentis","s"
"12","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ordinaires","s"
"13","ACTION SOCIALE (QB)","Action sociale sans hebergement","Aides","s"
"13","ACTION SOCIALE (QB)","Action sociale sans hebergement","Apprentis","s"
"13","ACTION SOCIALE (QB)","Action sociale sans hebergement","Ordinaires","s"
"13","ACTION SOCIALE (QB)","Hebergement medico-social et social","Aides","s"
"13","ACTION SOCIALE (QB)","Hebergement medico-social et social","Ordinaires","s"
"13","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Aides","s"
"13","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Apprentis","s"
"13","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ordinaires","147"
"13","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Aides","s"
"13","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Apprentis","s"
"13","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ordinaires","2435"
"13","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Stagiaires","s"
"14","ACTION SOCIALE (QB)","Action sociale sans hebergement","Ordinaires","s"
"14","ACTION SOCIALE (QB)","Hebergement medico-social et social","Aides","s"
"14","ACTION SOCIALE (QB)","Hebergement medico-social et social","Apprentis","s"
"14","ACTION SOCIALE (QB)","Hebergement medico-social et social","Ordinaires","s"
"14","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Aides","s"
"14","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ordinaires","s"
"15","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ordinaires","s"
"15","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Aides","s"
"15","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ordinaires","s"
"16","ACTION SOCIALE (QB)","Action sociale sans hebergement","Aides","s"
"16","ACTION SOCIALE (QB)","Action sociale sans hebergement","Ordinaires","s"
"16","ACTION SOCIALE (QB)","Hebergement medico-social et social","Aides","s"
"16","ACTION SOCIALE (QB)","Hebergement medico-social et social","Ordinaires","s"
"16","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Aides","s"
"16","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Apprentis","s"
"16","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ordinaires","374"
"17","ACTION SOCIALE (QB)","Action sociale sans hebergement","Aides","s"
"17","ACTION SOCIALE (QB)","Action sociale sans hebergement","Ordinaires","s"
"17","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ordinaires","s"
"17","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Aides","s"
"17","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Apprentis","s"
"17","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ordinaires","s"
"18","ACTION SOCIALE (QB)","Action sociale sans hebergement","Ordinaires","s"
"18","ACTION SOCIALE (QB)","Hebergement medico-social et social","Aides","s"
"18","ACTION SOCIALE (QB)","Hebergement medico-social et social","Ordinaires","s"
"18","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ordinaires","s"
"18","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Aides","s"
"18","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Apprentis","s"
"18","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ordinaires","s"
"18","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Stagiaires","s"
"19","ACTION SOCIALE (QB)","Action sociale sans hebergement","Apprentis","s"
"19","ACTION SOCIALE (QB)","Action sociale sans hebergement","Ordinaires","s"
"19","ACTION SOCIALE (QB)","Hebergement medico-social et social","Ordinaires","70"
"19","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Aides","s"
"19","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ordinaires","s"
"21","ACTION SOCIALE (QB)","Action sociale sans hebergement","Aides","s"
"21","ACTION SOCIALE (QB)","Action sociale sans hebergement","Apprentis","s"
"21","ACTION SOCIALE (QB)","Action sociale sans hebergement","Ordinaires","1214"
"21","ACTION SOCIALE (QB)","Hebergement medico-social et social","Aides","s"
"21","ACTION SOCIALE (QB)","Hebergement medico-social et social","Apprentis","s"
"21","ACTION SOCIALE (QB)","Hebergement medico-social et social","Ordinaires","1002"
"21","ACTION SOCIALE (QB)","Hebergement medico-social et social","Stagiaires","s"
"21","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Aides","s"
"21","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Apprentis","s"
"21","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ordinaires","838"
"22","ACTION SOCIALE (QB)","Hebergement medico-social et social","Ordinaires","281"
"22","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Aides","s"
"22","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Apprentis","s"
"22","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ordinaires","706"
"23","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ordinaires","s"
"23","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ordinaires","s"
"24","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ordinaires","s"
"24","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Aides","s"
"24","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Apprentis","s"
"24","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ordinaires","s"
"25","ACTION SOCIALE (QB)","Action sociale sans hebergement","Ordinaires","s"
"25","ACTION SOCIALE (QB)","Hebergement medico-social et social","Aides","s"
"25","ACTION SOCIALE (QB)","Hebergement medico-social et social","Apprentis","s"
"25","ACTION SOCIALE (QB)","Hebergement medico-social et social","Ordinaires","s"
"25","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ordinaires","11"
"25","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Aides","7"
"25","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ordinaires","357"
"26","ACTION SOCIALE (QB)","Action sociale sans hebergement","Aides","s"
"26","ACTION SOCIALE (QB)","Action sociale sans hebergement","Apprentis","s"
"26","ACTION SOCIALE (QB)","Action sociale sans hebergement","Ordinaires","s"
"26","ACTION SOCIALE (QB)","Hebergement medico-social et social","Aides","s"
"26","ACTION SOCIALE (QB)","Hebergement medico-social et social","Apprentis","s"
"26","ACTION SOCIALE (QB)","Hebergement medico-social et social","Ordinaires","s"
"26","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Aides","s"
"26","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Apprentis","s"
"26","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ordinaires","843"
"27","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Aides","s"
"27","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Apprentis","s"
"27","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ordinaires","163"
"28","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ordinaires","s"
"28","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Aides","s"
"28","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Apprentis","17"
"28","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ordinaires","s"
"29","ACTION SOCIALE (QB)","Action sociale sans hebergement","Aides","s"
"29","ACTION SOCIALE (QB)","Action sociale sans hebergement","Apprentis","s"
"29","ACTION SOCIALE (QB)","Action sociale sans hebergement","Ordinaires","487"
"29","ACTION SOCIALE (QB)","Hebergement medico-social et social","Aides","20"
"29","ACTION SOCIALE (QB)","Hebergement medico-social et social","Ordinaires","380"
"29","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ordinaires","s"
"29","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Aides","s"
"29","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Apprentis","s"
"29","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ordinaires","s"
"2A","ACTION SOCIALE (QB)","Hebergement medico-social et social","Ordinaires","106"
"2A","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Aides","s"
"2A","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Apprentis","s"
"2A","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ordinaires","79"
"2B","ACTION SOCIALE (QB)","Action sociale sans hebergement","Ordinaires","38"
"2B","ACTION SOCIALE (QB)","Hebergement medico-social et social","Ordinaires","71"
"2B","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Aides","s"
"2B","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Apprentis","s"
"2B","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ordinaires","s"
"30","ACTION SOCIALE (QB)","Action sociale sans hebergement","Ordinaires","s"
"30","ACTION SOCIALE (QB)","Hebergement medico-social et social","Aides","s"
"30","ACTION SOCIALE (QB)","Hebergement medico-social et social","Apprentis","s"
"30","ACTION SOCIALE (QB)","Hebergement medico-social et social","Ordinaires","s"
"30","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ordinaires","s"
"30","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Aides","s"
"30","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Apprentis","s"
"30","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ordinaires","s"
"31","ACTION SOCIALE (QB)","Action sociale sans hebergement","Aides","s"
"31","ACTION SOCIALE (QB)","Action sociale sans hebergement","Ordinaires","s"
"31","ACTION SOCIALE (QB)","Hebergement medico-social et social","Aides","s"
"31","ACTION SOCIALE (QB)","Hebergement medico-social et social","Ordinaires","s"
"31","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Aides","s"
"31","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Apprentis","s"
"31","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ordinaires","127"
"31","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Aides","s"
"31","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Apprentis","s"
"31","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ordinaires","1853"
"32","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Aides","6"
"32","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ordinaires","s"
"33","ACTION SOCIALE (QB)","Action sociale sans hebergement","Ordinaires","s"
"33","ACTION SOCIALE (QB)","Hebergement medico-social et social","Aides","s"
"33","ACTION SOCIALE (QB)","Hebergement medico-social et social","Ordinaires","s"
"33","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Aides","s"
"33","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ordinaires","s"
"33","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Aides","s"
"33","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Apprentis","s"
"33","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ordinaires","s"
"33","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Stagiaires","s"
"34","ACTION SOCIALE (QB)","Action sociale sans hebergement","Ordinaires","46"
"34","ACTION SOCIALE (QB)","Hebergement medico-social et social","Aides","s"
"34","ACTION SOCIALE (QB)","Hebergement medico-social et social","Apprentis","s"
"34","ACTION SOCIALE (QB)","Hebergement medico-social et social","Ordinaires","831"
"34","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ordinaires","11"
"34","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Aides","25"
"34","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Apprentis","12"
"34","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ordinaires","1895"
"35","ACTION SOCIALE (QB)","Hebergement medico-social et social","Aides","s"
"35","ACTION SOCIALE (QB)","Hebergement medico-social et social","Ordinaires","s"
"35","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Aides","s"
"35","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ordinaires","s"
"35","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Aides","s"
"35","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Apprentis","s"
"35","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ordinaires","s"
"35","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Stagiaires","s"
"36","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Apprentis","s"
"36","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ordinaires","s"
"36","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Aides","s"
"36","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Apprentis","s"
"36","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ordinaires","s"
"37","ACTION SOCIALE (QB)","Action sociale sans hebergement","Aides","s"
"37","ACTION SOCIALE (QB)","Action sociale sans hebergement","Apprentis","s"
"37","ACTION SOCIALE (QB)","Action sociale sans hebergement","Ordinaires","84"
"37","ACTION SOCIALE (QB)","Hebergement medico-social et social","Aides","s"
"37","ACTION SOCIALE (QB)","Hebergement medico-social et social","Apprentis","s"
"37","ACTION SOCIALE (QB)","Hebergement medico-social et social","Ordinaires","404"
"37","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Aides","s"
"37","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ordinaires","s"
"37","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Aides","13"
"37","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Apprentis","s"
"37","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ordinaires","s"
"38","ACTION SOCIALE (QB)","Action sociale sans hebergement","Ordinaires","54"
"38","ACTION SOCIALE (QB)","Action sociale sans hebergement","Stagiaires","s"
"38","ACTION SOCIALE (QB)","Hebergement medico-social et social","Aides","s"
"38","ACTION SOCIALE (QB)","Hebergement medico-social et social","Ordinaires","1170"
"38","ACTION SOCIALE (QB)","Hebergement medico-social et social","Stagiaires","s"
"38","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Aides","s"
"38","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ordinaires","s"
"38","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Aides","s"
"38","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Apprentis","s"
"38","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ordinaires","s"
"38","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Stagiaires","s"
"39","ACTION SOCIALE (QB)","Action sociale sans hebergement","Ordinaires","18"
"39","ACTION SOCIALE (QB)","Hebergement medico-social et social","Ordinaires","82"
"39","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ordinaires","s"
"39","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Aides","s"
"39","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Ordinaires","s"
