"ESS","famille","typo_C","typo_C_det","taille_etab","nb_etab","nb_ent","eff_31","eff_EQTP","rem_brut"
"ESS","1. Coopérative","ACTION SOCIALE (QB)","Ensemble","3 - Moyennes entreprises","14","11","1012","794","18602399"
"ESS","1. Coopérative","ACTION SOCIALE (QB)","Ensemble","4 - Grandes entreprises","1","1","s","s","s"
"ESS","1. Coopérative","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","1 - Micro entreprise","11010","1309","44071","45412","2015306596"
"ESS","1. Coopérative","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","2 - Petites entreprises","2578","214","s","s","s"
"ESS","1. Coopérative","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","3 - Moyennes entreprises","166","16","s","s","s"
"ESS","1. Coopérative","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","4 - Grandes entreprises","111","40","63791","62600","3295899422"
"ESS","1. Coopérative","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","1 - Micro entreprise","681","626","s","s","s"
"ESS","1. Coopérative","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","2 - Petites entreprises","110","76","2286","2218","79243032"
"ESS","1. Coopérative","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","3 - Moyennes entreprises","28","19","2239","2107","s"
"ESS","1. Coopérative","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","4 - Grandes entreprises","1","1","s","s","s"
"ESS","1. Coopérative","ARTS SPECTACLES (RZ1)","Ensemble","1 - Micro entreprise","71","60","s","s","s"
"ESS","1. Coopérative","ARTS SPECTACLES (RZ1)","Ensemble","2 - Petites entreprises","22","22","417","s","s"
"ESS","1. Coopérative","ARTS SPECTACLES (RZ1)","Ensemble","3 - Moyennes entreprises","6","6","s","493","17313805"
"ESS","1. Coopérative","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Ensemble","1 - Micro entreprise","705","594","2362","2509","81890686"
"ESS","1. Coopérative","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Ensemble","2 - Petites entreprises","438","353","9540","9054","305167496"
"ESS","1. Coopérative","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Ensemble","3 - Moyennes entreprises","100","76","8735","8357","295881010"
"ESS","1. Coopérative","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Ensemble","4 - Grandes entreprises","5","4","2238","2184","76475599"
"ESS","1. Coopérative","COMMERCE (GZ)","Ensemble","1 - Micro entreprise","2452","636","s","s","s"
"ESS","1. Coopérative","COMMERCE (GZ)","Ensemble","2 - Petites entreprises","721","345","14584","14250","489684863"
"ESS","1. Coopérative","COMMERCE (GZ)","Ensemble","3 - Moyennes entreprises","163","97","15599","15334","561173586"
"ESS","1. Coopérative","COMMERCE (GZ)","Ensemble","4 - Grandes entreprises","29","22","s","s","s"
"ESS","1. Coopérative","ENSEIGNEMENT (PZ)","Ensemble","1 - Micro entreprise","175","96","678","658","19468234"
"ESS","1. Coopérative","ENSEIGNEMENT (PZ)","Ensemble","2 - Petites entreprises","77","33","1266","1073","33635917"
"ESS","1. Coopérative","ENSEIGNEMENT (PZ)","Ensemble","3 - Moyennes entreprises","10","5","606","487","14880448"
"ESS","1. Coopérative","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","1 - Micro entreprise","119","99","378","398","9641714"
"ESS","1. Coopérative","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","2 - Petites entreprises","25","21","s","s","s"
"ESS","1. Coopérative","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","3 - Moyennes entreprises","1","1","s","s","s"
"ESS","1. Coopérative","INDUSTRIES ALIMENTAIRES (CA)","Ensemble","1 - Micro entreprise","671","594","s","s","s"
"ESS","1. Coopérative","INDUSTRIES ALIMENTAIRES (CA)","Ensemble","2 - Petites entreprises","307","253","s","s","s"
"ESS","1. Coopérative","INDUSTRIES ALIMENTAIRES (CA)","Ensemble","3 - Moyennes entreprises","77","52","s","s","s"
"ESS","1. Coopérative","INDUSTRIES ALIMENTAIRES (CA)","Ensemble","4 - Grandes entreprises","17","8","8332","7813","289996902"
"ESS","1. Coopérative","INFORMATION ET COMMUNICATION (JZ)","Ensemble","1 - Micro entreprise","198","167","s","s","s"
"ESS","1. Coopérative","INFORMATION ET COMMUNICATION (JZ)","Ensemble","2 - Petites entreprises","46","37","s","s","s"
"ESS","1. Coopérative","INFORMATION ET COMMUNICATION (JZ)","Ensemble","3 - Moyennes entreprises","4","4","s","s","s"
"ESS","1. Coopérative","NON-CLASSES (94.99Z)","Ensemble","1 - Micro entreprise","21","18","s","s","s"
"ESS","1. Coopérative","NON-CLASSES (94.99Z)","Ensemble","2 - Petites entreprises","2","2","s","s","s"
"ESS","1. Coopérative","NON-CLASSES (94.99Z)","Ensemble","3 - Moyennes entreprises","1","1","s","s","s"
"ESS","1. Coopérative","SANTE HUMAINE (QA)","Ensemble","1 - Micro entreprise","31","30","s","s","s"
"ESS","1. Coopérative","SANTE HUMAINE (QA)","Ensemble","2 - Petites entreprises","7","5","120","s","s"
"ESS","1. Coopérative","SANTE HUMAINE (QA)","Ensemble","3 - Moyennes entreprises","1","1","s","s","s"
"ESS","1. Coopérative","SERVICES DIVERS","Ensemble","1 - Micro entreprise","425","215","s","s","s"
"ESS","1. Coopérative","SERVICES DIVERS","Ensemble","2 - Petites entreprises","108","70","2255","2046","76174168"
"ESS","1. Coopérative","SERVICES DIVERS","Ensemble","3 - Moyennes entreprises","28","11","s","s","s"
"ESS","1. Coopérative","SERVICES DIVERS","Ensemble","4 - Grandes entreprises","5","3","s","s","s"
"ESS","1. Coopérative","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","1 - Micro entreprise","1606","1399","s","s","s"
"ESS","1. Coopérative","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","2 - Petites entreprises","281","184","5099","4621","166187684"
"ESS","1. Coopérative","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","3 - Moyennes entreprises","60","41","4913","4154","155302712"
"ESS","1. Coopérative","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","4 - Grandes entreprises","7","5","s","s","s"
"ESS","1. Coopérative","SPORTS ET LOISIRS (RZ2)","Ensemble","1 - Micro entreprise","18","11","s","s","s"
"ESS","1. Coopérative","SPORTS ET LOISIRS (RZ2)","Ensemble","2 - Petites entreprises","6","5","120","114","2859199"
"ESS","1. Coopérative","SPORTS ET LOISIRS (RZ2)","Ensemble","3 - Moyennes entreprises","1","1","s","s","s"
"ESS","2. Mutuelle","ACTION SOCIALE (QB)","Ensemble","1 - Micro entreprise","236","25","s","s","s"
"ESS","2. Mutuelle","ACTION SOCIALE (QB)","Ensemble","2 - Petites entreprises","315","13","7639","6569","176063494"
"ESS","2. Mutuelle","ACTION SOCIALE (QB)","Ensemble","3 - Moyennes entreprises","163","10","11781","10314","270308340"
"ESS","2. Mutuelle","ACTION SOCIALE (QB)","Ensemble","4 - Grandes entreprises","2","0","s","s","s"
"ESS","2. Mutuelle","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","1 - Micro entreprise","3670","270","11615","11553","494408231"
"ESS","2. Mutuelle","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","2 - Petites entreprises","774","144","s","s","s"
"ESS","2. Mutuelle","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","3 - Moyennes entreprises","299","68","31790","29650","1270406845"
"ESS","2. Mutuelle","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","4 - Grandes entreprises","48","21","s","s","s"
"ESS","2. Mutuelle","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","1 - Micro entreprise","1","0","s","s","s"
"ESS","2. Mutuelle","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Ensemble","1 - Micro entreprise","8","0","s","s","s"
"ESS","2. Mutuelle","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Ensemble","2 - Petites entreprises","9","1","s","s","s"
"ESS","2. Mutuelle","COMMERCE (GZ)","Ensemble","1 - Micro entreprise","840","19","s","s","s"
"ESS","2. Mutuelle","COMMERCE (GZ)","Ensemble","2 - Petites entreprises","93","8","s","s","s"
"ESS","2. Mutuelle","COMMERCE (GZ)","Ensemble","3 - Moyennes entreprises","2","1","s","s","s"
"ESS","2. Mutuelle","ENSEIGNEMENT (PZ)","Ensemble","1 - Micro entreprise","3","0","s","s","s"
"ESS","2. Mutuelle","ENSEIGNEMENT (PZ)","Ensemble","2 - Petites entreprises","2","0","s","s","s"
"ESS","2. Mutuelle","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","1 - Micro entreprise","14","1","s","s","s"
"ESS","2. Mutuelle","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","2 - Petites entreprises","5","1","s","s","s"
"ESS","2. Mutuelle","NON-CLASSES (94.99Z)","Ensemble","1 - Micro entreprise","9","1","s","s","s"
"ESS","2. Mutuelle","NON-CLASSES (94.99Z)","Ensemble","2 - Petites entreprises","2","1","s","s","s"
"ESS","2. Mutuelle","NON-CLASSES (94.99Z)","Ensemble","3 - Moyennes entreprises","1","0","s","s","s"
"ESS","2. Mutuelle","SANTE HUMAINE (QA)","Ensemble","1 - Micro entreprise","370","7","s","s","s"
"ESS","2. Mutuelle","SANTE HUMAINE (QA)","Ensemble","2 - Petites entreprises","282","15","5063","4125","183115026"
"ESS","2. Mutuelle","SANTE HUMAINE (QA)","Ensemble","3 - Moyennes entreprises","63","11","s","s","s"
"ESS","2. Mutuelle","SANTE HUMAINE (QA)","Ensemble","4 - Grandes entreprises","17","4","s","s","s"
"ESS","2. Mutuelle","SERVICES DIVERS","Ensemble","1 - Micro entreprise","13","8","16","15","534367"
"ESS","2. Mutuelle","SERVICES DIVERS","Ensemble","2 - Petites entreprises","3","1","s","s","s"
"ESS","2. Mutuelle","SERVICES DIVERS","Ensemble","3 - Moyennes entreprises","2","0","s","s","s"
"ESS","2. Mutuelle","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","1 - Micro entreprise","61","0","s","s","s"
"ESS","2. Mutuelle","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","2 - Petites entreprises","14","5","s","s","s"
"ESS","2. Mutuelle","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","3 - Moyennes entreprises","5","0","501","462","12085419"
"ESS","2. Mutuelle","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","4 - Grandes entreprises","3","1","s","s","s"
"ESS","3. Association","ACTION SOCIALE (QB)","Ensemble","1 - Micro entreprise","12024","6677","42014","42164","1189672410"
"ESS","3. Association","ACTION SOCIALE (QB)","Ensemble","2 - Petites entreprises","13760","6532","303719","251003","6891114900"
"ESS","3. Association","ACTION SOCIALE (QB)","Ensemble","3 - Moyennes entreprises","5697","2414","460249","394725","9615915667"
"ESS","3. Association","ACTION SOCIALE (QB)","Ensemble","4 - Grandes entreprises","180","111","71586","58721","1332623495"
"ESS","3. Association","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","1 - Micro entreprise","174","52","477","496","21399474"
"ESS","3. Association","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","2 - Petites entreprises","23","4","s","s","s"
"ESS","3. Association","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","3 - Moyennes entreprises","6","3","s","s","s"
"ESS","3. Association","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","4 - Grandes entreprises","4","1","s","s","s"
"ESS","3. Association","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","1 - Micro entreprise","479","445","s","s","s"
"ESS","3. Association","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","2 - Petites entreprises","102","76","s","s","s"
"ESS","3. Association","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","3 - Moyennes entreprises","24","10","s","s","s"
"ESS","3. Association","ARTS SPECTACLES (RZ1)","Ensemble","1 - Micro entreprise","20777","19542","13122","17807","613670860"
"ESS","3. Association","ARTS SPECTACLES (RZ1)","Ensemble","2 - Petites entreprises","862","798","11689","11135","377132589"
"ESS","3. Association","ARTS SPECTACLES (RZ1)","Ensemble","3 - Moyennes entreprises","63","61","s","s","s"
"ESS","3. Association","ARTS SPECTACLES (RZ1)","Ensemble","4 - Grandes entreprises","3","3","s","s","s"
"ESS","3. Association","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Ensemble","1 - Micro entreprise","160","134","368","365","8711380"
"ESS","3. Association","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Ensemble","2 - Petites entreprises","90","59","2199","1921","42481134"
"ESS","3. Association","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Ensemble","3 - Moyennes entreprises","29","12","2382","2240","49679557"
"ESS","3. Association","COMMERCE (GZ)","Ensemble","1 - Micro entreprise","274","204","s","s","s"
"ESS","3. Association","COMMERCE (GZ)","Ensemble","2 - Petites entreprises","32","19","s","s","s"
"ESS","3. Association","COMMERCE (GZ)","Ensemble","3 - Moyennes entreprises","2","2","s","s","s"
"ESS","3. Association","ENSEIGNEMENT (PZ)","Ensemble","1 - Micro entreprise","11586","9868","26526","23387","728850618"
"ESS","3. Association","ENSEIGNEMENT (PZ)","Ensemble","2 - Petites entreprises","6625","4579","128976","110012","3612836739"
"ESS","3. Association","ENSEIGNEMENT (PZ)","Ensemble","3 - Moyennes entreprises","1702","1242","134830","118162","4250722238"
"ESS","3. Association","ENSEIGNEMENT (PZ)","Ensemble","4 - Grandes entreprises","58","53","17310","14907","672122621"
"ESS","3. Association","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","1 - Micro entreprise","2408","1550","6165","7786","203169205"
"ESS","3. Association","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","2 - Petites entreprises","717","398","11513","11248","316858762"
"ESS","3. Association","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","3 - Moyennes entreprises","51","30","3549","3401","99701703"
"ESS","3. Association","INDUSTRIES ALIMENTAIRES (CA)","Ensemble","1 - Micro entreprise","20","16","s","s","s"
"ESS","3. Association","INDUSTRIES ALIMENTAIRES (CA)","Ensemble","2 - Petites entreprises","1","0","s","s","s"
"ESS","3. Association","INFORMATION ET COMMUNICATION (JZ)","Ensemble","1 - Micro entreprise","2344","2181","3228","3068","88984946"
"ESS","3. Association","INFORMATION ET COMMUNICATION (JZ)","Ensemble","2 - Petites entreprises","88","79","1420","1329","49288988"
"ESS","3. Association","INFORMATION ET COMMUNICATION (JZ)","Ensemble","3 - Moyennes entreprises","18","12","1650","1493","66250757"
"ESS","3. Association","NON-CLASSES (94.99Z)","Ensemble","1 - Micro entreprise","38314","34884","59196","53341","1651257223"
"ESS","3. Association","NON-CLASSES (94.99Z)","Ensemble","2 - Petites entreprises","4314","3642","63386","52826","1621253290"
"ESS","3. Association","NON-CLASSES (94.99Z)","Ensemble","3 - Moyennes entreprises","424","341","s","s","s"
"ESS","3. Association","NON-CLASSES (94.99Z)","Ensemble","4 - Grandes entreprises","21","16","s","s","s"
"ESS","3. Association","ORGANISMES EXTRATERRITORIAUX","Ensemble","1 - Micro entreprise","3","3","s","s","s"
"ESS","3. Association","SANTE HUMAINE (QA)","Ensemble","1 - Micro entreprise","1609","701","6007","5530","239108307"
"ESS","3. Association","SANTE HUMAINE (QA)","Ensemble","2 - Petites entreprises","1737","862","34461","27671","1130435934"
"ESS","3. Association","SANTE HUMAINE (QA)","Ensemble","3 - Moyennes entreprises","412","219","41433","36350","1381539900"
"ESS","3. Association","SANTE HUMAINE (QA)","Ensemble","4 - Grandes entreprises","80","56","45472","41365","1599139544"
"ESS","3. Association","SERVICES DIVERS","Ensemble","1 - Micro entreprise","5133","4639","s","s","s"
"ESS","3. Association","SERVICES DIVERS","Ensemble","2 - Petites entreprises","815","662","14967","12697","427285738"
"ESS","3. Association","SERVICES DIVERS","Ensemble","3 - Moyennes entreprises","164","141","14555","12389","412379346"
"ESS","3. Association","SERVICES DIVERS","Ensemble","4 - Grandes entreprises","12","8","s","s","s"
"ESS","3. Association","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","1 - Micro entreprise","8767","7299","21096","23063","704877017"
"ESS","3. Association","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","2 - Petites entreprises","2485","1744","46976","43966","1376999661"
"ESS","3. Association","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","3 - Moyennes entreprises","649","527","49612","44028","1274025270"
"ESS","3. Association","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","4 - Grandes entreprises","23","20","6688","6019","233399862"
"ESS","3. Association","SPORTS ET LOISIRS (RZ2)","Ensemble","1 - Micro entreprise","31811","30436","35990","29505","777002217"
"ESS","3. Association","SPORTS ET LOISIRS (RZ2)","Ensemble","2 - Petites entreprises","2203","1988","25592","20267","596519405"
"ESS","3. Association","SPORTS ET LOISIRS (RZ2)","Ensemble","3 - Moyennes entreprises","195","164","s","s","s"
"ESS","3. Association","SPORTS ET LOISIRS (RZ2)","Ensemble","4 - Grandes entreprises","11","7","s","s","s"
"ESS","4. Fondation","ACTION SOCIALE (QB)","Ensemble","1 - Micro entreprise","220","36","s","s","s"
"ESS","4. Fondation","ACTION SOCIALE (QB)","Ensemble","2 - Petites entreprises","419","36","11283","9967","302004882"
"ESS","4. Fondation","ACTION SOCIALE (QB)","Ensemble","3 - Moyennes entreprises","388","50","29637","26147","729129700"
"ESS","4. Fondation","ACTION SOCIALE (QB)","Ensemble","4 - Grandes entreprises","7","0","s","s","s"
"ESS","4. Fondation","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","1 - Micro entreprise","6","5","18","18","600715"
"ESS","4. Fondation","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","1 - Micro entreprise","4","2","s","s","s"
"ESS","4. Fondation","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","2 - Petites entreprises","2","1","s","s","s"
"ESS","4. Fondation","ARTS SPECTACLES (RZ1)","Ensemble","1 - Micro entreprise","46","37","s","s","s"
"ESS","4. Fondation","ARTS SPECTACLES (RZ1)","Ensemble","2 - Petites entreprises","15","13","s","s","s"
"ESS","4. Fondation","ARTS SPECTACLES (RZ1)","Ensemble","3 - Moyennes entreprises","4","4","s","s","s"
"ESS","4. Fondation","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Ensemble","1 - Micro entreprise","1","1","s","s","s"
"ESS","4. Fondation","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Ensemble","2 - Petites entreprises","1","0","s","s","s"
"ESS","4. Fondation","ENSEIGNEMENT (PZ)","Ensemble","1 - Micro entreprise","55","10","s","s","s"
"ESS","4. Fondation","ENSEIGNEMENT (PZ)","Ensemble","2 - Petites entreprises","49","7","s","s","s"
"ESS","4. Fondation","ENSEIGNEMENT (PZ)","Ensemble","3 - Moyennes entreprises","42","10","3856","3471","125919046"
"ESS","4. Fondation","ENSEIGNEMENT (PZ)","Ensemble","4 - Grandes entreprises","4","3","2205","2090","104399498"
"ESS","4. Fondation","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","1 - Micro entreprise","54","18","s","s","s"
"ESS","4. Fondation","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","2 - Petites entreprises","18","5","293","s","s"
"ESS","4. Fondation","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","3 - Moyennes entreprises","2","2","s","s","s"
"ESS","4. Fondation","INFORMATION ET COMMUNICATION (JZ)","Ensemble","1 - Micro entreprise","5","1","s","s","s"
"ESS","4. Fondation","INFORMATION ET COMMUNICATION (JZ)","Ensemble","2 - Petites entreprises","1","1","s","s","s"
"ESS","4. Fondation","NON-CLASSES (94.99Z)","Ensemble","1 - Micro entreprise","196","136","545","532","23571845"
"ESS","4. Fondation","NON-CLASSES (94.99Z)","Ensemble","2 - Petites entreprises","37","33","613","579","25953902"
"ESS","4. Fondation","NON-CLASSES (94.99Z)","Ensemble","3 - Moyennes entreprises","9","7","956","886","37658162"
"ESS","4. Fondation","ORGANISMES EXTRATERRITORIAUX","Ensemble","1 - Micro entreprise","1","1","s","s","s"
"ESS","4. Fondation","SANTE HUMAINE (QA)","Ensemble","1 - Micro entreprise","54","3","s","228","8503368"
"ESS","4. Fondation","SANTE HUMAINE (QA)","Ensemble","2 - Petites entreprises","71","4","1625","s","s"
"ESS","4. Fondation","SANTE HUMAINE (QA)","Ensemble","3 - Moyennes entreprises","66","9","7846","6800","239953188"
"ESS","4. Fondation","SANTE HUMAINE (QA)","Ensemble","4 - Grandes entreprises","37","17","s","s","s"
"ESS","4. Fondation","SERVICES DIVERS","Ensemble","1 - Micro entreprise","20","8","s","s","s"
"ESS","4. Fondation","SERVICES DIVERS","Ensemble","2 - Petites entreprises","3","1","s","s","s"
"ESS","4. Fondation","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","1 - Micro entreprise","50","33","s","s","s"
"ESS","4. Fondation","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","2 - Petites entreprises","28","20","s","s","s"
"ESS","4. Fondation","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","3 - Moyennes entreprises","19","14","2017","1924","80273676"
"ESS","4. Fondation","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","4 - Grandes entreprises","6","4","s","s","s"
"ESS","4. Fondation","SPORTS ET LOISIRS (RZ2)","Ensemble","1 - Micro entreprise","4","3","s","s","s"
"Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Ensemble","1 - Micro entreprise","5543","3620","18605","18533","417493008"
"Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Ensemble","2 - Petites entreprises","4011","2666","81210","64760","1546266119"
"Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Ensemble","3 - Moyennes entreprises","2022","1355","118957","100055","2646468709"
"Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Ensemble","4 - Grandes entreprises","24","9","5437","5191","130082958"
"Hors ESS","Privé Hors ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","1 - Micro entreprise","73859","56263","169930","162638","8392523214"
"Hors ESS","Privé Hors ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","2 - Petites entreprises","6307","3193","s","s","s"
"Hors ESS","Privé Hors ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","3 - Moyennes entreprises","989","406","s","s","s"
"Hors ESS","Privé Hors ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","4 - Grandes entreprises","294","96","s","s","s"
"Hors ESS","Privé Hors ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","1 - Micro entreprise","95210","93726","s","s","s"
"Hors ESS","Privé Hors ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","2 - Petites entreprises","3436","3249","s","s","1606580140"
"Hors ESS","Privé Hors ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","3 - Moyennes entreprises","225","198","17723","18823","611511846"
"Hors ESS","Privé Hors ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","4 - Grandes entreprises","10","8","s","s","s"
"Hors ESS","Privé Hors ESS","ARTS SPECTACLES (RZ1)","Ensemble","1 - Micro entreprise","5298","4757","s","s","s"
"Hors ESS","Privé Hors ESS","ARTS SPECTACLES (RZ1)","Ensemble","2 - Petites entreprises","966","787","16952","17561","697190337"
"Hors ESS","Privé Hors ESS","ARTS SPECTACLES (RZ1)","Ensemble","3 - Moyennes entreprises","211","191","16149","16272","644347974"
"Hors ESS","Privé Hors ESS","ARTS SPECTACLES (RZ1)","Ensemble","4 - Grandes entreprises","19","16","s","s","s"
"Hors ESS","Privé Hors ESS","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Ensemble","1 - Micro entreprise","273827","248583","677191","681576","20073073540"
"Hors ESS","Privé Hors ESS","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Ensemble","2 - Petites entreprises","55160","43613","1095176","1037894","36231528525"
"Hors ESS","Privé Hors ESS","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Ensemble","3 - Moyennes entreprises","10982","6749","1077005","1041147","42144747112"
"Hors ESS","Privé Hors ESS","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Ensemble","4 - Grandes entreprises","1660","904","991962","964073","49962345830"
"Hors ESS","Privé Hors ESS","COMMERCE (GZ)","Ensemble","1 - Micro entreprise","379729","284634","s","s","s"
"Hors ESS","Privé Hors ESS","COMMERCE (GZ)","Ensemble","2 - Petites entreprises","55684","33281","s","s","s"
"Hors ESS","Privé Hors ESS","COMMERCE (GZ)","Ensemble","3 - Moyennes entreprises","7774","4194","s","s","s"
"Hors ESS","Privé Hors ESS","COMMERCE (GZ)","Ensemble","4 - Grandes entreprises","870","394","s","s","s"
"Hors ESS","Privé Hors ESS","ENSEIGNEMENT (PZ)","Ensemble","1 - Micro entreprise","21976","18623","42753","41034","1178121706"
"Hors ESS","Privé Hors ESS","ENSEIGNEMENT (PZ)","Ensemble","2 - Petites entreprises","2354","1708","35488","28860","1060681019"
"Hors ESS","Privé Hors ESS","ENSEIGNEMENT (PZ)","Ensemble","3 - Moyennes entreprises","312","221","18405","14240","635314313"
"Hors ESS","Privé Hors ESS","ENSEIGNEMENT (PZ)","Ensemble","4 - Grandes entreprises","19","13","5059","4361","214528958"
"Hors ESS","Privé Hors ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","1 - Micro entreprise","173722","156497","s","s","s"
"Hors ESS","Privé Hors ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","2 - Petites entreprises","24940","19688","393753","357878","9470495637"
"Hors ESS","Privé Hors ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","3 - Moyennes entreprises","2062","1489","135580","118857","3350610211"
"Hors ESS","Privé Hors ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","4 - Grandes entreprises","82","49","s","s","s"
"Hors ESS","Privé Hors ESS","INDUSTRIES ALIMENTAIRES (CA)","Ensemble","1 - Micro entreprise","38814","34545","s","s","s"
"Hors ESS","Privé Hors ESS","INDUSTRIES ALIMENTAIRES (CA)","Ensemble","2 - Petites entreprises","8414","7095","s","s","s"
"Hors ESS","Privé Hors ESS","INDUSTRIES ALIMENTAIRES (CA)","Ensemble","3 - Moyennes entreprises","1419","979","s","s","s"
"Hors ESS","Privé Hors ESS","INDUSTRIES ALIMENTAIRES (CA)","Ensemble","4 - Grandes entreprises","302","194","132461","127502","4975812628"
"Hors ESS","Privé Hors ESS","INFORMATION ET COMMUNICATION (JZ)","Ensemble","1 - Micro entreprise","45321","38054","s","s","s"
"Hors ESS","Privé Hors ESS","INFORMATION ET COMMUNICATION (JZ)","Ensemble","2 - Petites entreprises","8590","5822","s","s","s"
"Hors ESS","Privé Hors ESS","INFORMATION ET COMMUNICATION (JZ)","Ensemble","3 - Moyennes entreprises","2383","1266","237242","228179","12239327911"
"Hors ESS","Privé Hors ESS","INFORMATION ET COMMUNICATION (JZ)","Ensemble","4 - Grandes entreprises","436","162","s","s","s"
"Hors ESS","Privé Hors ESS","NON-CLASSES (94.99Z)","Ensemble","1 - Micro entreprise","964","257","s","s","s"
