"DEP","typo_Asso","typo_Asso_det","nb_etab","eff_31","eff_EQTP","rem_brut"
"34","SPORTS ET LOISIRS (RZ2)","Loisirs","71","s","158","s"
"34","SPORTS ET LOISIRS (RZ2)","Sports","601","s","982","s"
"35","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","10","114","100","3156466"
"35","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","8","312","265","7168586"
"35","ACTION SOCIALE (QB)","Accueil d enfants handicapes","20","437","382","12611791"
"35","ACTION SOCIALE (QB)","Accueil des jeunes enfants","58","616","521","12689938"
"35","ACTION SOCIALE (QB)","Action sociale NCA","102","1950","1604","44064985"
"35","ACTION SOCIALE (QB)","Aide a domicile","75","3024","2279","52815324"
"35","ACTION SOCIALE (QB)","Aide par le travail","38","3036","2449","42815227"
"35","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","52","2831","2428","65217803"
"35","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","29","930","784","23218384"
"35","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","77","2694","2409","68084300"
"35","ENSEIGNEMENT (PZ)","Autres enseignements","97","218","173","4847802"
"35","ENSEIGNEMENT (PZ)","Enseignement culturel","54","230","134","3852273"
"35","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","350","8241","7512","250245716"
"35","ENSEIGNEMENT (PZ)","Formation continue d adultes","68","464","381","12237836"
"35","SPORTS ET LOISIRS (RZ2)","Loisirs","53","181","151","3700851"
"35","SPORTS ET LOISIRS (RZ2)","Sports","759","1346","1007","26704614"
"36","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","2","s","s","s"
"36","ACTION SOCIALE (QB)","Accueil d enfants handicapes","5","168","145","4954244"
"36","ACTION SOCIALE (QB)","Accueil des jeunes enfants","6","s","s","s"
"36","ACTION SOCIALE (QB)","Action sociale NCA","29","251","196","4527765"
"36","ACTION SOCIALE (QB)","Aide a domicile","53","1032","741","16444847"
"36","ACTION SOCIALE (QB)","Aide par le travail","15","574","508","8454121"
"36","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","17","535","467","12758565"
"36","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","13","370","317","7280573"
"36","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","23","796","702","19984593"
"36","ENSEIGNEMENT (PZ)","Autres enseignements","13","s","s","s"
"36","ENSEIGNEMENT (PZ)","Enseignement culturel","8","s","s","s"
"36","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","19","401","345","11356155"
"36","ENSEIGNEMENT (PZ)","Formation continue d adultes","9","38","37","1098218"
"36","SPORTS ET LOISIRS (RZ2)","Loisirs","36","87","70","1536506"
"36","SPORTS ET LOISIRS (RZ2)","Sports","128","155","135","3253921"
"37","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","11","168","157","4421364"
"37","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","8","112","105","2942588"
"37","ACTION SOCIALE (QB)","Accueil d enfants handicapes","15","311","220","7492727"
"37","ACTION SOCIALE (QB)","Accueil des jeunes enfants","33","248","195","4652863"
"37","ACTION SOCIALE (QB)","Action sociale NCA","61","935","752","19414207"
"37","ACTION SOCIALE (QB)","Aide a domicile","51","2118","1546","35631085"
"37","ACTION SOCIALE (QB)","Aide par le travail","28","2111","1829","32743621"
"37","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","18","486","431","12063446"
"37","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","22","712","609","16906479"
"37","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","52","1933","1691","47086989"
"37","ENSEIGNEMENT (PZ)","Autres enseignements","58","300","225","6589582"
"37","ENSEIGNEMENT (PZ)","Enseignement culturel","40","202","100","2601729"
"37","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","87","2085","1787","61828471"
"37","ENSEIGNEMENT (PZ)","Formation continue d adultes","33","315","268","8492460"
"37","SPORTS ET LOISIRS (RZ2)","Loisirs","47","159","136","3073298"
"37","SPORTS ET LOISIRS (RZ2)","Sports","384","538","404","10269540"
"38","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","14","151","121","3883911"
"38","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","20","353","293","9020585"
"38","ACTION SOCIALE (QB)","Accueil d enfants handicapes","18","413","300","9406045"
"38","ACTION SOCIALE (QB)","Accueil des jeunes enfants","67","498","402","9615704"
"38","ACTION SOCIALE (QB)","Action sociale NCA","142","1628","1349","36552102"
"38","ACTION SOCIALE (QB)","Aide a domicile","113","3455","2499","57441724"
"38","ACTION SOCIALE (QB)","Aide par le travail","33","3095","2644","44109826"
"38","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","29","1283","1046","29519025"
"38","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","52","983","804","23810976"
"38","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","49","2638","2233","64726971"
"38","ENSEIGNEMENT (PZ)","Autres enseignements","91","412","312","9785283"
"38","ENSEIGNEMENT (PZ)","Enseignement culturel","74","201","107","3146593"
"38","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","133","3667","3179","104736877"
"38","ENSEIGNEMENT (PZ)","Formation continue d adultes","52","460","420","14432787"
"38","SPORTS ET LOISIRS (RZ2)","Loisirs","64","392","348","8349773"
"38","SPORTS ET LOISIRS (RZ2)","Sports","733","1173","892","22403576"
"39","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","11","40","30","901672"
"39","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","6","142","113","2891302"
"39","ACTION SOCIALE (QB)","Accueil d enfants handicapes","6","45","35","1042386"
"39","ACTION SOCIALE (QB)","Accueil des jeunes enfants","9","29","19","449467"
"39","ACTION SOCIALE (QB)","Action sociale NCA","26","212","170","4180956"
"39","ACTION SOCIALE (QB)","Aide a domicile","29","1143","845","19017818"
"39","ACTION SOCIALE (QB)","Aide par le travail","9","596","521","7865828"
"39","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","8","356","288","8063157"
"39","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","26","402","348","10261385"
"39","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","24","754","646","18194088"
"39","ENSEIGNEMENT (PZ)","Autres enseignements","12","111","93","2828173"
"39","ENSEIGNEMENT (PZ)","Enseignement culturel","5","22","10","s"
"39","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","40","871","784","25385868"
"39","ENSEIGNEMENT (PZ)","Formation continue d adultes","10","42","40","s"
"39","SPORTS ET LOISIRS (RZ2)","Loisirs","11","7","6","s"
"39","SPORTS ET LOISIRS (RZ2)","Sports","120","158","135","2942075"
"40","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","4","s","s","s"
"40","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","10","265","229","6238754"
"40","ACTION SOCIALE (QB)","Accueil d enfants handicapes","5","74","65","2002678"
"40","ACTION SOCIALE (QB)","Accueil des jeunes enfants","5","s","s","s"
"40","ACTION SOCIALE (QB)","Action sociale NCA","59","443","382","10511162"
"40","ACTION SOCIALE (QB)","Aide a domicile","21","458","355","7625947"
"40","ACTION SOCIALE (QB)","Aide par le travail","16","798","694","10762224"
"40","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","5","234","198","5824389"
"40","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","19","296","234","6701070"
"40","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","20","888","782","22881365"
"40","ENSEIGNEMENT (PZ)","Autres enseignements","35","106","89","2562780"
"40","ENSEIGNEMENT (PZ)","Enseignement culturel","18","58","s","s"
"40","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","35","761","687","22622810"
"40","ENSEIGNEMENT (PZ)","Formation continue d adultes","12","s","47","1479396"
"40","SPORTS ET LOISIRS (RZ2)","Loisirs","48","104","93","2052750"
"40","SPORTS ET LOISIRS (RZ2)","Sports","332","408","389","9833322"
"41","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","6","72","53","1412673"
"41","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","4","39","35","1116015"
"41","ACTION SOCIALE (QB)","Accueil d enfants handicapes","4","59","47","1568261"
"41","ACTION SOCIALE (QB)","Accueil des jeunes enfants","7","65","68","1852898"
"41","ACTION SOCIALE (QB)","Action sociale NCA","34","436","363","9708059"
"41","ACTION SOCIALE (QB)","Aide a domicile","38","1128","769","17441628"
"41","ACTION SOCIALE (QB)","Aide par le travail","19","982","867","15679544"
"41","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","9","272","238","6852199"
"41","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","27","248","222","6610362"
"41","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","22","726","641","18489263"
"41","ENSEIGNEMENT (PZ)","Autres enseignements","20","48","37","932232"
"41","ENSEIGNEMENT (PZ)","Enseignement culturel","13","20","9","232234"
"41","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","48","942","814","27616256"
"41","ENSEIGNEMENT (PZ)","Formation continue d adultes","9","104","93","2895762"
"41","SPORTS ET LOISIRS (RZ2)","Loisirs","27","51","42","846386"
"41","SPORTS ET LOISIRS (RZ2)","Sports","230","415","398","10683148"
"42","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","14","s","s","s"
"42","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","1","s","s","s"
"42","ACTION SOCIALE (QB)","Accueil d enfants handicapes","19","506","400","12096864"
"42","ACTION SOCIALE (QB)","Accueil des jeunes enfants","73","853","700","17503924"
"42","ACTION SOCIALE (QB)","Action sociale NCA","140","1456","1176","31501558"
"42","ACTION SOCIALE (QB)","Aide a domicile","80","2836","2034","44759856"
"42","ACTION SOCIALE (QB)","Aide par le travail","34","2149","1848","31027217"
"42","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","23","1422","1182","32310852"
"42","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","48","1242","1027","30619196"
"42","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","48","1760","1444","40354865"
"42","ENSEIGNEMENT (PZ)","Autres enseignements","61","472","363","10933863"
"42","ENSEIGNEMENT (PZ)","Enseignement culturel","34","s","s","s"
"42","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","183","4077","3596","117274713"
"42","ENSEIGNEMENT (PZ)","Formation continue d adultes","34","232","216","6679724"
"42","SPORTS ET LOISIRS (RZ2)","Loisirs","78","265","218","5016122"
"42","SPORTS ET LOISIRS (RZ2)","Sports","441","787","577","13905106"
"43","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","3","17","13","355355"
"43","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","4","19","15","462817"
"43","ACTION SOCIALE (QB)","Accueil d enfants handicapes","6","90","65","2277468"
"43","ACTION SOCIALE (QB)","Accueil des jeunes enfants","22","206","173","4130367"
"43","ACTION SOCIALE (QB)","Action sociale NCA","49","616","472","11553565"
"43","ACTION SOCIALE (QB)","Aide a domicile","65","1088","742","15806126"
"43","ACTION SOCIALE (QB)","Aide par le travail","12","680","628","9882315"
"43","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","21","1048","844","22917182"
"43","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","21","390","343","9599662"
"43","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","29","1064","913","25963327"
"43","ENSEIGNEMENT (PZ)","Autres enseignements","9","27","16","453470"
"43","ENSEIGNEMENT (PZ)","Enseignement culturel","8","63","39","1027017"
"43","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","93","1752","1500","48871325"
"43","ENSEIGNEMENT (PZ)","Formation continue d adultes","3","6","6","144997"
"43","SPORTS ET LOISIRS (RZ2)","Loisirs","29","104","87","1954696"
"43","SPORTS ET LOISIRS (RZ2)","Sports","188","222","189","4700030"
"44","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","12","s","170","5182492"
"44","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","7","s","161","4547211"
"44","ACTION SOCIALE (QB)","Accueil d enfants handicapes","16","259","216","7073512"
"44","ACTION SOCIALE (QB)","Accueil des jeunes enfants","94","1068","914","22449458"
"44","ACTION SOCIALE (QB)","Action sociale NCA","128","2485","1969","53055951"
"44","ACTION SOCIALE (QB)","Aide a domicile","68","2952","2126","48541835"
"44","ACTION SOCIALE (QB)","Aide par le travail","33","2928","2400","38868554"
"44","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","105","5642","4670","125028618"
"44","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","78","2103","1793","51254640"
"44","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","128","3634","3087","88768789"
"44","ENSEIGNEMENT (PZ)","Autres enseignements","79","148","119","3423713"
"44","ENSEIGNEMENT (PZ)","Enseignement culturel","71","294","141","3811478"
"44","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","604","10701","9573","327020550"
"44","ENSEIGNEMENT (PZ)","Formation continue d adultes","90","861","788","25897227"
"44","SPORTS ET LOISIRS (RZ2)","Loisirs","46","1130","879","23699598"
"44","SPORTS ET LOISIRS (RZ2)","Sports","889","1534","1164","29816559"
"45","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","6","43","34","872501"
"45","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","3","58","53","1638529"
"45","ACTION SOCIALE (QB)","Accueil d enfants handicapes","11","195","150","4867310"
"45","ACTION SOCIALE (QB)","Accueil des jeunes enfants","14","47","34","784749"
"45","ACTION SOCIALE (QB)","Action sociale NCA","101","1675","1295","33145604"
"45","ACTION SOCIALE (QB)","Aide a domicile","32","1078","830","19322547"
"45","ACTION SOCIALE (QB)","Aide par le travail","21","1397","1254","20269105"
"45","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","16","566","490","13050175"
"45","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","19","300","240","6960796"
"45","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","52","2279","2011","57115580"
"45","ENSEIGNEMENT (PZ)","Autres enseignements","39","172","142","4442167"
"45","ENSEIGNEMENT (PZ)","Enseignement culturel","29","s","s","s"
"45","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","66","1897","1624","56728169"
"45","ENSEIGNEMENT (PZ)","Formation continue d adultes","23","168","151","4858832"
"45","SPORTS ET LOISIRS (RZ2)","Loisirs","31","s","s","s"
"45","SPORTS ET LOISIRS (RZ2)","Sports","436","s","s","s"
"46","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","1","s","s","s"
"46","ACTION SOCIALE (QB)","Accueil d enfants handicapes","5","s","s","s"
"46","ACTION SOCIALE (QB)","Accueil des jeunes enfants","16","231","190","4251530"
"46","ACTION SOCIALE (QB)","Action sociale NCA","29","357","290","7606353"
"46","ACTION SOCIALE (QB)","Aide a domicile","17","546","379","8745026"
"46","ACTION SOCIALE (QB)","Aide par le travail","7","371","319","4853214"
"46","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","10","305","271","7168730"
"46","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","12","119","97","2975211"
"46","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","22","1023","889","25774799"
"46","ENSEIGNEMENT (PZ)","Autres enseignements","12","80","60","1601827"
"46","ENSEIGNEMENT (PZ)","Enseignement culturel","7","22","13","356435"
"46","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","18","331","289","8964961"
"46","ENSEIGNEMENT (PZ)","Formation continue d adultes","7","14","12","461015"
"46","SPORTS ET LOISIRS (RZ2)","Loisirs","13","26","26","670406"
"46","SPORTS ET LOISIRS (RZ2)","Sports","72","80","67","1704678"
"47","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","4","s","s","s"
"47","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","5","s","s","s"
"47","ACTION SOCIALE (QB)","Accueil d enfants handicapes","14","196","147","5247714"
"47","ACTION SOCIALE (QB)","Accueil des jeunes enfants","17","194","165","3774264"
"47","ACTION SOCIALE (QB)","Action sociale NCA","70","603","512","13138397"
"47","ACTION SOCIALE (QB)","Aide a domicile","71","1893","1396","29683411"
"47","ACTION SOCIALE (QB)","Aide par le travail","16","710","620","10421212"
"47","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","4","107","93","2577787"
"47","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","24","921","820","24656089"
"47","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","29","1108","962","26781173"
"47","ENSEIGNEMENT (PZ)","Autres enseignements","30","61","53","1394567"
"47","ENSEIGNEMENT (PZ)","Enseignement culturel","14","s","s","s"
"47","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","38","877","786","24345520"
"47","ENSEIGNEMENT (PZ)","Formation continue d adultes","13","164","141","4212336"
"47","SPORTS ET LOISIRS (RZ2)","Loisirs","25","171","145","3402397"
"47","SPORTS ET LOISIRS (RZ2)","Sports","215","256","222","4957455"
"48","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","1","s","s","s"
"48","ACTION SOCIALE (QB)","Accueil des jeunes enfants","7","s","s","s"
"48","ACTION SOCIALE (QB)","Action sociale NCA","18","162","180","4272072"
"48","ACTION SOCIALE (QB)","Aide a domicile","14","271","180","3801743"
"48","ACTION SOCIALE (QB)","Aide par le travail","6","231","215","4366087"
"48","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","10","468","407","11311005"
"48","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","11","341","318","7166134"
"48","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","33","1951","1751","51265924"
"48","ENSEIGNEMENT (PZ)","Autres enseignements","21","146","129","4109573"
"48","ENSEIGNEMENT (PZ)","Enseignement culturel","2","s","s","s"
"48","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","29","575","545","18207999"
"48","ENSEIGNEMENT (PZ)","Formation continue d adultes","5","s","s","s"
"48","SPORTS ET LOISIRS (RZ2)","Loisirs","4","s","s","s"
"48","SPORTS ET LOISIRS (RZ2)","Sports","64","s","s","s"
"49","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","11","s","s","s"
"49","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","2","s","s","s"
"49","ACTION SOCIALE (QB)","Accueil d enfants handicapes","18","299","234","7270235"
"49","ACTION SOCIALE (QB)","Accueil des jeunes enfants","81","438","351","8400290"
"49","ACTION SOCIALE (QB)","Action sociale NCA","121","2090","1739","42674258"
"49","ACTION SOCIALE (QB)","Aide a domicile","74","2075","1571","36950344"
"49","ACTION SOCIALE (QB)","Aide par le travail","36","2198","1905","31511920"
"49","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","53","2903","2437","64763587"
"49","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","37","1196","1032","29412703"
"49","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","66","2392","2114","59944957"
"49","ENSEIGNEMENT (PZ)","Autres enseignements","48","214","172","5465194"
"49","ENSEIGNEMENT (PZ)","Enseignement culturel","26","s","s","s"
"49","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","366","7852","6914","234985598"
"49","ENSEIGNEMENT (PZ)","Formation continue d adultes","37","370","348","11087346"
"49","SPORTS ET LOISIRS (RZ2)","Loisirs","50","251","203","5004424"
"49","SPORTS ET LOISIRS (RZ2)","Sports","667","875","644","16286524"
"50","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","3","s","s","s"
"50","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","2","s","s","s"
"50","ACTION SOCIALE (QB)","Accueil d enfants handicapes","12","144","124","4309312"
"50","ACTION SOCIALE (QB)","Accueil des jeunes enfants","17","134","123","2792450"
"50","ACTION SOCIALE (QB)","Action sociale NCA","50","575","408","10625109"
"50","ACTION SOCIALE (QB)","Aide a domicile","46","2253","1416","31776967"
"50","ACTION SOCIALE (QB)","Aide par le travail","17","1478","1278","21718670"
"50","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","9","406","338","9067844"
"50","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","20","465","426","11195697"
"50","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","26","1943","1646","43061574"
"50","ENSEIGNEMENT (PZ)","Autres enseignements","25","44","29","708794"
"50","ENSEIGNEMENT (PZ)","Enseignement culturel","19","s","s","s"
"50","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","89","1882","1741","56084368"
"50","ENSEIGNEMENT (PZ)","Formation continue d adultes","14","83","78","2683734"
"50","SPORTS ET LOISIRS (RZ2)","Loisirs","25","43","39","849337"
"50","SPORTS ET LOISIRS (RZ2)","Sports","282","607","525","12641913"
"51","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","3","26","23","665236"
"51","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","4","34","28","748101"
"51","ACTION SOCIALE (QB)","Accueil d enfants handicapes","11","186","131","4102740"
"51","ACTION SOCIALE (QB)","Accueil des jeunes enfants","32","462","409","9603071"
"51","ACTION SOCIALE (QB)","Action sociale NCA","146","1511","1292","30614237"
"51","ACTION SOCIALE (QB)","Aide a domicile","54","1712","1202","27787966"
"51","ACTION SOCIALE (QB)","Aide par le travail","18","1608","1403","23386541"
"51","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","19","574","479","13295703"
"51","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","26","731","649","19324828"
"51","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","43","1564","1357","37515466"
"51","ENSEIGNEMENT (PZ)","Autres enseignements","13","174","154","4530013"
"51","ENSEIGNEMENT (PZ)","Enseignement culturel","11","21","9","234932"
"51","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","63","2549","2336","81495405"
"51","ENSEIGNEMENT (PZ)","Formation continue d adultes","28","302","257","8308416"
"51","SPORTS ET LOISIRS (RZ2)","Loisirs","17","11","17","373280"
"51","SPORTS ET LOISIRS (RZ2)","Sports","247","337","268","6860190"
"52","ACTION SOCIALE (QB)","Accueil d enfants handicapes","6","560","505","11433040"
"52","ACTION SOCIALE (QB)","Accueil des jeunes enfants","8","50","47","947267"
"52","ACTION SOCIALE (QB)","Action sociale NCA","27","219","187","4964212"
"52","ACTION SOCIALE (QB)","Aide a domicile","23","789","532","12054016"
"52","ACTION SOCIALE (QB)","Aide par le travail","4","309","285","4007585"
"52","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","7","311","263","6899030"
"52","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","10","203","166","4383529"
"52","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","12","325","283","8037898"
"52","ENSEIGNEMENT (PZ)","Autres enseignements","3","s","s","s"
"52","ENSEIGNEMENT (PZ)","Enseignement culturel","3","6","s","s"
"52","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","15","397","362","11670585"
"52","ENSEIGNEMENT (PZ)","Formation continue d adultes","2","s","s","s"
"52","SPORTS ET LOISIRS (RZ2)","Loisirs","11","32","24","513282"
"52","SPORTS ET LOISIRS (RZ2)","Sports","91","105","89","2268632"
"53","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","11","90","77","2279759"
"53","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","1","s","s","s"
"53","ACTION SOCIALE (QB)","Accueil d enfants handicapes","16","260","224","6763900"
"53","ACTION SOCIALE (QB)","Accueil des jeunes enfants","8","s","s","s"
"53","ACTION SOCIALE (QB)","Action sociale NCA","42","459","383","10011559"
"53","ACTION SOCIALE (QB)","Aide a domicile","54","1174","836","18830941"
"53","ACTION SOCIALE (QB)","Aide par le travail","14","1208","1018","17583242"
"53","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","10","558","477","13026772"
"53","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","21","350","296","8513412"
"53","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","24","630","552","15490514"
"53","ENSEIGNEMENT (PZ)","Autres enseignements","14","52","44","1300856"
"53","ENSEIGNEMENT (PZ)","Enseignement culturel","3","s","s","s"
"53","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","144","2276","2116","70319098"
"53","ENSEIGNEMENT (PZ)","Formation continue d adultes","7","s","42","1291961"
"53","SPORTS ET LOISIRS (RZ2)","Loisirs","14","14","12","272754"
"53","SPORTS ET LOISIRS (RZ2)","Sports","181","215","176","5842115"
"54","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","9","58","46","1356292"
"54","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","5","135","119","2905740"
"54","ACTION SOCIALE (QB)","Accueil d enfants handicapes","5","171","142","4676226"
"54","ACTION SOCIALE (QB)","Accueil des jeunes enfants","39","285","255","5727615"
"54","ACTION SOCIALE (QB)","Action sociale NCA","126","2048","1609","41957019"
"54","ACTION SOCIALE (QB)","Aide a domicile","56","2313","1734","38491739"
"54","ACTION SOCIALE (QB)","Aide par le travail","18","1772","1526","24648945"
"54","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","28","1479","1244","33892579"
"54","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","39","908","780","23017849"
"54","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","41","2214","1937","57084060"
"54","ENSEIGNEMENT (PZ)","Autres enseignements","34","230","215","6933883"
"54","ENSEIGNEMENT (PZ)","Enseignement culturel","20","71","33","855198"
"54","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","68","1890","1732","61798216"
"54","ENSEIGNEMENT (PZ)","Formation continue d adultes","40","331","311","9858593"
"54","SPORTS ET LOISIRS (RZ2)","Loisirs","37","241","200","4724062"
"54","SPORTS ET LOISIRS (RZ2)","Sports","311","685","562","14782405"
"55","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","5","43","35","1082712"
"55","ACTION SOCIALE (QB)","Accueil d enfants handicapes","8","75","53","1936050"
"55","ACTION SOCIALE (QB)","Accueil des jeunes enfants","15","128","106","2219673"
"55","ACTION SOCIALE (QB)","Action sociale NCA","40","554","429","10230017"
"55","ACTION SOCIALE (QB)","Aide a domicile","36","849","547","12056029"
"55","ACTION SOCIALE (QB)","Aide par le travail","7","504","464","6388894"
"55","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","6","80","64","1644068"
"55","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","14","233","202","6226539"
"55","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","11","460","398","10803616"
"55","ENSEIGNEMENT (PZ)","Autres enseignements","12","116","95","2894573"
"55","ENSEIGNEMENT (PZ)","Enseignement culturel","3","5","5","126040"
"55","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","23","433","400","12890195"
"55","ENSEIGNEMENT (PZ)","Formation continue d adultes","5","18","17","495017"
